\nPosition,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
\nRB,Christine Michael (9212686),Christine Michael,9212686,3000,IND@LAR 04:05PM ET,IND
\nRB,Josh Ferguson (9212692),Josh Ferguson,9212692,3000,IND@LAR 04:05PM ET,IND
\nWR,Chester Rogers (9212696),Chester Rogers,9212696,3000,IND@LAR 04:05PM ET,IND
\nWR,Harvey Binford (9212698),Harvey Binford,9212698,3000,IND@LAR 04:05PM ET,IND
\nWR,Quan Bray (9212708),Quan Bray,9212708,3000,IND@LAR 04:05PM ET,IND
\nWR,Chris Briggs (9212710),Chris Briggs,9212710,3000,IND@LAR 04:05PM ET,IND
\nWR,Bug Howard (9212712),Bug Howard,9212712,3000,IND@LAR 04:05PM ET,IND
\nWR,JoJo Natson Jr. (9212714),JoJo Natson Jr.,9212714,3000,IND@LAR 04:05PM ET,IND
\nWR,Tevaun Smith (9212716),Tevaun Smith,9212716,3000,IND@LAR 04:05PM ET,IND
\nWR,Fred Brown (9212718),Fred Brown,9212718,3000,IND@LAR 04:05PM ET,IND
\nRB,Aaron Green (9212790),Aaron Green,9212790,3000,IND@LAR 04:05PM ET,LAR
\nRB,Lance Dunbar (9212794),Lance Dunbar,9212794,3000,IND@LAR 04:05PM ET,LAR
\nRB,Justin Davis (9212796),Justin Davis,9212796,3000,IND@LAR 04:05PM ET,LAR
\nRB,De'Mard Llorens (9212798),De'Mard Llorens,9212798,3000,IND@LAR 04:05PM ET,IND
\nRB,Sam Rogers (9212800),Sam Rogers,9212800,3000,IND@LAR 04:05PM ET,LAR
\nRB,Lenard Tillery (9212802),Lenard Tillery,9212802,3000,IND@LAR 04:05PM ET,LAR
\nWR,Paul McRoberts (9212810),Paul McRoberts,9212810,3000,IND@LAR 04:05PM ET,LAR
\nWR,Brandon Shippen (9212812),Brandon Shippen,9212812,3000,IND@LAR 04:05PM ET,LAR
\nWR,Nelson Spruce (9212816),Nelson Spruce,9212816,3000,IND@LAR 04:05PM ET,LAR
\nWR,Shakeir Ryan (9212818),Shakeir Ryan,9212818,3000,IND@LAR 04:05PM ET,LAR
\nWR,Josh Reynolds (9212824),Josh Reynolds,9212824,3000,IND@LAR 04:05PM ET,LAR
\nWR,K.D. Cannon (9212826),K.D. Cannon,9212826,3000,IND@LAR 04:05PM ET,LAR
\nWR,Michael Thomas (9212828),Michael Thomas,9212828,3000,IND@LAR 04:05PM ET,LAR
\nRB,Matt Jones (9213365),Matt Jones,9213365,3000,IND@LAR 04:05PM ET,IND
\nWR,Matt Hazel (9213389),Matt Hazel,9213389,3000,IND@LAR 04:05PM ET,IND
\nRB,Kalif Phillips (9212564),Kalif Phillips,9212564,3000,SEA@GB 04:25PM ET,GB
\nRB,Joe Kerridge (9212568),Joe Kerridge,9212568,3000,SEA@GB 04:25PM ET,GB
\nRB,Aaron Ripkowski (9212572),Aaron Ripkowski,9212572,3000,SEA@GB 04:25PM ET,GB
\nRB,William Stanback (9212578),William Stanback,9212578,3000,SEA@GB 04:25PM ET,GB
\nWR,DeAngelo Yancey (9212580),DeAngelo Yancey,9212580,3000,SEA@GB 04:25PM ET,GB
\nWR,Michael Clark (9212582),Michael Clark,9212582,3000,SEA@GB 04:25PM ET,GB
\nWR,Montay Crockett (9212584),Montay Crockett,9212584,3000,SEA@GB 04:25PM ET,GB
\nWR,Trevor Davis (9212588),Trevor Davis,9212588,3000,SEA@GB 04:25PM ET,GB
\nWR,Max McCaffrey (9212594),Max McCaffrey,9212594,3000,SEA@GB 04:25PM ET,GB
\nWR,Colby Pearson (9212596),Colby Pearson,9212596,3000,SEA@GB 04:25PM ET,GB
\nWR,Geronimo Allison (9212600),Geronimo Allison,9212600,3000,SEA@GB 04:25PM ET,GB
\nWR,Malachi Dupre (9212602),Malachi Dupre,9212602,3000,SEA@GB 04:25PM ET,GB
\nRB,J.D. McKissic (9213244),J.D. McKissic,9213244,3000,SEA@GB 04:25PM ET,SEA
\nRB,Mike Davis (9213246),Mike Davis,9213246,3000,SEA@GB 04:25PM ET,SEA
\nRB,Alex Collins (9213248),Alex Collins,9213248,3000,SEA@GB 04:25PM ET,SEA
\nRB,Kyle Coleman (9213252),Kyle Coleman,9213252,3000,SEA@GB 04:25PM ET,SEA
\nRB,Chris Carson (9213254),Chris Carson,9213254,3000,SEA@GB 04:25PM ET,SEA
\nRB,Tre Madden (9213256),Tre Madden,9213256,3000,SEA@GB 04:25PM ET,SEA
\nRB,Marcel Reece (9213260),Marcel Reece,9213260,3000,SEA@GB 04:25PM ET,SEA
\nWR,Jamel Johnson (9213264),Jamel Johnson,9213264,3000,SEA@GB 04:25PM ET,SEA
\nWR,Tanner McEvoy (9213268),Tanner McEvoy,9213268,3000,SEA@GB 04:25PM ET,SEA
\nWR,Amara Darboh (9213274),Amara Darboh,9213274,3000,SEA@GB 04:25PM ET,SEA
\nWR,Cyril Grayson (9213276),Cyril Grayson,9213276,3000,SEA@GB 04:25PM ET,SEA
\nWR,David Moore (9213278),David Moore,9213278,3000,SEA@GB 04:25PM ET,SEA
\nWR,Kenny Lawler Jr. (9213280),Kenny Lawler Jr.,9213280,3000,SEA@GB 04:25PM ET,SEA
\nWR,Darreus Rogers (9213282),Darreus Rogers,9213282,3000,SEA@GB 04:25PM ET,SEA
\nRB,Matt Breida (9213184),Matt Breida,9213184,3000,CAR@SF 04:25PM ET,SF
\nRB,Tyler McCloskey (9213188),Tyler McCloskey,9213188,3000,CAR@SF 04:25PM ET,SF
\nRB,Kyle Juszczyk (9213190),Kyle Juszczyk,9213190,3000,CAR@SF 04:25PM ET,SF
\nRB,Raheem Mostert (9213192),Raheem Mostert,9213192,3000,CAR@SF 04:25PM ET,SF
\nRB,Kapri Bibbs (9213194),Kapri Bibbs,9213194,3000,CAR@SF 04:25PM ET,SF
\nWR,DeAndre Carter (9213202),DeAndre Carter,9213202,3000,CAR@SF 04:25PM ET,SF
\nWR,Trent Taylor (9213204),Trent Taylor,9213204,3000,CAR@SF 04:25PM ET,SF
\nWR,Louis Murphy (9213212),Louis Murphy,9213212,3000,CAR@SF 04:25PM ET,SF
\nWR,Tim Patrick (9213214),Tim Patrick,9213214,3000,CAR@SF 04:25PM ET,SF
\nWR,Victor Bolden Jr. (9213216),Victor Bolden Jr.,9213216,3000,CAR@SF 04:25PM ET,SF
\nWR,Aaron Burbridge (9213218),Aaron Burbridge,9213218,3000,CAR@SF 04:25PM ET,SF
\nWR,Kendrick Bourne (9213220),Kendrick Bourne,9213220,3000,CAR@SF 04:25PM ET,SF
\nWR,DeAndre Smelter (9213222),DeAndre Smelter,9213222,3000,CAR@SF 04:25PM ET,SF
\nRB,Cameron Artis-Payne (9213420),Cameron Artis-Payne,9213420,3000,CAR@SF 04:25PM ET,CAR
\nRB,Darrel Young (9213424),Darrel Young,9213424,3000,CAR@SF 04:25PM ET,CAR
\nRB,Alex Armah (9213428),Alex Armah,9213428,3000,CAR@SF 04:25PM ET,CAR
\nRB,Jalen Simmons (9213430),Jalen Simmons,9213430,3000,CAR@SF 04:25PM ET,CAR
\nWR,Fred Ross Jr. (9213432),Fred Ross Jr.,9213432,3000,CAR@SF 04:25PM ET,CAR
\nWR,Keyarris Garrett (9213434),Keyarris Garrett,9213434,3000,CAR@SF 04:25PM ET,CAR
\nWR,Mose Frazier (9213436),Mose Frazier,9213436,3000,CAR@SF 04:25PM ET,CAR
\nWR,Austin Duke (9213438),Austin Duke,9213438,3000,CAR@SF 04:25PM ET,CAR
\nWR,Damiere Byrd (9213444),Damiere Byrd,9213444,3000,CAR@SF 04:25PM ET,CAR
\nWR,Trevor Graham (9213450),Trevor Graham,9213450,3000,CAR@SF 04:25PM ET,CAR
\nWR,Brenton Bersin (9213452),Brenton Bersin,9213452,3000,CAR@SF 04:25PM ET,CAR
\nWR,Karel Hamilton (9212376),Karel Hamilton,9212376,3000,NYG@DAL 08:30PM ET,DAL
\nRB,Keith Smith (9212463),Keith Smith,9212463,3000,NYG@DAL 08:30PM ET,DAL
\nRB,Ronnie Hillman (9212465),Ronnie Hillman,9212465,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Brice Butler (9212477),Brice Butler,9212477,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Ryan Switzer (9212479),Ryan Switzer,9212479,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Noah Brown (9212481),Noah Brown,9212481,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Brian Brown (9212483),Brian Brown,9212483,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Uzoma Nwachukwu (9212485),Uzoma Nwachukwu,9212485,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Javontee Herndon (9212489),Javontee Herndon,9212489,3000,NYG@DAL 08:30PM ET,DAL
\nWR,Lance Lenoir (9212491),Lance Lenoir,9212491,3000,NYG@DAL 08:30PM ET,DAL
\nWR,C.J. Germany (9212822),C.J. Germany,9212822,3000,NYG@DAL 08:30PM ET,NYG
\nRB,Shaun Draughn (9212901),Shaun Draughn,9212901,3000,NYG@DAL 08:30PM ET,NYG
\nRB,Rashad Jennings (9212907),Rashad Jennings,9212907,3000,NYG@DAL 08:30PM ET,NYG
\nRB,Shane Smith (9212911),Shane Smith,9212911,3000,NYG@DAL 08:30PM ET,NYG
\nRB,Jacob Huesman (9212913),Jacob Huesman,9212913,3000,NYG@DAL 08:30PM ET,NYG
\nRB,Khalid Abdullah (9212915),Khalid Abdullah,9212915,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Jerome Lane (9212921),Jerome Lane,9212921,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Travis Rudolph (9212925),Travis Rudolph,9212925,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Kevin Snead (9212927),Kevin Snead,9212927,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Keeon Johnson (9212929),Keeon Johnson,9212929,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Darius Powe (9212933),Darius Powe,9212933,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Kevin Norwood (9212935),Kevin Norwood,9212935,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Dwayne Harris (9212941),Dwayne Harris,9212941,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Marquis Bundy (9213099),Marquis Bundy,9213099,3000,NYG@DAL 08:30PM ET,NYG
\nWR,Canaan Severin (9213158),Canaan Severin,9213158,3000,NYG@DAL 08:30PM ET,NYG
\nTE,Julius Thomas (9212886),Julius Thomas,9212886,2900,Postponed,MIA
\nDST,Seahawks  (9213300),Seahawks ,9213300,2900,SEA@GB 04:25PM ET,SEA
\nDST,Cowboys  (9212505),Cowboys ,9212505,2900,NYG@DAL 08:30PM ET,DAL
\nTE,Evan Engram (9212953),Evan Engram,9212953,2900,NYG@DAL 08:30PM ET,NYG
\nTE,Zach Miller (9212326),Zach Miller,9212326,2800,ATL@CHI 01:00PM ET,CHI
\nTE,Benjamin Watson (9213575),Benjamin Watson,9213575,2800,BAL@CIN 01:00PM ET,BAL
\nDST,Ravens  (9213583),Ravens ,9213583,2800,BAL@CIN 01:00PM ET,BAL
\nTE,Vance McDonald (9213234),Vance McDonald,9213234,2800,PIT@CLE 01:00PM ET,PIT
\nDST,Cardinals  (9213121),Cardinals ,9213121,2800,ARI@DET 01:00PM ET,ARI
\nDST,Dolphins  (9212896),Dolphins ,9212896,2800,Postponed,MIA
\nTE,Austin Seferian-Jenkins (9213009),Austin Seferian-Jenkins,9213009,2700,NYJ@BUF 01:00PM ET,NYJ
\nTE,David Njoku (9212444),David Njoku,9212444,2700,PIT@CLE 01:00PM ET,CLE
\nTE,Jermaine Gresham (9213119),Jermaine Gresham,9213119,2700,ARI@DET 01:00PM ET,ARI
\nTE,Ryan Griffin (9212279),Ryan Griffin,9212279,2700,JAX@HOU 01:00PM ET,HOU
\nDST,Eagles  (9213066),Eagles ,9213066,2700,PHI@WAS 01:00PM ET,PHI
\nTE,Erik Swoope (9212722),Erik Swoope,9212722,2700,IND@LAR 04:05PM ET,IND
\nDST,Colts  (9212732),Colts ,9212732,2700,IND@LAR 04:05PM ET,IND
\nTE,Richard Rodgers (9212610),Richard Rodgers,9212610,2700,SEA@GB 04:25PM ET,GB
\nTE,Will Tye (9212945),Will Tye,9212945,2600,NYJ@BUF 01:00PM ET,NYJ
\nTE,Maxx Williams (9213581),Maxx Williams,9213581,2600,BAL@CIN 01:00PM ET,BAL
\nDST,Lions  (9212559),Lions ,9212559,2600,ARI@DET 01:00PM ET,DET
\nDST,Titans  (9212677),Titans ,9212677,2600,OAK@TEN 01:00PM ET,TEN
\nTE,Tyler Higbee (9212836),Tyler Higbee,9212836,2600,IND@LAR 04:05PM ET,LAR
\nTE,Garrett Celek (9213232),Garrett Celek,9213232,2600,CAR@SF 04:25PM ET,SF
\nDST,Giants  (9212955),Giants ,9212955,2600,NYG@DAL 08:30PM ET,NYG
\nTE,Nick O'Leary (9212219),Nick O'Leary,9212219,2500,NYJ@BUF 01:00PM ET,BUF
\nTE,Wes Saxton (9212221),Wes Saxton,9212221,2500,NYJ@BUF 01:00PM ET,BUF
\nTE,Jason Croom (9212223),Jason Croom,9212223,2500,NYJ@BUF 01:00PM ET,BUF
\nTE,Logan Thomas (9212225),Logan Thomas,9212225,2500,NYJ@BUF 01:00PM ET,BUF
\nTE,Khari Lee (9212553),Khari Lee,9212553,2500,NYJ@BUF 01:00PM ET,BUF
\nTE,Brandon Barnes (9212557),Brandon Barnes,9212557,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Eric Tomlinson (9213003),Eric Tomlinson,9213003,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Chris Gragg (9213005),Chris Gragg,9213005,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Jordan Leggett (9213007),Jordan Leggett,9213007,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Jason Vander Laan (9213011),Jason Vander Laan,9213011,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Neal Sterling (9213520),Neal Sterling,9213520,2500,NYJ@BUF 01:00PM ET,NYJ
\nTE,Eric Saubert (9212159),Eric Saubert,9212159,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Levine Toilolo (9212163),Levine Toilolo,9212163,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Alex Gray (9212165),Alex Gray,9212165,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Jacob Tamme (9212167),Jacob Tamme,9212167,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Joshua Perkins (9212169),Joshua Perkins,9212169,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Darion Griswold (9212171),Darion Griswold,9212171,2500,ATL@CHI 01:00PM ET,ATL
\nTE,Patrick Scales (9212328),Patrick Scales,9212328,2500,ATL@CHI 01:00PM ET,CHI
\nTE,Daniel Brown (9212330),Daniel Brown,9212330,2500,ATL@CHI 01:00PM ET,CHI
\nTE,Dion Sims (9212332),Dion Sims,9212332,2500,ATL@CHI 01:00PM ET,CHI
\nTE,MyCole Pruitt (9212334),MyCole Pruitt,9212334,2500,ATL@CHI 01:00PM ET,CHI
\nTE,Ben Braunecker (9212336),Ben Braunecker,9212336,2500,ATL@CHI 01:00PM ET,CHI
\nTE,Adam Shaheen (9212338),Adam Shaheen,9212338,2500,ATL@CHI 01:00PM ET,CHI
\nTE,Tyler Kroft (9212384),Tyler Kroft,9212384,2500,BAL@CIN 01:00PM ET,CIN
\nTE,C.J. Uzomah (9212386),C.J. Uzomah,9212386,2500,BAL@CIN 01:00PM ET,CIN
\nTE,Cethan Carter (9212388),Cethan Carter,9212388,2500,BAL@CIN 01:00PM ET,CIN
\nTE,Mason Schreck (9212390),Mason Schreck,9212390,2500,BAL@CIN 01:00PM ET,CIN
\nTE,Ryan Hewitt (9212392),Ryan Hewitt,9212392,2500,BAL@CIN 01:00PM ET,CIN
\nTE,Clark Harris (9212394),Clark Harris,9212394,2500,BAL@CIN 01:00PM ET,CIN
\nTE,Larry Donnell (9213573),Larry Donnell,9213573,2500,BAL@CIN 01:00PM ET,BAL
\nTE,Ryan Malleck (9213577),Ryan Malleck,9213577,2500,BAL@CIN 01:00PM ET,BAL
\nTE,Nick Boyle (9213579),Nick Boyle,9213579,2500,BAL@CIN 01:00PM ET,BAL
\nTE,Randall Telfer (9212440),Randall Telfer,9212440,2500,PIT@CLE 01:00PM ET,CLE
\nTE,Gary Barnidge (9212442),Gary Barnidge,9212442,2500,PIT@CLE 01:00PM ET,CLE
\nTE,J.P. Holtz (9212446),J.P. Holtz,9212446,2500,PIT@CLE 01:00PM ET,CLE
\nTE,Seth DeValve (9212448),Seth DeValve,9212448,2500,PIT@CLE 01:00PM ET,CLE
\nTE,Taylor McNamara (9212450),Taylor McNamara,9212450,2500,PIT@CLE 01:00PM ET,CLE
\nTE,Nate Iese (9212452),Nate Iese,9212452,2500,PIT@CLE 01:00PM ET,CLE
\nTE,Jake McGee (9213166),Jake McGee,9213166,2500,PIT@CLE 01:00PM ET,PIT
\nTE,Ladarius Green (9213168),Ladarius Green,9213168,2500,PIT@CLE 01:00PM ET,PIT
\nTE,Xavier Grimble (9213170),Xavier Grimble,9213170,2500,PIT@CLE 01:00PM ET,PIT
\nTE,Phazahn Odom (9213172),Phazahn Odom,9213172,2500,PIT@CLE 01:00PM ET,PIT
\nTE,David Johnson (9213176),David Johnson,9213176,2500,PIT@CLE 01:00PM ET,PIT
\nTE,Robert Tonyan (9212547),Robert Tonyan,9212547,2500,ARI@DET 01:00PM ET,DET
\nTE,Darren Fells (9212549),Darren Fells,9212549,2500,ARI@DET 01:00PM ET,DET
\nTE,Cole Wick (9212551),Cole Wick,9212551,2500,ARI@DET 01:00PM ET,DET
\nTE,Michael Roberts (9212555),Michael Roberts,9212555,2500,ARI@DET 01:00PM ET,DET
\nTE,Hakeem Valles (9213109),Hakeem Valles,9213109,2500,ARI@DET 01:00PM ET,ARI
\nTE,Ricky Seals-Jones (9213111),Ricky Seals-Jones,9213111,2500,ARI@DET 01:00PM ET,ARI
\nTE,Troy Niklas (9213113),Troy Niklas,9213113,2500,ARI@DET 01:00PM ET,ARI
\nTE,Gerald Christian (9213115),Gerald Christian,9213115,2500,ARI@DET 01:00PM ET,ARI
\nTE,Ifeanyi Momah (9213117),Ifeanyi Momah,9213117,2500,ARI@DET 01:00PM ET,ARI
\nTE,Evan Baylis (9212271),Evan Baylis,9212271,2500,JAX@HOU 01:00PM ET,HOU
\nTE,RaShaun Allen (9212275),RaShaun Allen,9212275,2500,JAX@HOU 01:00PM ET,HOU
\nTE,Stephen Anderson (9212277),Stephen Anderson,9212277,2500,JAX@HOU 01:00PM ET,HOU
\nTE,Marcedes Lewis (9213514),Marcedes Lewis,9213514,2500,JAX@HOU 01:00PM ET,JAX
\nTE,Ben Koyack (9213516),Ben Koyack,9213516,2500,JAX@HOU 01:00PM ET,JAX
\nTE,Alex Ellis (9213518),Alex Ellis,9213518,2500,JAX@HOU 01:00PM ET,JAX
\nTE,Caleb Bluiett (9213522),Caleb Bluiett,9213522,2500,JAX@HOU 01:00PM ET,JAX
\nTE,Mychal Rivera (9213524),Mychal Rivera,9213524,2500,JAX@HOU 01:00PM ET,JAX
\nTE,MarQueis Gray (9212888),MarQueis Gray,9212888,2500,Postponed,MIA
\nTE,Chris Pantale (9212890),Chris Pantale,9212890,2500,Postponed,MIA
\nTE,Anthony Fasano (9212892),Anthony Fasano,9212892,2500,Postponed,MIA
\nTE,Thomas Duarte (9212894),Thomas Duarte,9212894,2500,Postponed,MIA
\nTE,Antony Auclair (9213347),Antony Auclair,9213347,2500,Postponed,TB
\nTE,Luke Stocker (9213349),Luke Stocker,9213349,2500,Postponed,TB
\nTE,Alan Cross (9213353),Alan Cross,9213353,2500,Postponed,TB
\nTE,Tevin Westbrook (9213355),Tevin Westbrook,9213355,2500,Postponed,TB
\nTE,Jonnu Smith (9212665),Jonnu Smith,9212665,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Tim Semisch (9212667),Tim Semisch,9212667,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Jace Amaro (9212669),Jace Amaro,9212669,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Jerome Cunningham (9212671),Jerome Cunningham,9212671,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Phillip Supernaw (9212673),Phillip Supernaw,9212673,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Beau Brinkley (9212675),Beau Brinkley,9212675,2500,OAK@TEN 01:00PM ET,TEN
\nTE,Lee Smith (9212770),Lee Smith,9212770,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Cooper Helfet (9212774),Cooper Helfet,9212774,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Gabe Holmes (9212776),Gabe Holmes,9212776,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Clive Walford (9212778),Clive Walford,9212778,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Ryan O'Malley (9212780),Ryan O'Malley,9212780,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Pharaoh Brown (9212782),Pharaoh Brown,9212782,2500,OAK@TEN 01:00PM ET,OAK
\nDST,Raiders  (9212784),Raiders ,9212784,2500,OAK@TEN 01:00PM ET,OAK
\nTE,Brent Celek (9213054),Brent Celek,9213054,2500,PHI@WAS 01:00PM ET,PHI
\nTE,Trey Burton (9213058),Trey Burton,9213058,2500,PHI@WAS 01:00PM ET,PHI
\nTE,Anthony Denham (9213060),Anthony Denham,9213060,2500,PHI@WAS 01:00PM ET,PHI
\nTE,Adam Zaruba (9213062),Adam Zaruba,9213062,2500,PHI@WAS 01:00PM ET,PHI
\nTE,Billy Brown (9213064),Billy Brown,9213064,2500,PHI@WAS 01:00PM ET,PHI
\nTE,E.J. Bibbs (9213399),E.J. Bibbs,9213399,2500,PHI@WAS 01:00PM ET,WAS
\nTE,Jeremy Sprinkle (9213403),Jeremy Sprinkle,9213403,2500,PHI@WAS 01:00PM ET,WAS
\nTE,Manasseh Garner (9213405),Manasseh Garner,9213405,2500,PHI@WAS 01:00PM ET,WAS
\nTE,Niles Paul (9213407),Niles Paul,9213407,2500,PHI@WAS 01:00PM ET,WAS
\nTE,Brandon Williams (9212724),Brandon Williams,9212724,2500,IND@LAR 04:05PM ET,IND
\nTE,Steven Wroblewski (9212726),Steven Wroblewski,9212726,2500,IND@LAR 04:05PM ET,IND
\nTE,Darrell Daniels (9212728),Darrell Daniels,9212728,2500,IND@LAR 04:05PM ET,IND
\nTE,Henry Krieger-Coble (9212730),Henry Krieger-Coble,9212730,2500,IND@LAR 04:05PM ET,IND
\nTE,Johnny Mundt (9212830),Johnny Mundt,9212830,2500,IND@LAR 04:05PM ET,LAR
\nTE,Gerald Everett (9212832),Gerald Everett,9212832,2500,IND@LAR 04:05PM ET,LAR
\nTE,Temarrick Hemingway (9212834),Temarrick Hemingway,9212834,2500,IND@LAR 04:05PM ET,LAR
\nTE,Cory Harkey (9212838),Cory Harkey,9212838,2500,IND@LAR 04:05PM ET,LAR
\nTE,Travis Wilson (9212840),Travis Wilson,9212840,2500,IND@LAR 04:05PM ET,LAR
\nTE,Derek Carrier (9213401),Derek Carrier,9213401,2500,IND@LAR 04:05PM ET,LAR
\nTE,Emanuel Byrd (9212604),Emanuel Byrd,9212604,2500,SEA@GB 04:25PM ET,GB
\nTE,Lance Kendricks (9212608),Lance Kendricks,9212608,2500,SEA@GB 04:25PM ET,GB
\nTE,Beau Sandland (9212612),Beau Sandland,9212612,2500,SEA@GB 04:25PM ET,GB
\nTE,Aaron Peck (9212614),Aaron Peck,9212614,2500,SEA@GB 04:25PM ET,GB
\nDST,Packers  (9212616),Packers ,9212616,2500,SEA@GB 04:25PM ET,GB
\nTE,Luke Willson (9213286),Luke Willson,9213286,2500,SEA@GB 04:25PM ET,SEA
\nTE,Tyler Ott (9213288),Tyler Ott,9213288,2500,SEA@GB 04:25PM ET,SEA
\nTE,Marcus Lucas (9213290),Marcus Lucas,9213290,2500,SEA@GB 04:25PM ET,SEA
\nTE,Stevie Donatell (9213294),Stevie Donatell,9213294,2500,SEA@GB 04:25PM ET,SEA
\nTE,Nick Vannett (9213296),Nick Vannett,9213296,2500,SEA@GB 04:25PM ET,SEA
\nTE,Tyrone Swoopes (9213298),Tyrone Swoopes,9213298,2500,SEA@GB 04:25PM ET,SEA
\nTE,George Kittle (9213224),George Kittle,9213224,2500,CAR@SF 04:25PM ET,SF
\nTE,Cole Hikutini (9213226),Cole Hikutini,9213226,2500,CAR@SF 04:25PM ET,SF
\nTE,Kyle Nelson (9213228),Kyle Nelson,9213228,2500,CAR@SF 04:25PM ET,SF
\nTE,Logan Paulsen (9213230),Logan Paulsen,9213230,2500,CAR@SF 04:25PM ET,SF
\nTE,Blake Bell (9213236),Blake Bell,9213236,2500,CAR@SF 04:25PM ET,SF
\nTE,Eric Wallace (9213456),Eric Wallace,9213456,2500,CAR@SF 04:25PM ET,CAR
\nTE,Ed Dickson (9213458),Ed Dickson,9213458,2500,CAR@SF 04:25PM ET,CAR
\nTE,Scott Simonson (9213462),Scott Simonson,9213462,2500,CAR@SF 04:25PM ET,CAR
\nTE,Chris Manhertz (9213464),Chris Manhertz,9213464,2500,CAR@SF 04:25PM ET,CAR
\nTE,Bryce Williams (9213466),Bryce Williams,9213466,2500,CAR@SF 04:25PM ET,CAR
\nTE,Rico Gathers (9212493),Rico Gathers,9212493,2500,NYG@DAL 08:30PM ET,DAL
\nTE,Connor Hamlett (9212495),Connor Hamlett,9212495,2500,NYG@DAL 08:30PM ET,DAL
\nTE,Blake Jarwin (9212497),Blake Jarwin,9212497,2500,NYG@DAL 08:30PM ET,DAL
\nTE,Geoff Swaim (9212499),Geoff Swaim,9212499,2500,NYG@DAL 08:30PM ET,DAL
\nTE,James Hanna (9212501),James Hanna,9212501,2500,NYG@DAL 08:30PM ET,DAL
\nTE,Rhett Ellison (9212943),Rhett Ellison,9212943,2500,NYG@DAL 08:30PM ET,NYG
\nTE,Matt LaCosse (9212947),Matt LaCosse,9212947,2500,NYG@DAL 08:30PM ET,NYG
\nTE,Jerell Adams (9212949),Jerell Adams,9212949,2500,NYG@DAL 08:30PM ET,NYG
\nTE,Colin Thompson (9212951),Colin Thompson,9212951,2500,NYG@DAL 08:30PM ET,NYG
\nDST,Jets  (9213013),Jets ,9213013,2400,NYJ@BUF 01:00PM ET,NYJ
\nDST,Bears  (9212340),Bears ,9212340,2200,ATL@CHI 01:00PM ET,CHI
\nDST,49ers  (9213238),49ers ,9213238,2100,CAR@SF 04:25PM ET,SF
\nDST,Browns  (9212454),Browns ,9212454,2000,PIT@CLE 01:00PM ET,CLE
