Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
620296857,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),Jeremy Hill (7988953),Demaryius Thomas (7989137),Sammy Watkins (7988990),Adam Humphries (7989000),Greg Olsen (7989208),Spencer Ware (7988967),Steelers  (7989702),,QB,Blaine Gabbert (7988824),Blaine Gabbert,7988824,5000,SF@LA 04:25PM ET,SF
620296858,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),Jordan Howard (7988911),Michael Crabtree (7989079),Mike Wallace (7989124),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Frank Gore (7988920),Texans  (7989700),,QB,Sean Mannion (7988825),Sean Mannion,7988825,5000,SF@LA 04:25PM ET,LA
620296859,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Mohamed Sanu (7989071),J.J. Nelson (7989094),Jesse James (7989249),Jeremy Hill (7988953),Falcons  (7989692),,QB,Jared Goff (7988826),Jared Goff,7988826,5000,SF@LA 04:25PM ET,LA
620296860,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Ezekiel Elliott (7988981),Todd Gurley (7988944),Michael Crabtree (7989079),Emmanuel Sanders (7989135),Cameron Meredith (7989061),Greg Olsen (7989208),Spencer Ware (7988967),Steelers  (7989702),,QB,Brandon Weeden (7988828),Brandon Weeden,7988828,5000,Cin@Hou 08:25PM ET,Hou
620296861,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Bilal Powell (7988870),Mike Evans (7988999),Mike Wallace (7989124),Bryan Walters (7989020),Greg Olsen (7989208),Spencer Ware (7988967),49ers  (7989699),,QB,Brock Osweiler (7988829),Brock Osweiler,7988829,5000,Cin@Hou 08:25PM ET,Hou
620296862,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),Donte Moncrief (7989084),Sammy Watkins (7988990),Cameron Meredith (7989061),Eric Ebron (7989263),Spencer Ware (7988967),Steelers  (7989702),,QB,AJ McCarron (7988830),AJ McCarron,7988830,5000,Cin@Hou 08:25PM ET,Cin
620296863,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Carson Palmer (7988816),Le'Veon Bell (7988957),Jordan Howard (7988911),Michael Crabtree (7989079),Sammy Watkins (7988990),J.J. Nelson (7989094),Greg Olsen (7989208),Spencer Ware (7988967),49ers  (7989699),,QB,Tom Savage (7988831),Tom Savage,7988831,5000,Cin@Hou 08:25PM ET,Hou
620296864,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Carson Palmer (7988816),Le'Veon Bell (7988957),Todd Gurley (7988944),Larry Fitzgerald (7989089),Steve Smith Sr. (7989122),Tavon Austin (7989104),Greg Olsen (7989208),Jeremy Hill (7988953),Vikings  (7989687),,QB,Jeff Driskel (7988832),Jeff Driskel,7988832,5000,Cin@Hou 08:25PM ET,Cin
620296865,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Todd Gurley (7988944),Jordan Howard (7988911),Mike Evans (7988999),DeAndre Hopkins (7989116),Tavon Austin (7989104),Greg Olsen (7989208),Frank Gore (7988920),Steelers  (7989702),,QB,Ryan Mallett (7988835),Ryan Mallett,7988835,5000,Bal@Pit 04:30PM ET,Bal
620296866,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Colin Kaepernick (7988821),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Tavon Austin (7989104),Rod Streater (7989105),Greg Olsen (7989208),Spencer Ware (7988967),Texans  (7989700),,QB,Landry Jones (7988836),Landry Jones,7988836,5000,Bal@Pit 04:30PM ET,Pit
620296867,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Mike Wallace (7989124),Bryan Walters (7989020),Greg Olsen (7989208),Jeremy Hill (7988953),Bills  (7989678),,QB,Zach Mettenberger (7988837),Zach Mettenberger,7988837,5000,Bal@Pit 04:30PM ET,Pit
620296868,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),DeMarco Murray (7988878),Todd Gurley (7988944),Mike Evans (7988999),Michael Crabtree (7989079),J.J. Nelson (7989094),Vernon Davis (7989200),Spencer Ware (7988967),Falcons  (7989692),,QB,Alex Smith (7988838),Alex Smith,7988838,5000,Den@KC 08:30PM ET,KC
620296869,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),DeMarco Murray (7988878),Demaryius Thomas (7989137),Steve Smith Sr. (7989122),Adam Humphries (7989000),C.J. Uzomah (7989240),Todd Gurley (7988944),Falcons  (7989692),,QB,Austin Davis (7988839),Austin Davis,7988839,5000,Den@KC 08:30PM ET,Den
620296870,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Spencer Ware (7988967),T.Y. Hilton (7989080),Michael Crabtree (7989079),Tavon Austin (7989104),Eric Ebron (7989263),Isaiah Crowell (7988899),Falcons  (7989692),,QB,Nick Foles (7988840),Nick Foles,7988840,5000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,QB,Tyler Bray (7988841),Tyler Bray,7988841,5000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,QB,Paxton Lynch (7988843),Paxton Lynch,7988843,5000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,Travis Kelce (7989251),Travis Kelce,7989251,5000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,QB,Dan Orlovsky (7988844),Dan Orlovsky,7988844,5000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,QB,Mark Sanchez (7988846),Mark Sanchez,7988846,5000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,QB,Jake Rudock (7988849),Jake Rudock,7988849,5000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Ameer Abdullah (7988979),Ameer Abdullah,7988979,5000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Derrick Henry (7988886),Derrick Henry,7988886,4900,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,WR,Rishard Matthews (7989024),Rishard Matthews,7989024,4900,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,TE,Kyle Rudolph (7989189),Kyle Rudolph,7989189,4900,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Terrelle Pryor Sr. (7989044),Terrelle Pryor Sr.,7989044,4900,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Pierre Garcon (7989057),Pierre Garcon,7989057,4900,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,RB,Alfred Morris (7988972),Alfred Morris,7988972,4900,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Cole Beasley (7989153),Cole Beasley,7989153,4900,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Robby Anderson (7989016),Robby Anderson,7989016,4800,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Travis Benjamin (7989045),Travis Benjamin,7989045,4800,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,RB,Frank Gore (7988920),Frank Gore,7988920,4800,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,WR,Tyler Lockett (7989097),Tyler Lockett,7989097,4800,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Brandon LaFell (7989112),Brandon LaFell,7989112,4800,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,Tyler Eifert (7989236),Tyler Eifert,7989236,4800,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,WR,Mike Wallace (7989124),Mike Wallace,7989124,4800,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Cameron Meredith (7989061),Cameron Meredith,7989061,4700,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,RB,C.J. Prosise (7988935),C.J. Prosise,7988935,4700,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Allen Robinson (7989028),Allen Robinson,7989028,4600,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Adrian Peterson (7988887),Adrian Peterson,7988887,4600,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Adam Thielen (7989038),Adam Thielen,7989038,4600,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,RB,Mike Gillislee (7988853),Mike Gillislee,7988853,4500,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (7989067),Ted Ginn Jr.,7989067,4500,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,TE,Jimmy Graham (7989220),Jimmy Graham,7989220,4500,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,RB,Mark Ingram (7988862),Mark Ingram,7988862,4400,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,TE,Antonio Gates (7989192),Antonio Gates,7989192,4400,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,J.J. Nelson (7989094),J.J. Nelson,7989094,4400,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,RB,Terrance West (7988959),Terrance West,7988959,4400,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Jeremy Maclin (7989136),Jeremy Maclin,7989136,4400,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,WR,Marqise Lee (7989026),Marqise Lee,7989026,4300,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,TE,Delanie Walker (7989179),Delanie Walker,7989179,4300,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,RB,Alfred Blue (7988949),Alfred Blue,7988949,4300,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Fitzgerald Toussaint (7988956),Fitzgerald Toussaint,7988956,4300,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,DeVante Parker (7988991),DeVante Parker,7988991,4200,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,RB,Jacquizz Rodgers (7988863),Jacquizz Rodgers,7988863,4200,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,WR,Chris Hogan (7989012),Chris Hogan,7989012,4200,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Kenneth Dixon (7988962),Kenneth Dixon,7988962,4200,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Marvin Jones Jr. (7989154),Marvin Jones Jr.,7989154,4200,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Dion Lewis (7988873),Dion Lewis,7988873,4100,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,TE,Martellus Bennett (7989173),Martellus Bennett,7989173,4100,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Isaiah Crowell (7988899),Isaiah Crowell,7988899,4100,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Aldrick Robinson (7989068),Aldrick Robinson,7989068,4100,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,WR,Tyler Boyd (7989119),Tyler Boyd,7989119,4100,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,RB,Charcandrick West (7988970),Charcandrick West,7988970,4100,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,WR,Anquan Boldin (7989147),Anquan Boldin,7989147,4100,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Tim Hightower (7988858),Tim Hightower,7988858,4000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,WR,Quincy Enunwa (7989011),Quincy Enunwa,7989011,4000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,RB,Jerick McKinnon (7988892),Jerick McKinnon,7988892,4000,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Randall Cobb (7989033),Randall Cobb,7989033,4000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,Jeremy Langford (7988906),Jeremy Langford,7988906,4000,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,WR,Tavon Austin (7989104),Tavon Austin,7989104,4000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,RB,Jamaal Charles (7988964),Jamaal Charles,7988964,4000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,RB,Damien Williams (7988855),Damien Williams,7988855,3900,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,WR,Kenny Stills (7988985),Kenny Stills,7988985,3900,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,TE,Cameron Brate (7989171),Cameron Brate,7989171,3900,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,WR,Allen Hurns (7989023),Allen Hurns,7989023,3900,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (7989036),Cordarrelle Patterson,7989036,3900,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Corey Coleman (7989051),Corey Coleman,7989051,3900,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Phillip Dorsett (7989083),Phillip Dorsett,7989083,3900,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,WR,John Brown (7989093),John Brown,7989093,3900,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,RB,DuJuan Harris (7988940),DuJuan Harris,7988940,3900,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,WR,Will Fuller V (7989120),Will Fuller V,7989120,3900,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Charles Sims (7988864),Charles Sims,7988864,3800,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,RB,James White (7988874),James White,7988874,3800,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,T.J. Yeldon (7988885),T.J. Yeldon,7988885,3800,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Cameron Artis-Payne (7988919),Cameron Artis-Payne,7988919,3800,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,WR,Eli Rogers (7989131),Eli Rogers,7989131,3800,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,TE,Ladarius Green (7989244),Ladarius Green,7989244,3800,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,Adam Humphries (7989000),Adam Humphries,7989000,3700,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,RB,Chris Thompson (7988904),Chris Thompson,7988904,3700,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,DST,Seahawks  (7989697),Seahawks ,7989697,3700,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,TE,C.J. Fiedorowicz (7989238),C.J. Fiedorowicz,7989238,3700,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Devontae Booker (7988969),Devontae Booker,7988969,3700,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Michael Floyd (7989010),Michael Floyd,7989010,3600,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,DST,Patriots  (7989682),Patriots ,7989682,3600,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Chris Ivory (7988879),Chris Ivory,7988879,3600,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Robert Turbin (7988922),Robert Turbin,7988922,3600,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,RB,Jalen Richard (7988928),Jalen Richard,7988928,3600,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,RB,Justin Forsett (7988963),Justin Forsett,7988963,3600,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,Eric Ebron (7989263),Eric Ebron,7989263,3600,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Christine Michael (7988891),Christine Michael,7988891,3500,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,Duke Johnson Jr. (7988902),Duke Johnson Jr.,7988902,3500,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,TE,Hunter Henry (7989199),Hunter Henry,7989199,3500,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,Deonte Thompson (7989056),Deonte Thompson,7989056,3500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,RB,Andre Ellington (7988930),Andre Ellington,7988930,3500,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,WR,Jeremy Kerley (7989103),Jeremy Kerley,7989103,3500,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,DST,Rams  (7989698),Rams ,7989698,3500,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,RB,Rex Burkhead (7988947),Rex Burkhead,7988947,3500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,DST,Chiefs  (7989705),Chiefs ,7989705,3500,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,RB,Darren McFadden (7988971),Darren McFadden,7988971,3500,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Robert Woods (7988986),Robert Woods,7988986,3400,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Russell Shepard (7988994),Russell Shepard,7988994,3400,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,DST,Titans  (7989684),Titans ,7989684,3400,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,WR,Charles Johnson (7989031),Charles Johnson,7989031,3400,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,RB,Ronnie Hillman (7988896),Ronnie Hillman,7988896,3400,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,DST,Chargers  (7989689),Chargers ,7989689,3400,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,Devin Funchess (7989077),Devin Funchess,7989077,3400,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,WR,Torrey Smith (7989102),Torrey Smith,7989102,3400,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,RB,Dwayne Washington (7988980),Dwayne Washington,7988980,3400,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,TE,Jason Witten (7989258),Jason Witten,7989258,3400,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Danny Amendola (7989008),Danny Amendola,7989008,3300,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,DST,Packers  (7989686),Packers ,7989686,3300,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,DeAndre Washington (7988926),DeAndre Washington,7988926,3300,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,WR,Brian Quick (7989101),Brian Quick,7989101,3300,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,TE,Ryan Griffin (7989234),Ryan Griffin,7989234,3300,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,DST,Broncos  (7989704),Broncos ,7989704,3300,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,Charles Clay (7989158),Charles Clay,7989158,3200,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Tajae Sharpe (7989029),Tajae Sharpe,7989029,3200,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,RB,Matt Jones (7988910),Matt Jones,7988910,3200,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,WR,Joshua Bellamy (7989060),Joshua Bellamy,7989060,3200,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,DST,Redskins  (7989691),Redskins ,7989691,3200,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,WR,Quinton Patton (7989106),Quinton Patton,7989106,3200,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,DST,Bengals  (7989701),Bengals ,7989701,3200,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,RB,Zach Zenner (7988978),Zach Zenner,7988978,3200,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,WR,Terrance Williams (7989152),Terrance Williams,7989152,3200,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Marquise Goodwin (7988983),Marquise Goodwin,7988983,3100,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,DST,Bills  (7989678),Bills ,7989678,3100,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,RB,Travaris Cadet (7988861),Travaris Cadet,7988861,3100,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,TE,Coby Fleener (7989170),Coby Fleener,7989170,3100,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,WR,Kendall Wright (7989022),Kendall Wright,7989022,3100,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,RB,James Starks (7988888),James Starks,7988888,3100,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,Matt Asiata (7988889),Matt Asiata,7988889,3100,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Justin Hardy (7989073),Justin Hardy,7989073,3100,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,DST,Texans  (7989700),Texans ,7989700,3100,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Reggie Bush (7988850),Reggie Bush,7988850,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,RB,Jerome Felton (7988851),Jerome Felton,7988851,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,RB,Jonathan Williams (7988856),Jonathan Williams,7988856,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,RB,Kenyan Drake (7988857),Kenyan Drake,7988857,3000,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,WR,Brandon Tate (7988982),Brandon Tate,7988982,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Justin Hunter (7988984),Justin Hunter,7988984,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Rashawn Scott (7988988),Rashawn Scott,7988988,3000,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,WR,Dezmin Lewis (7988989),Dezmin Lewis,7988989,3000,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,WR,Jakeem Grant (7988992),Jakeem Grant,7988992,3000,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,WR,Leonte Carroo (7988993),Leonte Carroo,7988993,3000,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,DST,Dolphins  (7989679),Dolphins ,7989679,3000,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,RB,John Kuhn (7988859),John Kuhn,7988859,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,RB,Marcus Murphy (7988865),Marcus Murphy,7988865,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,RB,Daniel Lasco (7988866),Daniel Lasco,7988866,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,RB,Peyton Barber (7988867),Peyton Barber,7988867,3000,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,WR,Josh Huff (7988995),Josh Huff,7988995,3000,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,WR,Brandon Coleman (7988996),Brandon Coleman,7988996,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,WR,Freddie Martino (7988997),Freddie Martino,7988997,3000,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,WR,Tommylee Lewis (7989002),Tommylee Lewis,7989002,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,WR,Jake Lampman (7989004),Jake Lampman,7989004,3000,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,WR,Donteea Dye (7989005),Donteea Dye,7989005,3000,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,RB,James Develin (7988869),James Develin,7988869,3000,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Brandon Bolden (7988872),Brandon Bolden,7988872,3000,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Brandon Wilds (7988875),Brandon Wilds,7988875,3000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,RB,D.J. Foster (7988876),D.J. Foster,7988876,3000,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Khiry Robinson (7988877),Khiry Robinson,7988877,3000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Matthew Slater (7989007),Matthew Slater,7989007,3000,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,WR,Charone Peake (7989013),Charone Peake,7989013,3000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Devin Smith (7989014),Devin Smith,7989014,3000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Jalin Marshall (7989017),Jalin Marshall,7989017,3000,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,RB,Denard Robinson (7988880),Denard Robinson,7988880,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Jalston Fowler (7988881),Jalston Fowler,7988881,3000,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,RB,Corey Grant (7988882),Corey Grant,7988882,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Antonio Andrews (7988883),Antonio Andrews,7988883,3000,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,RB,Bronson Hill (7988884),Bronson Hill,7988884,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,WR,Harry Douglas (7989018),Harry Douglas,7989018,3000,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,WR,Marc Mariani (7989019),Marc Mariani,7989019,3000,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,WR,Bryan Walters (7989020),Bryan Walters,7989020,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,WR,Arrelious Benn (7989021),Arrelious Benn,7989021,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,WR,Tre McBride (7989025),Tre McBride,7989025,3000,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,WR,Shane Wynn (7989027),Shane Wynn,7989027,3000,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,RB,Zach Line (7988890),Zach Line,7988890,3000,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,RB,Aaron Ripkowski (7988894),Aaron Ripkowski,7988894,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,Joe Kerridge (7988895),Joe Kerridge,7988895,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,WR,Jarius Wright (7989032),Jarius Wright,7989032,3000,Min@GB 01:00PM ET,Min
