Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
990,770812100,ChipotleAddict (19/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812101,ChipotleAddict (20/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812102,ChipotleAddict (21/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812103,ChipotleAddict (22/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812104,ChipotleAddict (23/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812105,ChipotleAddict (24/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812106,ChipotleAddict (25/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812107,ChipotleAddict (26/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812108,ChipotleAddict (27/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812109,ChipotleAddict (28/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812110,ChipotleAddict (29/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812111,ChipotleAddict (30/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812112,ChipotleAddict (31/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812113,ChipotleAddict (32/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812114,ChipotleAddict (33/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812115,ChipotleAddict (34/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812116,ChipotleAddict (35/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812117,ChipotleAddict (36/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812118,ChipotleAddict (37/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812119,ChipotleAddict (38/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812120,ChipotleAddict (39/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812121,ChipotleAddict (40/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812122,ChipotleAddict (41/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812123,ChipotleAddict (42/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812124,ChipotleAddict (43/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812125,ChipotleAddict (44/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812126,ChipotleAddict (45/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812127,ChipotleAddict (46/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812128,ChipotleAddict (47/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812129,ChipotleAddict (48/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812130,ChipotleAddict (49/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
990,770812131,ChipotleAddict (50/50),0,103.55,C Yadier Molina OF Tommy Pham 2B Jason Kipnis 1B Matt Carpenter 3B Jedd Gyorko P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1042,770687077,Awesemo (15/35),0,103.35,OF Giancarlo Stanton 2B Jason Kipnis C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,,
1042,770687097,Awesemo (35/35),0,103.35,OF Giancarlo Stanton 2B Jason Kipnis C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,,
1044,770757347,anilprao88 (1/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757348,anilprao88 (2/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757349,anilprao88 (3/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757350,anilprao88 (4/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757351,anilprao88 (5/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757352,anilprao88 (6/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757353,anilprao88 (7/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757354,anilprao88 (8/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757355,anilprao88 (9/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757356,anilprao88 (10/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757357,anilprao88 (11/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757358,anilprao88 (12/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757359,anilprao88 (13/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757360,anilprao88 (14/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757361,anilprao88 (15/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757362,anilprao88 (16/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757363,anilprao88 (17/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757364,anilprao88 (18/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757365,anilprao88 (19/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757366,anilprao88 (20/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757367,anilprao88 (21/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757368,anilprao88 (22/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757369,anilprao88 (23/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757370,anilprao88 (24/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757371,anilprao88 (25/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757372,anilprao88 (26/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757373,anilprao88 (27/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757374,anilprao88 (28/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757375,anilprao88 (29/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757376,anilprao88 (30/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757377,anilprao88 (31/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757378,anilprao88 (32/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757379,anilprao88 (33/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757380,anilprao88 (34/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757381,anilprao88 (35/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757382,anilprao88 (36/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757383,anilprao88 (37/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757384,anilprao88 (38/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757385,anilprao88 (39/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757386,anilprao88 (40/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757387,anilprao88 (41/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757388,anilprao88 (42/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757389,anilprao88 (43/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757390,anilprao88 (44/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757391,anilprao88 (45/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757392,anilprao88 (46/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757393,anilprao88 (47/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757394,anilprao88 (48/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757395,anilprao88 (49/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1044,770757396,anilprao88 (50/50),0,103.15,C Yadier Molina SS Troy Tulowitzki 2B Jason Kipnis 1B Matt Carpenter OF Gregory Polanco 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Robbie Ray OF Yasiel Puig,,,
1094,770836216,Larrioto (6/10),0,103.05,1B Miguel Cabrera 3B Justin Turner OF Tommy Pham P Kenta Maeda 2B Eric Sogard C Alex Avila OF Gregory Polanco P Robbie Ray SS Trea Turner OF Allen Cordoba,,,
1095,770725131,rex21023 (1/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746283,rex21023 (2/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746284,rex21023 (3/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746285,rex21023 (4/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746286,rex21023 (5/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746287,rex21023 (6/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746288,rex21023 (7/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746289,rex21023 (8/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746290,rex21023 (9/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746291,rex21023 (10/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746292,rex21023 (11/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746293,rex21023 (12/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746294,rex21023 (13/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746295,rex21023 (14/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746296,rex21023 (15/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746297,rex21023 (16/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746298,rex21023 (17/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746299,rex21023 (18/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746300,rex21023 (19/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746301,rex21023 (20/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746302,rex21023 (21/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746303,rex21023 (22/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746304,rex21023 (23/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746305,rex21023 (24/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770746306,rex21023 (25/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770748830,Kcannon,0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
1095,770757706,rex21023 (26/50),0,102.9,2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter 3B Jake Lamb P Jimmy Nelson OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
