Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
106,773110150,tjay7 (2/4),0,181.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams 2B Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,Albert Pujols,1.29%,12
108,772986399,1967spike,0,181.85,P Jake Arrieta P Steven Matz 3B José Ramírez OF J.D. Martinez OF Nelson Cruz 1B Carlos Santana 2B Robinson Canó C Buster Posey SS Addison Russell OF Guillermo Heredia,,Nick Hundley,1.15%,8
108,773039312,REDCOAT85 (46/150),0,181.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Kris Bryant 2B Jason Kipnis OF Ian Happ OF Cameron Maybin SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,Gorkys Hernández,0.97%,16
108,773018316,tomjk321 (101/150),0,181.85,P Steven Matz 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Javier Báez P Andrew Moore,,Yunel Escobar,0.94%,16
111,773072992,tfamularo (2/4),0,181.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF Seth Smith C Buster Posey SS Addison Russell 2B Javier Báez OF Guillermo Heredia,,Lucas Duda,0.73%,11
111,773098997,KKHS_Maz,0,181.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ SS Addison Russell C Willson Contreras OF Franklin Gutierrez OF Kiké Hernández,,Shane Robinson,0.70%,0
111,773126744,Nelie23,0,181.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ C Willson Contreras OF Nick Markakis SS Javier Báez,,Miguel Rojas,0.70%,0
114,772777504,Awesemo (146/150),0,180.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Jason Kipnis OF Ender Inciarte SS Addison Russell C Willson Contreras OF Nick Markakis,,Tyler Wade,0.70%,0
114,773130311,mattfarrell8 (6/6),0,180.75,P Steven Matz P Mike Clevinger OF Aaron Judge 2B José Ramírez 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks OF Austin Jackson SS Addison Russell C Willson Contreras,,Eric Young Jr.,0.68%,3
116,773082970,jimmydean813 (18/47),0,180.45,P Jaime García P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ 2B Robinson Canó OF Matt Kemp SS Addison Russell C John Hicks,,Craig Gentry,0.68%,9
117,773070097,ragdoll44 (7/7),0,180.3,P Jake Arrieta OF Aaron Judge 1B Cody Bellinger 3B José Ramírez OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Nick Markakis C Austin Barnes P Andrew Moore,,Gavin Cecchini,0.66%,3
118,773006101,anilprao88 (74/150),0,180.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Nelson Cruz SS Jean Segura 2B Robinson Canó C Willson Contreras OF Nick Markakis 1B Danny Valencia,,Corey Seager,0.45%,0
118,773123442,mikewren,0,180.2,P Jake Arrieta P Hyun-Jin Ryu 1B Cody Bellinger 3B Kris Bryant OF Christian Yelich OF Seth Smith C Buster Posey OF Kole Calhoun SS Addison Russell 2B Joe Panik,,Michael Conforto,0.45%,0
120,772982861,ehafner (8/150),0,179.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell OF Nick Markakis C Kurt Suzuki,,Yasmani Grandal,0.30%,0
120,773063106,shreve22 (1/2),0,179.85,P Jake Arrieta P Steven Matz 3B José Ramírez OF J.D. Martinez SS Francisco Lindor 2B Ian Kinsler C Buster Posey OF Cameron Maybin OF Austin Slater 1B Miguel Cabrera,,T.J. Rivera,0.20%,0
120,773129018,Sosnester12,0,179.85,P Jake Arrieta P Daniel Norris OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF J.D. Martinez C Buster Posey OF Nick Markakis SS Javier Báez 2B Cliff Pennington,,Adam Jones,0.15%,0
123,772749085,Molars (2/3),0,179.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras P Andrew Moore,,Tyler Flowers,0.13%,0
123,773020852,magneto999 (57/150),0,179.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras P Andrew Moore,,Chase Utley,0.10%,0
123,773099969,kprue17,0,179.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras P Andrew Moore,,Chase Headley,0.10%,0
126,773102349,bpr89,0,179.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ OF Matt Kemp SS Addison Russell OF Nick Markakis C Kurt Suzuki,,Taylor Motter,0.09%,0
127,772777476,Awesemo (118/150),0,178.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Nelson Cruz SS Addison Russell C Willson Contreras 1B Miguel Cabrera 2B Javier Báez,,Lonnie Chisenhall,0.09%,0
127,773006906,jyex0413 (2/8),0,178.85,P Jake Arrieta P Steven Matz 3B Kris Bryant 1B Matt Adams OF Aaron Hicks 2B Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras,,Brandon Belt,0.07%,16
127,773092557,Twars85,0,178.85,P Jake Arrieta P Steven Matz 3B Kris Bryant 1B Matt Adams OF Aaron Hicks 2B Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras,,René Rivera,0.07%,0
130,773020183,ragingphilip (8/50),0,178.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Mitch Haniger SS Addison Russell C Willson Contreras OF Nick Markakis,,Joc Pederson,0.05%,17
131,772874168,bcalicore (99/150),0,178.65,P Luis Severino 3B Kris Bryant OF Nelson Cruz OF Ian Happ 2B Robinson Canó SS Addison Russell C Willson Contreras OF Albert Almora Jr. 1B Danny Valencia P Andrew Moore,,Denard Span,0.03%,5
131,773006085,anilprao88 (58/150),0,178.65,P Luis Severino 3B Kris Bryant OF Nelson Cruz SS Jean Segura OF Ender Inciarte 2B Robinson Canó C Buster Posey OF Nick Markakis 1B Danny Valencia P Andrew Moore,,Brett Eibner,0.03%,0
133,772995808,billyduffy,0,178.3,P Jake Arrieta OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF Nelson Cruz 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras P Andrew Moore,,James McCann,0.03%,0
133,773132911,Mirage88 (8/150),0,178.3,P Jake Arrieta 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Jay Bruce OF Yoenis Céspedes SS Addison Russell C Willson Contreras OF Curtis Granderson P Andrew Moore,,Jarrod Dyson,0.03%,0
135,772868426,crystalkali (103/150),0,178.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ SS Addison Russell C Welington Castillo 2B Javier Báez OF Kiké Hernández,,Carlos Ruiz,0.03%,0
135,773099478,bulbie44 (2/4),0,178.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,D.J. Peterson,0.02%,0
135,773103857,bulbie44 (4/4),0,178.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,Danny Santana,0.02%,7
135,773153500,jbergey (4/4),0,178.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant OF J.D. Martinez OF Nelson Cruz 2B Ian Kinsler OF Aaron Hicks C Buster Posey SS Addison Russell 1B Miguel Cabrera,,Alex Wood,0.02%,0
139,772779698,youdacao (100/150),0,177.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner 1B Matt Adams 2B Brandon Phillips SS Didi Gregorius OF Nick Markakis C Kurt Suzuki,,Francisco Peña,0.02%,0
139,772947967,bhuguga3,0,177.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant SS Francisco Lindor 2B Ian Kinsler OF Yoenis Céspedes C Buster Posey 1B Miguel Cabrera OF Hunter Pence,,Bradley Zimmer,0.02%,2
139,772972642,djiz1010 (13/22),0,177.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras 2B Javier Báez,,Tyler Moore,0.02%,0
139,773038721,shipper21 (110/150),0,177.85,P Jake Arrieta P Daniel Norris 2B José Ramírez 3B Kris Bryant 1B Carlos Santana OF Ian Happ OF Austin Jackson SS Addison Russell C Willson Contreras OF Daniel Robertson,,Tyler Naquin,0.02%,0
139,773158937,Tectonic,0,177.85,P Daniel Norris OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 2B Ian Happ SS Addison Russell C Willson Contreras P Andrew Moore,,Andrew Romine,0.02%,0
144,773131033,gregsj,0,177.3,P Jake Arrieta OF Aaron Judge OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant OF Mitch Haniger SS Addison Russell C Willson Contreras 2B Javier Báez P Andrew Moore,,Kyle Schwarber,0.02%,0
144,773156570,carsonpalmer1,0,177.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks OF Mark Trumbo 2B Ian Happ SS Addison Russell C Willson Contreras P Andrew Moore,,Brandon Nimmo,0.02%,2
146,773018721,Msteinberg09 (85/100),0,177.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 1B Buster Posey SS Addison Russell C Willson Contreras 2B Javier Báez,,Scott Van Slyke,0.02%,0
147,772795344,juanshen (96/150),0,176.95,P Steven Matz P Wade Miley 3B Kris Bryant 1B Buster Posey SS Addison Russell OF Austin Slater C Willson Contreras 2B Joe Panik OF Albert Almora Jr. OF Hunter Pence,,Seth Lugo,0.01%,0
148,772974814,thursdayforme (2/2),0,176.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF Nelson Cruz 1B Matt Adams OF Ian Happ 2B Robinson Canó OF Justin Upton SS Addison Russell C J.T. Realmuto,,Jason Heyward,0.01%,0
149,772777420,Awesemo (62/150),0,176.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant 2B Ian Kinsler SS Jean Segura OF Justin Upton C Alex Avila OF Nick Markakis 1B Miguel Cabrera,,Miguel Montero,0.01%,0
149,772988667,tkb24,0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Dixon Machado,0.01%,0
149,773036285,andrew12283 (3/3),0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Austin Romine,0.01%,0
149,773038973,SamWins22 (1/3),0,176.85,P Jake Arrieta P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ SS Addison Russell OF Hunter Pence C Martín Maldonado,,Freddie Freeman,0.01%,0
149,773103085,washubeek,0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Rio Ruiz,0.01%,0
149,773121844,unit70,0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Yovani Gallardo,0.01%,0
149,773122506,jarrco,0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Ricky Nolasco,0.01%,0
149,773130390,billyho1313 (3/4),0,176.85,P Jake Arrieta P Steven Matz 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Ben Zobrist,0.01%,0
157,772987397,oznog09,0,176.45,P Jaime García P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,Caleb Joseph,0.01%,0
158,773019525,Jgo99,0,176.3,P Jake Arrieta OF Aaron Judge 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams 2B Ian Happ OF Matt Kemp C Buster Posey P Andrew Moore,,Chris Davis,0.01%,0
159,772845743,tinderella (16/150),0,176.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,Destin Hood,0.01%,0
159,773018713,Msteinberg09 (77/100),0,176.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,Jorge Mateo,0.01%,0
159,773018716,Msteinberg09 (80/100),0,176.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Buster Posey SS Addison Russell OF Hunter Pence,,Carlos Pérez,0.01%,0
159,773114037,capnbucko (29/150),0,176.2,P Luis Severino P Steven Matz 3B Manny Machado 1B Matt Adams OF Seth Smith C Buster Posey 2B Joe Panik OF Nick Markakis OF Hunter Pence SS Kelby Tomlinson,,Jeimer Candelario,0.01%,0
159,773148763,imabamafan (4/4),0,176.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Ian Happ C Buster Posey OF Austin Slater OF Guillermo Heredia,,Mikie Mahtook,0.01%,0
159,773149579,invertedcheese (71/150),0,176.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Ben Gamel 2B Robinson Canó SS Addison Russell C Willson Contreras OF Guillermo Heredia,,Matt Reynolds,0.01%,0
165,773041385,Fatguyballer,0,175.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Ian Happ OF Justin Upton C Alex Avila SS Addison Russell 1B Miguel Cabrera,,Jace Peterson,0.01%,0
165,773073398,MichiganKevin,0,175.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Ian Happ OF Justin Upton C Alex Avila SS Addison Russell 1B Miguel Cabrera,,A.J. Ellis,0.01%,0
165,773090505,ItsMe24 (1/2),0,175.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Kurt Suzuki,,Leonys Martin,0.01%,0
165,773090649,ItsMe24 (2/2),0,175.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Kurt Suzuki,,Francisco Mejia,0.01%,0
165,773101733,JDUB07,0,175.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Ian Happ OF Justin Upton C Alex Avila SS Addison Russell 1B Miguel Cabrera,,Mason Williams,0.01%,0
170,773147880,DollarBillW (93/150),0,175.75,P Luis Severino P Wade Miley 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ SS Addison Russell C Willson Contreras OF Nick Markakis OF Hunter Pence OF Gorkys Hernández,,Emilio Bonifacio,0.01%,0
171,773153425,apple-bottom_jeans (33/47),0,175.65,P Luis Severino 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Addison Russell OF Hunter Pence P Andrew Moore,,Jon Jay,0.01%,5
172,772987376,dpw2004 (1/2),0,175.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant 1B Matt Adams OF Aaron Hicks 2B Ian Happ OF Ender Inciarte SS Addison Russell C Willson Contreras,,Kevin Plawecki,0.01%,0
172,772996254,dpw2004 (2/2),0,175.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant 1B Matt Adams OF Aaron Hicks 2B Ian Happ OF Ender Inciarte SS Addison Russell C Willson Contreras,,Danny Espinosa,0.01%,0
174,772993591,Trumpspade (1/2),0,175.2,P Jake Arrieta P Mike Clevinger OF Cody Bellinger 3B Kris Bryant OF Nelson Cruz OF Ian Happ 2B Robinson Canó C Alex Avila 1B Buster Posey SS Didi Gregorius,,Giovanny Urshela,0.01%,0
175,772955928,elgrecoFL,0,174.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,Greg Allen,0.01%,0
175,773013243,bric75 (1/100),0,174.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,Jefry Marte,0.01%,0
175,773020435,kodyray91 (2/3),0,174.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,,
178,772777361,Awesemo (3/150),0,174.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Kris Bryant OF Nelson Cruz OF Ender Inciarte 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Dansby Swanson,,,
178,772829651,rayofhope (108/150),0,174.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Robinson Canó OF Mitch Haniger SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,,
178,772939551,poorecolin,0,174.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Mark Trumbo OF Ian Happ 2B Robinson Canó SS Addison Russell C Martín Maldonado,,,
178,772968153,sweenz14,0,174.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant OF Nelson Cruz OF Aaron Hicks 2B Robinson Canó C Willson Contreras 1B Miguel Cabrera SS Javier Báez,,,
178,773018383,tomjk321 (130/150),0,174.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Jonathan Schoop OF Ian Happ OF Yoenis Céspedes C Buster Posey SS Addison Russell OF Albert Almora Jr.,,,
178,773039386,REDCOAT85 (120/150),0,174.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte 2B Robinson Canó OF Matt Kemp SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,,
178,773078555,WildTurkeyDT,0,174.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant SS Jean Segura 2B Robinson Canó OF Matt Kemp OF Mitch Haniger C Willson Contreras OF Nick Markakis,,,
185,773029074,ragingphilip (45/50),0,174.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Justin Upton SS Addison Russell C Willson Contreras OF Nick Markakis,,,
186,773122761,mattfarrell8 (4/6),0,174.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 2B José Ramírez 1B Anthony Rizzo 3B Kris Bryant OF Austin Jackson SS Addison Russell C Willson Contreras OF Daniel Robertson,,,
187,772994078,weisberm (8/10),0,174.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis OF Hyun Soo Kim P Andrew Moore,,,
187,773027066,badgerdores (1/2),0,174.65,P Luis Severino 3B Kris Bryant OF Brett Gardner OF Chris Taylor 2B Robinson Canó OF Mitch Haniger SS Addison Russell C Willson Contreras 1B Danny Valencia P Andrew Moore,,,
187,773027284,badgerdores (2/2),0,174.65,P Luis Severino 3B Kris Bryant OF Brett Gardner OF Chris Taylor 2B Robinson Canó OF Mitch Haniger SS Addison Russell C Willson Contreras 1B Danny Valencia P Andrew Moore,,,
187,773048281,kennyz816,0,174.65,P Luis Severino 3B Kris Bryant SS Francisco Lindor 1B Matt Adams OF Ender Inciarte 2B Brandon Phillips C Buster Posey OF Nick Markakis OF Hunter Pence P Andrew Moore,,,
187,773085843,nanodoc2001 (5/50),0,174.65,P Luis Severino P Jake Arrieta OF Austin Jackson 1B Buster Posey SS Addison Russell OF Austin Slater 2B Joe Panik C Welington Castillo OF Hunter Pence 3B Kelby Tomlinson,,,
192,773039317,REDCOAT85 (51/150),0,174.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ OF Ender Inciarte 2B Robinson Canó OF Giancarlo Stanton SS Addison Russell C Willson Contreras,,,
193,772729620,SlowQueen (30/150),0,174.4,P Daniel Norris P Steven Matz 3B Kris Bryant 1B Matt Adams OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis OF Albert Almora Jr.,,,
193,773031035,BarOfSoap (125/150),0,174.4,P Daniel Norris P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis,,,
195,772796037,Assani (3/6),0,174.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Brett Gardner 2B Ian Happ SS Addison Russell C Willson Contreras 1B Chris Carter OF Albert Almora Jr.,,,
195,772985309,SirGiant,0,174.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Brett Gardner 2B Ian Happ C Alex Avila SS Addison Russell 1B Miguel Cabrera OF Albert Almora Jr.,,,
195,772987287,cluc81,0,174.2,P Jake Arrieta P Hyun-Jin Ryu OF Cody Bellinger 1B Anthony Rizzo 2B Ian Happ OF Cameron Maybin SS Addison Russell OF Austin Slater C Willson Contreras 3B Luis Valbuena,,,
195,773054345,windchimesRrude (145/150),0,174.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Dansby Swanson,,,
199,773135257,mikeregal49,0,174.15,P Jake Arrieta P Matt Cain OF Aaron Judge 1B Cody Bellinger 3B Kris Bryant OF Mark Trumbo OF Ender Inciarte C Buster Posey SS Addison Russell 2B Joe Panik,,,
200,773149563,invertedcheese (55/150),0,173.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Ian Happ OF Justin Upton SS Addison Russell C Willson Contreras 1B Miguel Cabrera,,,
201,772911917,mazwa (103/150),0,173.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant 1B Matt Holliday OF Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras 2B Javier Báez,,,
201,773017450,tomjk321 (26/150),0,173.85,P Jake Arrieta P Steven Matz 3B Kris Bryant 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey OF Nick Markakis SS Dansby Swanson,,,
201,773017503,tomjk321 (64/150),0,173.85,P Jake Arrieta P Daniel Norris 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Kelby Tomlinson,,,
