Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
9121,773016336,shermanator1974 (3/4),0,101.8,P Jaime García P Hyun-Jin Ryu OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant 2B Jonathan Schoop OF Giancarlo Stanton OF Marcell Ozuna C Willson Contreras SS Ronald Torreyes,,,
9121,773031879,Drew261,0,101.8,P Jaime García P Mike Clevinger OF Aaron Judge 2B José Ramírez 1B Edwin Encarnación C Gary Sánchez OF Brett Gardner OF Marcell Ozuna 3B Nicholas Castellanos SS José Iglesias,,,
9121,773042970,sb624919 (1/2),0,101.8,P Jaime García P Mike Clevinger OF Aaron Judge 1B Cody Bellinger 2B José Ramírez SS Francisco Lindor OF Ender Inciarte C Alex Avila OF Eric Young Jr. 3B Yunel Escobar,,,
9121,773051069,ahume1011,0,101.8,P Jaime García P Mike Clevinger OF Aaron Judge 1B Edwin Encarnación OF Brett Gardner SS Francisco Lindor OF Matt Kemp 2B Brandon Phillips 3B Yunel Escobar C Yan Gomes,,,
9121,773104653,kodeman2022 (3/4),0,101.8,P Jaime García P Mike Clevinger 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant OF J.D. Martinez OF Brett Gardner SS Francisco Lindor C Willson Contreras OF Albert Almora Jr.,,,
9121,773104679,kodeman2022 (4/4),0,101.8,P Jaime García P Mike Clevinger 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant OF J.D. Martinez OF Brett Gardner SS Francisco Lindor C Willson Contreras OF Albert Almora Jr.,,,
9121,773127591,relorrain,0,101.8,P Jaime García P Hyun-Jin Ryu 3B José Ramírez 1B Anthony Rizzo 2B Ian Kinsler OF Ben Gamel OF Marcell Ozuna OF Yasiel Puig C Willson Contreras SS Didi Gregorius,,,
9121,773129931,jimmydean813 (38/47),0,101.8,P Jaime García P Hyun-Jin Ryu 1B Anthony Rizzo C Gary Sánchez 3B Manny Machado OF Nelson Cruz 2B Robinson Canó OF Marcell Ozuna OF Matt Kemp SS Javier Báez,,,
9139,772878492,headchopper (17/50),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge C Gary Sánchez OF Brett Gardner 2B Starlin Castro OF Nelson Cruz 1B Matt Adams 3B Kyle Seager SS Javier Báez,,,
9139,772895604,suidmach (40/150),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado 2B Starlin Castro 1B Matt Adams OF Mark Trumbo SS Didi Gregorius OF Craig Gentry,,,
9139,772903057,bellaedward4eva (10/150),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith 1B Chris Carter SS Rubén Tejada,,,
9139,772977791,petteytheft89 (62/150),0,101.75,P Daniel Norris P Hyun-Jin Ryu 3B Manny Machado 1B Justin Bour OF Christian Yelich OF Marcell Ozuna OF Matt Kemp 2B Dee Gordon SS Addison Russell C J.T. Realmuto,,,
9139,772992572,mbrewer81 (2/4),0,101.75,P Hyun-Jin Ryu P Steven Matz C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Nelson Cruz OF Aaron Hicks 1B Carlos Santana 2B Logan Forsythe,,,
9139,773002105,kylewill7,0,101.75,P Daniel Norris P Mike Clevinger 1B Cody Bellinger 3B José Ramírez OF J.D. Martinez SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks C Buster Posey OF Albert Almora Jr.,,,
9139,773004441,Dodgers88,0,101.75,P Daniel Norris P Hyun-Jin Ryu OF Aaron Judge 2B José Ramírez 1B Justin Bour SS Francisco Lindor OF Justin Upton OF Austin Jackson C Yan Gomes 3B Logan Forsythe,,,
9139,773006177,anilprao88 (150/150),0,101.75,P Hyun-Jin Ryu P Steven Matz 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor OF Christian Yelich OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon C J.T. Realmuto,,,
9139,773026553,drymartiniman,0,101.75,P Daniel Norris P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Jay Bruce OF Matt Kemp 2B Brandon Phillips C Mike Zunino,,,
9139,773073872,brettbono (33/54),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Manny Machado SS Francisco Lindor OF Aaron Hicks 1B Matt Holliday 2B Jason Kipnis OF Seth Smith C Welington Castillo,,,
9139,773081601,I-ENJOY-TOAST (57/62),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday SS Jean Segura 2B Robinson Canó C Mike Zunino 3B Kyle Seager,,,
9139,773085689,jdub21 (1/3),0,101.75,P Steven Matz P Mike Clevinger OF Aaron Judge C Gary Sánchez 3B Kris Bryant 1B Justin Bour 2B Starlin Castro OF Ben Gamel OF Christian Yelich SS Didi Gregorius,,,
9139,773124132,catcountry21 (19/25),0,101.75,P Daniel Norris P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Starlin Castro OF Aaron Hicks C Alex Avila SS Javier Báez OF Albert Almora Jr.,,,
9139,773126883,jdm68a (37/150),0,101.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B José Ramírez C Gary Sánchez 2B Jonathan Schoop OF Nelson Cruz OF Aaron Hicks 1B Danny Valencia SS Kelby Tomlinson,,,
9139,773140374,Ted99 (3/4),0,101.75,P Jake Arrieta P Jesse Chávez 2B José Ramírez 1B Edwin Encarnación OF Brett Gardner OF Nelson Cruz OF Aaron Hicks 3B Justin Turner C Willson Contreras SS Javier Báez,,,
9139,773159264,symond91,0,101.75,P Luis Severino P Wade Miley 3B Manny Machado OF Nelson Cruz OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Willson Contreras 1B Miguel Cabrera SS Kelby Tomlinson,,,
9155,772704231,ganondorf (47/150),0,101.65,P Luis Severino 2B José Ramírez 1B Matt Holliday OF Jay Bruce OF Yoenis Céspedes OF Austin Jackson 3B José Reyes SS Erik González C Travis d'Arnaud P Andrew Moore,,,
9155,772793917,KobeSystem248 (1/5),0,101.65,P Luis Severino 2B José Ramírez OF Ender Inciarte OF Marcell Ozuna OF Matt Kemp 1B Buster Posey SS Didi Gregorius C Mike Zunino 3B Johan Camargo P Andrew Moore,,,
9155,772796707,shawnzhan (21/150),0,101.65,P Hyun-Jin Ryu P Jesse Chávez 3B José Ramírez SS Francisco Lindor 1B Matt Adams 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
9155,772827831,Mauricefein (3/4),0,101.65,P Luis Severino P Jake Arrieta 1B Matt Adams OF Aaron Hicks OF Justin Upton SS Didi Gregorius 2B Javier Báez OF Kiké Hernández C Austin Barnes 3B Wilmer Flores,,,
9155,772868402,crystalkali (79/150),0,101.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop OF Aaron Hicks OF Trey Mancini SS Jean Segura OF Seth Smith C Willson Contreras 1B Danny Valencia P Andrew Moore,,,
9155,772868434,crystalkali (111/150),0,101.65,P Luis Severino OF Cody Bellinger SS Francisco Lindor OF Chris Taylor 3B Justin Turner OF Seth Smith C Yan Gomes 2B Logan Forsythe 1B Danny Valencia P Andrew Moore,,,
9155,772868468,crystalkali (145/150),0,101.65,P Luis Severino 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Austin Jackson C Welington Castillo 3B Kyle Seager OF Albert Almora Jr. OF Kiké Hernández P Andrew Moore,,,
9155,772874114,bcalicore (45/150),0,101.65,P Luis Severino 1B Edwin Encarnación SS Francisco Lindor OF Jay Bruce OF Yoenis Céspedes OF Austin Jackson 3B José Reyes 2B Erik González C Travis d'Arnaud P Andrew Moore,,,
9155,772878516,headchopper (41/50),0,101.65,P Luis Severino P Jake Arrieta 3B Manny Machado OF Nelson Cruz C Yan Gomes 1B Miguel Cabrera 2B Logan Forsythe SS Javier Báez OF Franklin Gutierrez OF Kiké Hernández,,,
9155,772886152,Stealingdan,0,101.65,P Luis Severino OF Aaron Judge 2B Starlin Castro 1B Matt Adams OF Aaron Hicks OF Matt Kemp SS Dansby Swanson C Kurt Suzuki 3B Johan Camargo P Andrew Moore,,,
9155,772903055,bellaedward4eva (8/150),0,101.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Seth Smith OF Matt Kemp C Welington Castillo SS Dansby Swanson P Andrew Moore,,,
9155,772903154,bellaedward4eva (107/150),0,101.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Seth Smith OF Matt Kemp SS Rubén Tejada C Kurt Suzuki P Andrew Moore,,,
9155,772967743,billzmillz8891 (1/2),0,101.65,P Luis Severino P Jake Arrieta OF Brett Gardner 1B Alex Avila C Buster Posey SS Didi Gregorius 2B Javier Báez 3B Johan Camargo OF Mark Zagunis OF Guillermo Heredia,,,
9155,772982950,ehafner (97/150),0,101.65,P Luis Severino 3B José Ramírez 1B Edwin Encarnación OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Yan Gomes SS Erik González OF Daniel Robertson P Andrew Moore,,,
9155,772993080,mm7726,0,101.65,P Luis Severino 3B Kris Bryant 2B Starlin Castro 1B Matt Adams OF Mark Trumbo OF Michael Conforto C Welington Castillo SS Dansby Swanson OF Craig Gentry P Andrew Moore,,,
9155,772993286,papagates (105/150),0,101.65,P Luis Severino P Jake Arrieta 2B Starlin Castro OF Aaron Hicks SS Didi Gregorius OF Curtis Granderson 1B Lucas Duda OF Kiké Hernández C Travis d'Arnaud 3B Wilmer Flores,,,
9155,773011474,isupol (6/8),0,101.65,P Luis Severino P Jake Arrieta OF Ben Gamel 2B Robinson Canó OF Yoenis Céspedes SS José Reyes C Mike Zunino 1B Danny Valencia OF Guillermo Heredia 3B Wilmer Flores,,,
9155,773015077,hishboo (59/75),0,101.65,P Luis Severino C Gary Sánchez OF Brett Gardner OF Nelson Cruz 2B Robinson Canó OF Mitch Haniger SS Didi Gregorius 3B Kyle Seager 1B Danny Valencia P Andrew Moore,,,
9155,773015086,hishboo (68/75),0,101.65,P Luis Severino C Gary Sánchez 3B Kris Bryant OF Aaron Hicks 1B Matt Holliday 2B Ian Happ SS Javier Báez OF Albert Almora Jr. OF Mark Zagunis P Andrew Moore,,,
9155,773041018,Nlballa (3/4),0,101.65,P Luis Severino OF Aaron Judge OF Brett Gardner 1B Matt Holliday OF Matt Kemp 2B Brandon Phillips C Alex Avila 3B Nicholas Castellanos SS JT Riddle P Andrew Moore,,,
9155,773051608,ragdoll44 (4/7),0,101.65,P Luis Severino OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez OF Brett Gardner SS Didi Gregorius 3B Johan Camargo OF Mark Zagunis 2B Cliff Pennington P Andrew Moore,,,
9155,773051795,nawmsayin (2/5),0,101.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Ender Inciarte OF Matt Kemp SS Dansby Swanson C Kurt Suzuki P Andrew Moore,,,
9155,773054252,windchimesRrude (52/150),0,101.65,P Luis Severino P Jake Arrieta 3B Manny Machado OF Matt Kemp 2B Brandon Phillips OF Justin Upton SS Dansby Swanson 1B Miguel Cabrera C John Hicks OF Alex Presley,,,
9155,773057581,ak47m,0,101.65,P Luis Severino 2B José Ramírez 1B Anthony Rizzo OF Ender Inciarte OF Matt Kemp C Mike Zunino OF Nick Markakis SS Javier Báez 3B Johan Camargo P Andrew Moore,,,
9155,773068061,Firehawk10025 (1/2),0,101.65,P Luis Severino 3B José Ramírez SS Francisco Lindor OF Nelson Cruz 1B Matt Holliday OF Mitch Haniger OF Cameron Maybin 2B Erik González C Martín Maldonado P Andrew Moore,,,
9155,773068591,assassin16 (7/15),0,101.65,P Luis Severino P Jake Arrieta OF Jay Bruce OF Yoenis Céspedes SS Addison Russell C Willson Contreras 2B Javier Báez 1B Lucas Duda OF Albert Almora Jr. 3B Wilmer Flores,,,
9155,773069171,michacarr11 (1/2),0,101.65,P Luis Severino OF Aaron Judge 1B Anthony Rizzo OF Mark Trumbo OF Yoenis Céspedes SS Addison Russell C Mike Zunino 2B Javier Báez 3B Wilmer Flores P Andrew Moore,,,
9155,773075971,tankie2103 (4/5),0,101.65,P Luis Severino OF Brett Gardner OF Trey Mancini 1B Carlos Santana OF Ender Inciarte 2B Dee Gordon SS Addison Russell 3B Johan Camargo C Martín Maldonado P Andrew Moore,,,
9155,773077140,gpielech (1/2),0,101.65,P Luis Severino OF Aaron Judge 2B Starlin Castro 1B Matt Adams OF Aaron Hicks OF Matt Kemp SS Dansby Swanson C Kurt Suzuki 3B Johan Camargo P Andrew Moore,,,
9155,773092541,jjunk85,0,101.65,P Luis Severino OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez OF Chris Taylor 2B Logan Forsythe 3B Nicholas Castellanos OF Kiké Hernández SS JT Riddle P Andrew Moore,,,
9155,773092836,Jklaub (15/25),0,101.65,P Luis Severino 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Austin Jackson C Welington Castillo SS Erik González OF Franklin Gutierrez P Andrew Moore,,,
9155,773104449,TheKYGodfather,0,101.65,P Luis Severino OF Aaron Judge 3B Manny Machado 1B Matt Holliday OF Trey Mancini OF Mitch Haniger C Willson Contreras 2B Javier Báez SS Ronald Torreyes P Andrew Moore,,,
9155,773126330,wphsu99,0,101.65,P Luis Severino 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 3B Logan Forsythe OF Hunter Pence C Austin Barnes OF Guillermo Heredia P Andrew Moore,,,
9155,773141092,ryanschnab (1/2),0,101.65,P Luis Severino OF Aaron Judge 1B Justin Bour OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Javier Báez 3B Nicholas Castellanos C Austin Barnes P Andrew Moore,,,
9155,773142569,darcmaniluk (118/150),0,101.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon C J.T. Realmuto SS Javier Báez OF Albert Almora Jr. P Andrew Moore,,,
9155,773148477,ryanschnab (2/2),0,101.65,P Luis Severino OF Aaron Judge 1B Justin Bour OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Javier Báez 3B Nicholas Castellanos C Austin Barnes P Andrew Moore,,,
9155,773155111,ladsonboy23 (2/2),0,101.65,P Luis Severino OF Aaron Judge OF Cody Bellinger 3B Manny Machado OF Giancarlo Stanton SS Didi Gregorius 2B Javier Báez 1B Danny Valencia C John Hicks P Andrew Moore,,,
9155,773156125,murman197620,0,101.65,P Luis Severino P Jake Arrieta C Gary Sánchez OF Brett Gardner OF Matt Kemp OF Nick Markakis 2B Kiké Hernández 3B Wilmer Flores 1B John Hicks SS José Iglesias,,,
9193,772718427,SlowQueen (1/150),0,101.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado 2B Ian Kinsler OF Seth Smith C Alex Avila 1B Miguel Cabrera OF Hyun Soo Kim SS José Iglesias OF Alex Presley,,,
9193,772874131,bcalicore (62/150),0,101.55,P Luis Severino P Mike Clevinger OF Cody Bellinger 1B Matt Adams OF Chris Taylor SS Dansby Swanson C Kurt Suzuki 3B Logan Forsythe OF Franklin Gutierrez 2B Kiké Hernández,,,
9193,772879534,amack19 (1/2),0,101.55,P Luis Severino P Hyun-Jin Ryu OF Brett Gardner OF Nelson Cruz OF Matt Kemp C Alex Avila SS Addison Russell 1B Miguel Cabrera 2B Javier Báez 3B Wilmer Flores,,,
9193,772898348,Billy6507,0,101.55,P Luis Severino P Hyun-Jin Ryu OF Aaron Hicks 1B Carlos Santana OF Seth Smith SS Addison Russell C Willson Contreras 3B Kyle Seager 2B Javier Báez OF Albert Almora Jr.,,,
9193,772903105,bellaedward4eva (58/150),0,101.55,P Luis Severino P Hyun-Jin Ryu OF Cody Bellinger OF J.D. Martinez 3B Justin Turner OF Justin Upton 2B Kiké Hernández C Austin Barnes 1B John Hicks SS José Iglesias,,,
9193,772903153,bellaedward4eva (106/150),0,101.55,P Luis Severino P Hyun-Jin Ryu 1B Edwin Encarnación 3B Justin Turner OF Austin Jackson OF Yasiel Puig C Yan Gomes SS Erik González OF Franklin Gutierrez 2B Kiké Hernández,,,
9193,772911839,mazwa (25/150),0,101.55,P Luis Severino P Hyun-Jin Ryu 2B Chris Taylor SS Jean Segura OF Matt Kemp OF Yasiel Puig C Willson Contreras OF Nick Markakis 1B Miguel Cabrera 3B Logan Forsythe,,,
9193,772911927,mazwa (113/150),0,101.55,P Luis Severino P Hyun-Jin Ryu OF J.D. Martinez 2B Ian Kinsler OF Justin Upton OF Mitch Haniger 1B Miguel Cabrera 3B Logan Forsythe SS Javier Báez C John Hicks,,,
9193,772963908,ChipotleAddict (96/150),0,101.55,P Luis Severino P Mike Clevinger OF Chris Taylor 3B Justin Turner SS Jean Segura 2B Robinson Canó OF Mitch Haniger OF Yasiel Puig C Mike Zunino 1B Danny Valencia,,,
9193,772966248,skywalker34k (1/2),0,101.55,P Luis Severino P Mike Clevinger OF Aaron Judge OF Cody Bellinger C Alex Avila SS Didi Gregorius OF Curtis Granderson 3B Rubén Tejada 2B Javier Báez 1B John Hicks,,,
9193,772976537,NotMyMoney (4/18),0,101.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams OF Chris Taylor 3B Justin Turner OF Ender Inciarte SS Dansby Swanson C Kurt Suzuki OF Franklin Gutierrez 2B Kiké Hernández,,,
9193,772995774,bayday2 (1/5),0,101.55,P Luis Severino P Mike Clevinger 1B Edwin Encarnación 2B Ian Happ OF Matt Kemp SS Didi Gregorius OF Eric Young Jr. OF Nick Markakis C Yan Gomes 3B Logan Forsythe,,,
9193,773004797,South_Philly_Billy,0,101.55,P Luis Severino P Mike Clevinger 3B Kris Bryant 2B Jason Kipnis OF Jay Bruce OF Ender Inciarte OF Matt Kemp SS Didi Gregorius 1B Miguel Cabrera C Travis d'Arnaud,,,
9193,773031027,BarOfSoap (117/150),0,101.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams OF Chris Taylor 3B Justin Turner OF Ender Inciarte SS Dansby Swanson C Kurt Suzuki OF Franklin Gutierrez 2B Kiké Hernández,,,
9193,773043432,erbu18,0,101.55,P Luis Severino P Hyun-Jin Ryu OF J.D. Martinez 2B Ian Kinsler SS Jean Segura OF Mitch Haniger C Mike Zunino 1B Miguel Cabrera 3B Nicholas Castellanos OF Guillermo Heredia,,,
9193,773054263,windchimesRrude (63/150),0,101.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado 2B Ian Kinsler OF Ender Inciarte OF Matt Kemp C Alex Avila SS Dansby Swanson 1B Miguel Cabrera OF Alex Presley,,,
9193,773069251,24Bigkitty (1/2),0,101.55,P Luis Severino P Hyun-Jin Ryu OF J.D. Martinez 3B Manny Machado OF Ender Inciarte C Alex Avila OF Yasiel Puig 1B Miguel Cabrera SS Kelby Tomlinson 2B Cliff Pennington,,,
9193,773084511,lpdev (83/150),0,101.55,P Luis Severino P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Justin Upton C Alex Avila SS Javier Báez OF Albert Almora Jr. OF Alex Presley,,,
9193,773093704,franciscolora0524 (94/150),0,101.55,P Luis Severino P Mike Clevinger OF J.D. Martinez 2B Starlin Castro 1B Matt Adams SS Jean Segura OF Matt Kemp OF Nick Markakis C Kurt Suzuki 3B Johan Camargo,,,
9193,773101898,prostate,0,101.55,P Luis Severino P Mike Clevinger 3B Kris Bryant OF Nelson Cruz OF Giancarlo Stanton OF Matt Kemp 2B Dee Gordon C Willson Contreras 1B Miguel Cabrera SS Kelby Tomlinson,,,
9193,773114113,capnbucko (105/150),0,101.55,P Luis Severino P Hyun-Jin Ryu C Gary Sánchez OF Ender Inciarte 2B Brandon Phillips 1B Chris Carter OF Nick Markakis SS Dansby Swanson 3B Logan Forsythe OF Franklin Gutierrez,,,
9193,773114137,capnbucko (129/150),0,101.55,P Luis Severino P Mike Clevinger 1B Anthony Rizzo OF J.D. Martinez OF Nelson Cruz 2B Robinson Canó OF Yoenis Céspedes SS Javier Báez C Travis d'Arnaud 3B Wilmer Flores,,,
9193,773125110,bostoneagle5 (11/11),0,101.55,P Luis Severino P Mike Clevinger 3B Kris Bryant OF Nelson Cruz SS Jean Segura 2B Ian Happ OF Mitch Haniger C Mike Zunino OF Albert Almora Jr. 1B Danny Valencia,,,
9193,773126394,amack19 (2/2),0,101.55,P Luis Severino P Hyun-Jin Ryu OF Brett Gardner OF Nelson Cruz OF Matt Kemp C Alex Avila SS Addison Russell 1B Miguel Cabrera 2B Javier Báez 3B Wilmer Flores,,,
9193,773141571,txsr123 (17/21),0,101.55,P Luis Severino P Hyun-Jin Ryu OF Cody Bellinger OF Ben Gamel OF Ender Inciarte SS Dansby Swanson C Kurt Suzuki 3B Johan Camargo 2B Kiké Hernández 1B Danny Valencia,,,
9193,773144159,Cowboyupxxx (2/3),0,101.55,P Luis Severino P Hyun-Jin Ryu 2B Jason Kipnis OF Marcell Ozuna OF Mitch Haniger OF Cameron Maybin SS Didi Gregorius 3B Kyle Seager C J.T. Realmuto 1B Miguel Cabrera,,,
9219,773039294,REDCOAT85 (28/150),0,101.5,P Luis Severino P Jeff Locke 3B José Ramírez 1B Matt Adams 2B Jason Kipnis OF Ender Inciarte OF Giancarlo Stanton OF Nick Markakis SS Dansby Swanson C Kurt Suzuki,,,
9219,773064544,JadedOne1 (2/4),0,101.5,P Luis Severino P Matt Cain 3B Kris Bryant OF Brett Gardner OF Nelson Cruz OF Justin Upton 2B Dee Gordon C Buster Posey SS Didi Gregorius 1B Miguel Cabrera,,,
9219,773092420,pig0522 (2/2),0,101.5,P Luis Severino P Jeff Locke 1B Matt Adams SS Jean Segura OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips 3B José Reyes OF Nick Markakis C J.T. Realmuto,,,
9219,773099167,kingclam (15/20),0,101.5,P Luis Severino P Matt Cain 3B Kris Bryant OF Brett Gardner 2B Jonathan Schoop OF Trey Mancini 1B Carlos Santana SS Addison Russell C Welington Castillo OF Hyun Soo Kim,,,
9219,773142364,beck110871,0,101.5,P Luis Severino P Jeff Locke OF Aaron Judge OF J.D. Martinez 1B Justin Bour SS Francisco Lindor OF Kole Calhoun C Willson Contreras 2B Kiké Hernández 3B Cliff Pennington,,,
9224,772777484,Awesemo (126/150),0,101.45,P Jaime García P Steven Matz 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Nelson Cruz OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
9224,772801302,ligerbomb,0,101.45,P Jaime García P Steven Matz OF Aaron Judge 3B José Ramírez OF Trey Mancini 1B Carlos Santana SS Jean Segura OF Marcell Ozuna 2B Dee Gordon C J.T. Realmuto,,,
9224,772829631,rayofhope (88/150),0,101.45,P Jaime García P Steven Matz 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Nelson Cruz OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
9224,772850303,Ezegilkey (5/7),0,101.45,P Daniel Norris P Jaime García OF Aaron Judge OF Brett Gardner SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz 1B Buster Posey C Willson Contreras 3B Wilmer Flores,,,
9224,772874124,bcalicore (55/150),0,101.45,P Jaime García P Steven Matz 3B José Ramírez OF J.D. Martinez SS Francisco Lindor 2B Jason Kipnis OF Justin Upton OF Austin Jackson C Alex Avila 1B Miguel Cabrera,,,
9224,772960783,ThatStunna (25/92),0,101.45,P Daniel Norris P Jaime García 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
9224,772972649,djiz1010 (20/22),0,101.45,P Jaime García P Steven Matz OF Aaron Judge OF J.D. Martinez 3B Manny Machado SS Francisco Lindor 2B Jason Kipnis OF Justin Upton C Alex Avila 1B Miguel Cabrera,,,
9224,773047816,pierrealex32 (16/20),0,101.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday C Yan Gomes SS Javier Báez,,,
9224,773047820,pierrealex32 (20/20),0,101.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday SS Jean Segura C John Hicks,,,
9224,773055197,maximumprofit,0,101.45,P Daniel Norris P Jaime García 3B Kris Bryant OF J.D. Martinez SS Francisco Lindor OF Nelson Cruz 2B Ian Kinsler OF Matt Kemp C Yan Gomes 1B Miguel Cabrera,,,
9224,773055474,majwoodman,0,101.45,P Daniel Norris P Jaime García SS Corey Seager 3B Kris Bryant OF Brett Gardner 2B Jonathan Schoop OF Chris Taylor OF Ender Inciarte C Willson Contreras 1B Miguel Cabrera,,,
9224,773115061,robkool17,0,101.45,P Daniel Norris P Jaime García OF Cody Bellinger 1B Edwin Encarnación SS Francisco Lindor 2B Ian Kinsler OF Ben Gamel OF Ian Happ 3B Luis Valbuena C Martín Maldonado,,,
9224,773129274,bubba_30,0,101.45,P Jaime García P Steven Matz 3B José Ramírez OF J.D. Martinez OF Nelson Cruz 2B Ian Kinsler SS Jean Segura OF Justin Upton C Alex Avila 1B Miguel Cabrera,,,
9224,773135868,mweiss83 (5/5),0,101.45,P Jaime García P Steven Matz C Gary Sánchez 3B Kris Bryant OF J.D. Martinez OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 1B Miguel Cabrera 2B Javier Báez,,,
9224,773143637,sboyerii (25/30),0,101.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez SS Francisco Lindor 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips 3B Johan Camargo,,,
9224,773149603,invertedcheese (95/150),0,101.45,P Daniel Norris P Jaime García 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Nick Markakis C Yan Gomes,,,
9224,773153424,apple-bottom_jeans (32/47),0,101.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Robinson Canó 1B Chris Carter 3B Kyle Seager,,,
9241,772795337,juanshen (89/150),0,101.4,P Daniel Norris P Steven Matz OF Aaron Judge 3B Manny Machado 2B Starlin Castro 1B Matt Holliday OF Ender Inciarte OF Matt Kemp SS Dansby Swanson C Kurt Suzuki,,,
9241,772795341,juanshen (93/150),0,101.4,P Daniel Norris P Steven Matz C Gary Sánchez 3B Manny Machado OF Aaron Hicks 1B Matt Holliday OF Matt Kemp 2B Brandon Phillips SS Didi Gregorius OF Nick Markakis,,,
9241,772796817,shawnzhan (131/150),0,101.4,P Daniel Norris P Steven Matz 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado OF Trey Mancini OF Mark Trumbo OF Seth Smith C Yan Gomes SS Erik González,,,
9241,772977779,petteytheft89 (50/150),0,101.4,P Daniel Norris P Steven Matz 3B Manny Machado 1B Matt Adams OF Christian Yelich OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon C J.T. Realmuto SS Dansby Swanson,,,
9241,772993254,papagates (73/150),0,101.4,P Daniel Norris P Steven Matz OF Jay Bruce OF Yoenis Céspedes SS Addison Russell C Willson Contreras 2B Javier Báez 1B Lucas Duda OF Albert Almora Jr. 3B Wilmer Flores,,,
