"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg","ValueWR"
"RB","Jamize Olawale (7975870)","Jamize Olawale",7975870,3000,"Ind@Oak 04:05PM ET","Oak","Jamize","Olawale","Ind",0,2.5,0,1.30366150627231,1.34860172061493,0,0,0
"RB","Josh Ferguson (7975872)","Josh Ferguson",7975872,3000,"Ind@Oak 04:05PM ET","Ind","Josh","Ferguson","Oak",0,1.3,0,0.677903983261601,0.701272894719766,9,0.0490566037735849,0
"WR","Devin Street (7975998)","Devin Street",7975998,3000,"Ind@Oak 04:05PM ET","Ind","Devin","Street","Oak",0,0,0,0,0,11,0.0113207547169811,0
"WR","Andre Holmes (7975999)","Andre Holmes",7975999,3000,"Ind@Oak 04:05PM ET","Oak","Andre","Holmes","Ind",3.51,4.3,0,3.79526538501973,3.92767599424308,9,0.0342960288808664,0
"WR","Chester Rogers (7976003)","Chester Rogers",7976003,3000,"Ind@Oak 04:05PM ET","Ind","Chester","Rogers","Oak",0,0,0,0,0,7,0.0547169811320755,0
"WR","Seth Roberts (7976004)","Seth Roberts",7976004,3000,"Ind@Oak 04:05PM ET","Oak","Seth","Roberts","Ind",8.05,6.7,0,7.05546216261105,7.30230170812051,3,0.133574007220217,0
"WR","Johnny Holton (7976005)","Johnny Holton",7976005,3000,"Ind@Oak 04:05PM ET","Oak","Johnny","Holton","Ind",0,0,0,0,0,13,0.00541516245487365,0
"RB","Marcel Reece (7975874)","Marcel Reece",7975874,3000,"Ari@Sea 04:25PM ET","Sea","Marcel","Reece","Ari",0,3,0,1.56439380752677,1.61832206473792,0,0,0
"RB","Stepfan Taylor (7975876)","Stepfan Taylor",7975876,3000,"Ari@Sea 04:25PM ET","Ari","Stepfan","Taylor","Sea",0,0,0,0,0,0,0,0
"RB","Kerwynn Williams (7975877)","Kerwynn Williams",7975877,3000,"Ari@Sea 04:25PM ET","Ari","Kerwynn","Williams","Sea",1.34,0,0,0.592870819450147,0.613911278237159,0,0,0
"RB","Kelvin Taylor (7975881)","Kelvin Taylor",7975881,3000,"Ari@Sea 04:25PM ET","Sea","Kelvin","Taylor","Ari",0,0,0,0,0,0,0,0
"RB","Alex Collins (7975882)","Alex Collins",7975882,3000,"Ari@Sea 04:25PM ET","Sea","Alex","Collins","Ari",3.6,2.9,0,3.1050346234106,3.2136918777445,10,0.0133630289532294,0
"WR","Jeremy Ross (7976007)","Jeremy Ross",7976007,3000,"Ari@Sea 04:25PM ET","Ari","Jeremy","Ross","Sea",0,0,0,0,0,0,0,0
"WR","Jermaine Kearse (7976009)","Jermaine Kearse",7976009,3000,"Ari@Sea 04:25PM ET","Sea","Jermaine","Kearse","Ari",4.49,9.5,0,6.94047340990281,7.18174746317619,3,0.164810690423163,0
"WR","Paul Richardson (7976012)","Paul Richardson",7976012,3000,"Ari@Sea 04:25PM ET","Sea","Paul","Richardson","Ari",0,4,0,2.0858584100357,2.1577627529839,5,0.0534521158129176,0
"WR","Tanner McEvoy (7976013)","Tanner McEvoy",7976013,3000,"Ari@Sea 04:25PM ET","Sea","Tanner","McEvoy","Ari",2.46,0,0,1.08840463869206,1.12703115258464,9,0.0178173719376392,0
"WR","Brittan Golden (7976015)","Brittan Golden",7976015,3000,"Ari@Sea 04:25PM ET","Ari","Brittan","Golden","Sea",0,2.4,0,1.25151504602142,1.29465765179034,9,0.0173410404624277,0
"WR","Marquis Bundy (7976016)","Marquis Bundy",7976016,3000,"Ari@Sea 04:25PM ET","Ari","Marquis","Bundy","Sea",0,0,0,0,0,0,0,0
"RB","Shaun Draughn (7975883)","Shaun Draughn",7975883,3000,"SF@LA 04:25PM ET","SF","Shaun","Draughn","LA",4.09,4.8,0,4.3126134140959,4.46311913043887,7,0.0622119815668203,0
"RB","Chase Reynolds (7975884)","Chase Reynolds",7975884,3000,"SF@LA 04:25PM ET","LA","Chase","Reynolds","SF",0,0,0,0,0,0,0,0
"RB","Malcolm Brown (7975887)","Malcolm Brown",7975887,3000,"SF@LA 04:25PM ET","LA","Malcolm","Brown","SF",3.06,5.7,0,4.32621741901538,4.47672872255855,11,0.00616016427104723,0
"RB","Mike Davis (7975888)","Mike Davis",7975888,3000,"SF@LA 04:25PM ET","SF","Mike","Davis","LA",0,0,0,0,0,13,0.0115207373271889,0
"WR","Rod Streater (7976022)","Rod Streater",7976022,3000,"SF@LA 04:25PM ET","SF","Rod","Streater","LA",2.64,4.9,0,3.72322055479253,3.85275621908147,8,0.0460829493087558,0
"WR","Bradley Marquez (7976024)","Bradley Marquez",7976024,3000,"SF@LA 04:25PM ET","LA","Bradley","Marquez","SF",0,0,0,0,0,9,0.0164271047227926,0
"WR","Chris Harper (7976025)","Chris Harper",7976025,3000,"SF@LA 04:25PM ET","SF","Chris","Harper","LA",3.59,4.3,0,3.83066065782272,3.96432741383933,9,0.0414746543778802,0
"WR","Aaron Burbridge (7976026)","Aaron Burbridge",7976026,3000,"SF@LA 04:25PM ET","SF","Aaron","Burbridge","LA",0,1.7,0,0.886489824265171,0.917049170018156,10,0.0253456221198157,0
"WR","Pharoh Cooper (7976027)","Pharoh Cooper",7976027,3000,"SF@LA 04:25PM ET","LA","Pharoh","Cooper","SF",4.15,1.6,0,2.67047314066958,2.76439749274894,8,0.026694045174538,0
"WR","Mike Thomas (7976028)","Mike Thomas",7976028,3000,"SF@LA 04:25PM ET","LA","Mike","Thomas","SF",0,0,0,0,0,9,0.0164271047227926,0
"RB","Cedric Peerman (7975890)","Cedric Peerman",7975890,3000,"Cin@Hou 08:25PM ET","Cin","Cedric","Peerman","Hou",0,0,0,0,0,0,0,0
"RB","Jonathan Grimes (7975891)","Jonathan Grimes",7975891,3000,"Cin@Hou 08:25PM ET","Hou","Jonathan","Grimes","Cin",2.86,3.4,0,3.03836065123737,3.14438659060219,9,0.0252918287937743,0
"RB","Jay Prosch (7975895)","Jay Prosch",7975895,3000,"Cin@Hou 08:25PM ET","Hou","Jay","Prosch","Cin",0,0,0,0,0,0,0,0
"RB","Tyler Ervin (7975896)","Tyler Ervin",7975896,3000,"Cin@Hou 08:25PM ET","Hou","Tyler","Ervin","Cin",0,0,0,0,0,12,0.00972762645914397,0
"RB","Akeem Hunt (7975897)","Akeem Hunt",7975897,3000,"Cin@Hou 08:25PM ET","Hou","Akeem","Hunt","Cin",0,0,0,0,0,14,0.00389105058365759,0
"WR","James Wright (7976031)","James Wright",7976031,3000,"Cin@Hou 08:25PM ET","Cin","James","Wright","Hou",0,0,0,0,0,8,0.0401606425702811,0
"WR","Keith Mumphery (7976032)","Keith Mumphery",7976032,3000,"Cin@Hou 08:25PM ET","Hou","Keith","Mumphery","Cin",4.07,2.7,0,3.20868893062641,3.32113083022326,11,0.0136186770428016,0
"WR","Alex Erickson (7976034)","Alex Erickson",7976034,3000,"Cin@Hou 08:25PM ET","Cin","Alex","Erickson","Hou",0,0,0,0,0,12,0.0140562248995984,0
"WR","Cody Core (7976035)","Cody Core",7976035,3000,"Cin@Hou 08:25PM ET","Cin","Cody","Core","Hou",2.23,0,0,0.986643229383453,1.02165832124542,11,0.0160642570281124,0
"WR","Wendall Williams (7976038)","Wendall Williams",7976038,3000,"Cin@Hou 08:25PM ET","Hou","Wendall","Williams","Cin",0,0,0,0,0,13,0.00583657587548638,0
"TE","Lance Kendricks (7976108)","Lance Kendricks",7976108,2900,"SF@LA 04:25PM ET","LA","Lance","Kendricks","SF",7,8.2,0,7.37309611083514,7.63041285828871,3,0.166324435318275,0
"TE","Garrett Celek (7976109)","Garrett Celek",7976109,2900,"SF@LA 04:25PM ET","SF","Garrett","Celek","LA",9.14,6.5,0,7.43342983405005,7.6937891624702,5,0.0967741935483871,0
"TE","Gary Barnidge (7976074)","Gary Barnidge",7976074,2800,"SD@Cle 01:00PM ET","Cle","Gary","Barnidge","SD",8.01,8.2,0,7.81996142997293,8.09313703069135,3,0.149193548387097,0
"TE","Jack Doyle (7976097)","Jack Doyle",7976097,2800,"Ind@Oak 04:05PM ET","Ind","Jack","Doyle","Oak",7.24,7.3,0,7.00996378698609,7.25487049765608,2,0.122641509433962,0
"TE","Erik Swoope (7976098)","Erik Swoope",7976098,2700,"Ind@Oak 04:05PM ET","Ind","Erik","Swoope","Oak",4.91,0,0,2.17238486828375,2.24948087771974,10,0.039622641509434,0
"TE","Dion Sims (7976042)","Dion Sims",7976042,2600,"Mia@Buf 01:00PM ET","Mia","Dion","Sims","Buf",8,4.6,0,5.93826445184043,6.14656912555631,5,0.075609756097561,0
"TE","Dwayne Allen (7976096)","Dwayne Allen",7976096,2600,"Ind@Oak 04:05PM ET","Ind","Dwayne","Allen","Oak",6.62,6.6,0,6.37062520100664,6.59321351401298,6,0.0886792452830189,0
"TE","MarQueis Gray (7976040)","MarQueis Gray",7976040,2500,"Mia@Buf 01:00PM ET","Mia","MarQueis","Gray","Buf",4.16,1.4,0,2.57060462926817,2.66109078254928,7,0.0414634146341463,0
"TE","Logan Thomas (7976041)","Logan Thomas",7976041,2500,"Mia@Buf 01:00PM ET","Buf","Logan","Thomas","Mia",0,0,0,0,0,0,0,0
"TE","Gerald Christian (7976043)","Gerald Christian",7976043,2500,"Mia@Buf 01:00PM ET","Buf","Gerald","Christian","Mia",0,0,0,0,0,15,0.00488997555012225,0
"TE","Nick O'Leary (7976044)","Nick O'Leary",7976044,2500,"Mia@Buf 01:00PM ET","Buf","Nick","O'Leary","Mia",1.95,1.5,0,1.64495667833636,1.70253938502751,8,0.0342298288508557,0
"TE","Dominique Jones (7976045)","Dominique Jones",7976045,2500,"Mia@Buf 01:00PM ET","Mia","Dominique","Jones","Buf",0,0,0,0,0,8,0.0292682926829268,0
"TE","Thomas Duarte (7976046)","Thomas Duarte",7976046,2500,"Mia@Buf 01:00PM ET","Mia","Thomas","Duarte","Buf",0,0,0,0,0,0,0,0
"TE","Brandon Myers (7976047)","Brandon Myers",7976047,2500,"TB@NO 04:25PM ET","TB","Brandon","Myers","NO",1.71,0,0,0.756573956163993,0.783424093869808,10,0.0216110019646365,0
"TE","Andrew DePaola (7976048)","Andrew DePaola",7976048,2500,"TB@NO 04:25PM ET","TB","Andrew","DePaola","NO",0,0,0,0,0,0,0,0
"TE","John Phillips (7976049)","John Phillips",7976049,2500,"TB@NO 04:25PM ET","NO","John","Phillips","TB",1.98,3.2,0,2.54471972990265,2.63333283739426,13,0.0050761421319797,0
"TE","Luke Stocker (7976050)","Luke Stocker",7976050,2500,"TB@NO 04:25PM ET","TB","Luke","Stocker","NO",0,0,0,0,0,14,0.0117878192534381,0
"TE","Alan Cross (7976053)","Alan Cross",7976053,2500,"TB@NO 04:25PM ET","TB","Alan","Cross","NO",0,0,0,0,0,0,0,0
"TE","Matt Lengel (7976055)","Matt Lengel",7976055,2500,"NYJ@NE 01:00PM ET","NE","Matt","Lengel","NYJ",0,1.2,0,0.625757523010709,0.647328825895169,0,0,0
"TE","Brandon Bostick (7976056)","Brandon Bostick",7976056,2500,"NYJ@NE 01:00PM ET","NYJ","Brandon","Bostick","NE",1.46,0,0,0.645963728654638,0.668888407631532,10,0.0181086519114688,0
"TE","Eric Tomlinson (7976057)","Eric Tomlinson",7976057,2500,"NYJ@NE 01:00PM ET","NYJ","Eric","Tomlinson","NE",0,0,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins (7976058)","Austin Seferian-Jenkins",7976058,2500,"NYJ@NE 01:00PM ET","NYJ","Austin","Seferian-Jenkins","NE",3.04,1.6,0,2.17936373052804,2.25585904585099,9,0.028169014084507,0
"TE","Anthony Fasano (7976059)","Anthony Fasano",7976059,2500,"Ten@Jax 01:00PM ET","Ten","Anthony","Fasano","Jax",1.88,0,0,0.831788910870355,0.861308360511835,8,0.0337078651685393,0
"TE","Beau Brinkley (7976061)","Beau Brinkley",7976061,2500,"Ten@Jax 01:00PM ET","Ten","Beau","Brinkley","Jax",0,0,0,0,0,0,0,0
"TE","Neal Sterling (7976062)","Neal Sterling",7976062,2500,"Ten@Jax 01:00PM ET","Jax","Neal","Sterling","Ten",6.68,7.5,0,6.86648979786692,7.10619869813154,10,0.0301418439716312,0
"TE","Jace Amaro (7976063)","Jace Amaro",7976063,2500,"Ten@Jax 01:00PM ET","Ten","Jace","Amaro","Jax",0,0,0,0,0,11,0.00898876404494382,0
"TE","Alex Ellis (7976064)","Alex Ellis",7976064,2500,"Ten@Jax 01:00PM ET","Jax","Alex","Ellis","Ten",0,0,0,0,0,15,0.00354609929078014,0
"TE","Ben Koyack (7976065)","Ben Koyack",7976065,2500,"Ten@Jax 01:00PM ET","Jax","Ben","Koyack","Ten",2.82,3.5,0,3.07280947508677,3.18000494962866,9,0.0319148936170213,0
"TE","Phillip Supernaw (7976066)","Phillip Supernaw",7976066,2500,"Ten@Jax 01:00PM ET","Ten","Phillip","Supernaw","Jax",0,0,0,0,0,10,0.0134831460674157,0
"TE","Rhett Ellison (7976068)","Rhett Ellison",7976068,2500,"Min@GB 01:00PM ET","Min","Rhett","Ellison","GB",1.38,1.7,0,1.49705828011681,1.54928615805344,8,0.02734375,0
"TE","Kevin McDermott (7976069)","Kevin McDermott",7976069,2500,"Min@GB 01:00PM ET","Min","Kevin","McDermott","GB",0,0,0,0,0,0,0,0
"TE","Richard Rodgers (7976071)","Richard Rodgers",7976071,2500,"Min@GB 01:00PM ET","GB","Richard","Rodgers","Min",3.55,3.4,0,3.34364487916319,3.46050508461983,5,0.0795660036166365,0
"TE","David Morgan (7976072)","David Morgan",7976072,2500,"Min@GB 01:00PM ET","Min","David","Morgan","GB",0,0,0,0,0,0,0,0
"TE","Sean McGrath (7976075)","Sean McGrath",7976075,2500,"SD@Cle 01:00PM ET","SD","Sean","McGrath","Cle",0,0,0,0,0,12,0.00412371134020619,0
"TE","Randall Telfer (7976076)","Randall Telfer",7976076,2500,"SD@Cle 01:00PM ET","Cle","Randall","Telfer","SD",0,0,0,0,0,10,0.0120967741935484,0
"TE","Asante Cleveland (7976077)","Asante Cleveland",7976077,2500,"SD@Cle 01:00PM ET","SD","Asante","Cleveland","Cle",0,0,0,0,0,0,0,0
"TE","Seth DeValve (7976078)","Seth DeValve",7976078,2500,"SD@Cle 01:00PM ET","Cle","Seth","DeValve","SD",2.55,1.2,0,1.75398184360614,1.81559282552558,9,0.0201612903225806,0
"TE","Danny Vitale (7976079)","Danny Vitale",7976079,2500,"SD@Cle 01:00PM ET","Cle","Danny","Vitale","SD",0,0,0,0,0,0,0,0
"TE","Logan Paulsen (7976082)","Logan Paulsen",7976082,2500,"Was@Chi 01:00PM ET","Chi","Logan","Paulsen","Was",1.51,1.3,0,1.34598975741811,1.39306843959895,12,0.01953125,0
"TE","Patrick Scales (7976083)","Patrick Scales",7976083,2500,"Was@Chi 01:00PM ET","Chi","Patrick","Scales","Was",0,0,0,0,0,0,0,0
"TE","MyCole Pruitt (7976085)","MyCole Pruitt",7976085,2500,"Was@Chi 01:00PM ET","Chi","MyCole","Pruitt","Was",0,0,0,0,0,0,0,0
"TE","Daniel Brown (7976086)","Daniel Brown",7976086,2500,"Was@Chi 01:00PM ET","Chi","Daniel","Brown","Was",0,6.9,0,3.59810575731158,3.72214074889722,11,0.02734375,0
"TE","Derek Carrier (7976087)","Derek Carrier",7976087,2500,"Was@Chi 01:00PM ET","Was","Derek","Carrier","Chi",0,0,0,0,0,13,0.00392927308447937,0
"TE","Ben Braunecker (7976088)","Ben Braunecker",7976088,2500,"Was@Chi 01:00PM ET","Chi","Ben","Braunecker","Was",0,1.3,0,0.677903983261601,0.701272894719766,14,0.00390625,0
"TE","Ed Dickson (7976090)","Ed Dickson",7976090,2500,"Atl@Car 01:00PM ET","Car","Ed","Dickson","Atl",2.69,1.4,0,1.92021649151316,1.98762094746821,8,0.037037037037037,0
"TE","Levine Toilolo (7976091)","Levine Toilolo",7976091,2500,"Atl@Car 01:00PM ET","Atl","Levine","Toilolo","Car",3.02,2,0,2.37910075333087,2.46247246625032,10,0.0335429769392034,0
"TE","Chris Manhertz (7976092)","Chris Manhertz",7976092,2500,"Atl@Car 01:00PM ET","Car","Chris","Manhertz","Atl",0,0,0,0,0,0,0,0
"TE","Joshua Perkins (7976093)","Joshua Perkins",7976093,2500,"Atl@Car 01:00PM ET","Atl","Joshua","Perkins","Car",0,0,0,0,0,0,0,0
"TE","Austin Hooper (7976094)","Austin Hooper",7976094,2500,"Atl@Car 01:00PM ET","Atl","Austin","Hooper","Car",5.99,6.5,0,6.03974096743217,6.25063951586792,8,0.0607966457023061,0
"TE","Mychal Rivera (7976095)","Mychal Rivera",7976095,2500,"Ind@Oak 04:05PM ET","Oak","Mychal","Rivera","Ind",3.29,1.7,0,2.34212041828829,2.42433880091387,7,0.0397111913357401,0
"TE","Clive Walford (7976099)","Clive Walford",7976099,2500,"Ind@Oak 04:05PM ET","Oak","Clive","Walford","Ind",7.1,5,0,5.74865347381032,5.95001693039691,4,0.0884476534296029,0
"TE","Darren Fells (7976100)","Darren Fells",7976100,2500,"Ari@Sea 04:25PM ET","Ari","Darren","Fells","Sea",1.86,1.6,0,1.65728345668389,1.71525060680633,7,0.0385356454720617,0
"TE","Jermaine Gresham (7976102)","Jermaine Gresham",7976102,2500,"Ari@Sea 04:25PM ET","Ari","Jermaine","Gresham","Sea",6.46,7.6,0,6.82129925790958,7.05935136306645,5,0.10597302504817,0
"TE","Luke Willson (7976103)","Luke Willson",7976103,2500,"Ari@Sea 04:25PM ET","Sea","Luke","Willson","Ari",2.23,1.4,0,1.71669367289595,1.77687528478979,7,0.0400890868596882,0
"TE","Brandon Williams (7976104)","Brandon Williams",7976104,2500,"Ari@Sea 04:25PM ET","Sea","Brandon","Williams","Ari",0,0,0,0,0,14,0.0044543429844098,0
"TE","Nick Vannett (7976105)","Nick Vannett",7976105,2500,"Ari@Sea 04:25PM ET","Sea","Nick","Vannett","Ari",0,0,0,0,0,11,0.0089086859688196,0
"TE","Hakeem Valles (7976106)","Hakeem Valles",7976106,2500,"Ari@Sea 04:25PM ET","Ari","Hakeem","Valles","Sea",0,0,0,0,0,11,0.00578034682080925,0
"TE","Kyle Nelson (7976107)","Kyle Nelson",7976107,2500,"SF@LA 04:25PM ET","SF","Kyle","Nelson","LA",0,0,0,0,0,0,0,0
"TE","Blake Bell (7976110)","Blake Bell",7976110,2500,"SF@LA 04:25PM ET","SF","Blake","Bell","LA",0,0,0,0,0,11,0.0207373271889401,0
"TE","Je'Ron Hamm (7976111)","Je'Ron Hamm",7976111,2500,"SF@LA 04:25PM ET","SF","Je'Ron","Hamm","LA",2.87,3.6,0,3.14707798083953,3.25685615570091,14,0.00921658986175115,0
"TE","Tyler Higbee (7976112)","Tyler Higbee",7976112,2500,"SF@LA 04:25PM ET","LA","Tyler","Higbee","SF",1.56,0,0,0.69020781965838,0.714702682126842,6,0.053388090349076,0
"TE","Temarrick Hemingway (7976113)","Temarrick Hemingway",7976113,2500,"SF@LA 04:25PM ET","LA","Temarrick","Hemingway","SF",0,0,0,0,0,0,0,0
"TE","Clark Harris (7976114)","Clark Harris",7976114,2500,"Cin@Hou 08:25PM ET","Cin","Clark","Harris","Hou",0,0,0,0,0,0,0,0
"TE","Ryan Hewitt (7976116)","Ryan Hewitt",7976116,2500,"Cin@Hou 08:25PM ET","Cin","Ryan","Hewitt","Hou",0,0,0,0,0,13,0.00401606425702811,0
"TE","Tyler Ott (7976118)","Tyler Ott",7976118,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Ott","Hou",0,0,0,0,0,0,0,0
"TE","Tyler Kroft (7976120)","Tyler Kroft",7976120,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Kroft","Hou",1.31,1.2,0,1.20535511515973,1.24749582178373,10,0.0220883534136546,0
"TE","C.J. Uzomah (7976121)","C.J. Uzomah",7976121,2500,"Cin@Hou 08:25PM ET","Cin","C.J.","Uzomah","Hou",0,0,0,0,0,6,0.0582329317269076,0
"TE","Stephen Anderson (7976122)","Stephen Anderson",7976122,2500,"Cin@Hou 08:25PM ET","Hou","Stephen","Anderson","Cin",2.34,2,0,2.07824093450542,2.15093539968221,8,0.0330739299610895,0
