"","Position","Name","Salary","GameInfo","Projection","Team","FirstName","LastName","Opponent"
"750","TE","Troy Niklas",2500,"NE@Ari 08:30PM ET",1.072,"Ari","Troy","Niklas","NE"
"751","TE","David Morgan",2500,"Min@Ten 01:00PM ET",0,"Min","David","Morgan","Ten"
"752","TE","Phillip Supernaw",2500,"Min@Ten 01:00PM ET",0.325,"Ten","Phillip","Supernaw","Min"
"753","TE","Seth DeValve",2500,"Cle@Phi 01:00PM ET",0,"Cle","Seth","DeValve","Phi"
"754","TE","Gabe Hughes",2500,"Mia@Sea 04:05PM ET",0,"Mia","Gabe","Hughes","Sea"
"755","TE","Wes Saxton",2500,"Cin@NYJ 01:00PM ET",0,"NYJ","Wes","Saxton","Cin"
"756","TE","Dominique Jones",2500,"Mia@Sea 04:05PM ET",0,"Mia","Dominique","Jones","Sea"
"757","TE","Ben Braunecker",2500,"Chi@Hou 01:00PM ET",0,"Chi","Ben","Braunecker","Hou"
"758","TE","Ryan O'Malley",2500,"Oak@NO 01:00PM ET",0,"Oak","Ryan","O'Malley","NO"
"759","TE","Clayton Echard",2500,"Mia@Sea 04:05PM ET",0,"Sea","Clayton","Echard","Mia"
"760","TE","Hakeem Valles",2500,"NE@Ari 08:30PM ET",0,"Ari","Hakeem","Valles","NE"
"761","TE","John DePalma",2500,"Cle@Phi 01:00PM ET",0,"Phi","John","DePalma","Cle"
"762","TE","Danny Vitale",2500,"TB@Atl 01:00PM ET",0,"TB","Danny","Vitale","Atl"
"763","TE","J.P. Holtz",2500,"Cle@Phi 01:00PM ET",0,"Cle","J.P.","Holtz","Phi"
"764","TE","Jerell Adams",2500,"NYG@Dal 04:25PM ET",0,"NYG","Jerell","Adams","Dal"
"765","TE","Brian Leonhardt",2500,"Min@Ten 01:00PM ET",0.35,"Min","Brian","Leonhardt","Ten"
"766","TE","Rico Gathers",2500,"NYG@Dal 04:25PM ET",0,"Dal","Rico","Gathers","NYG"
"767","TE","Garrett Griffin",2500,"Oak@NO 01:00PM ET",0,"NO","Garrett","Griffin","Oak"
"768","TE","Cole Wick",2500,"Det@Ind 04:25PM ET",0,"Det","Cole","Wick","Ind"
"769","TE","Geoff Swaim",2500,"NYG@Dal 04:25PM ET",0.25,"Dal","Geoff","Swaim","NYG"
"770","TE","E.J. Bibbs",2500,"Cle@Phi 01:00PM ET",0.243,"Cle","E.J.","Bibbs","Phi"
"771","TE","Austin Hooper",2500,"TB@Atl 01:00PM ET",0,"Atl","Austin","Hooper","TB"
"772","TE","Hunter Henry",2500,"SD@KC 01:00PM ET",0,"SD","Hunter","Henry","KC"
"773","TE","Thomas Duarte",2500,"Mia@Sea 04:05PM ET",0,"Mia","Thomas","Duarte","Sea"
"774","TE","Gannon Sinclair",2500,"Chi@Hou 01:00PM ET",0,"Chi","Gannon","Sinclair","Hou"
"775","TE","Jason Vander Laan",2500,"Cin@NYJ 01:00PM ET",0,"NYJ","Jason","Vander Laan","Cin"
"776","TE","Braedon Bowman",2500,"GB@Jax 01:00PM ET",0,"Jax","Braedon","Bowman","GB"
"777","TE","Khari Lee",2500,"Chi@Hou 01:00PM ET",0.106,"Chi","Khari","Lee","Hou"
"778","TE","John Peters",2500,"Cin@NYJ 01:00PM ET",0,"Cin","John","Peters","NYJ"
"779","DST","Raiders ",2400,"Oak@NO 01:00PM ET",6.938,"Oak","Raiders","","NO"
"780","DST","Jaguars ",2400,"GB@Jax 01:00PM ET",6.188,"Jax","Jaguars","","GB"
"781","DST","Browns ",2300,"Cle@Phi 01:00PM ET",5.375,"Cle","Browns","","Phi"
"782","DST","Saints ",2300,"Oak@NO 01:00PM ET",5,"NO","Saints","","Oak"
"783","DST","Dolphins ",2200,"Mia@Sea 04:05PM ET",6,"Mia","Dolphins","","Sea"
