"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"RB","Shaun Draughn (7451647)","Shaun Draughn",7451647,3400,"SF@Sea 04:05PM ET","SF","Shaun","Draughn","Sea",5.03,6.5,5.52,6.72659662047234,7,0.0410958904109589,5.49502888355283,5.24235938447549,0,10.6,2.1,"Draughn, Shaun",2,3,0,6,3
"WR","Jeremy Kerley (7451799)","Jeremy Kerley",7451799,3400,"SF@Sea 04:05PM ET","SF","Jeremy","Kerley","Sea",11.01,7.7,7.77,7.34729092118076,1,0.246575342465753,8.76450985197752,9.79691045694591,0,NA,5.9,"Kerley, Jeremy",11,18,0,1,3
"WR","Jermaine Kearse (7451800)","Jermaine Kearse",7451800,3400,"SF@Sea 04:05PM ET","Sea","Jermaine","Kearse","SF",9.7,10.3,6.79,12.0700325884162,3,0.186666666666667,9.47953062115673,9.53507124619993,0,10.7,3.1,"Kearse, Jermaine",8,14,0,3,2
"RB","Bilal Powell (7451659)","Bilal Powell",7451659,3400,"NYJ@KC 04:25PM ET","NYJ","Bilal","Powell","KC",6.36,5.5,7.35,5.5,5,0.0821917808219178,5.58882840299644,5.92967653192163,0,6.8,1.3,"Powell, Bilal",3,6,0,5,4
"RB","Mike Gillislee (7451578)","Mike Gillislee",7451578,3300,"Ari@Buf 01:00PM ET","Buf","Mike","Gillislee","Ari",3.68,1.3,5.19,1.3,7,0.0576923076923077,2.29271961086556,2.94714305304492,0,0.6,8.8,"Gillislee, Mike",3,3,1,6,1
"WR","Jaron Brown (7451696)","Jaron Brown",7451696,3300,"Ari@Buf 01:00PM ET","Ari","Jaron","Brown","Buf",5.05,2.4,0,1.45885150390495,7,0.0540540540540541,3.45423396601503,4.20266316693212,0,2.8,15.8,"Brown, Jaron",3,4,1,6,2
"WR","Rishard Matthews (7451708)","Rishard Matthews",7451708,3300,"Oak@Ten 01:00PM ET","Ten","Rishard","Matthews","Oak",8.93,11.2,7.41,9.39484424319315,5,0.12,9.58573027848329,9.21967676047521,0,5.6,8,"Matthews, Rishard",7,9,0,4,4
"RB","C.J. Prosise (7451654)","C.J. Prosise",7451654,3300,"SF@Sea 04:05PM ET","Sea","C.J.","Prosise","SF",0,0,0,0,8,0.0133333333333333,0,0,0,2.1,NA,"Prosise, C.J.",1,1,0,8,2
"RB","Jordan Howard (7451691)","Jordan Howard",7451691,3300,"Chi@Dal 08:30PM ET","Chi","Jordan","Howard","Dal",5.85,6.9,4.9,6.9,6,0.0338983050847458,6.06106221854935,5.92741884941422,0,NA,5.1,"Howard, Jordan",2,2,0,6,2
"WR","Terrance Williams (7451842)","Terrance Williams",7451842,3300,"Chi@Dal 08:30PM ET","Dal","Terrance","Williams","Chi",5.03,5.6,6.16,4.9320325047847,4,0.0649350649350649,5.04508964047484,5.01101609696335,0,6.4,NA,"Williams, Terrance",3,5,0,4,2
"RB","Reggie Bush (7451572)","Reggie Bush",7451572,3200,"Ari@Buf 01:00PM ET","Buf","Reggie","Bush","Ari",0,3.4,3.82,3.4,8,0.0192307692307692,1.69977047385019,0.873963530601409,0,-0.4,NA,"Bush, Reggie",0,1,0,8,4
"WR","Robert Woods (7451700)","Robert Woods",7451700,3200,"Ari@Buf 01:00PM ET","Buf","Robert","Woods","Ari",8.91,11.1,7.28,11.1,4,0.134615384615385,9.52680872832379,9.1797709696286,0,6,2,"Woods, Robert",5,7,0,4,4
"WR","Jeff Janis (7451760)","Jeff Janis",7451760,3200,"Det@GB 01:00PM ET","GB","Jeff","Janis","Det",0,0,0,0,11,0,0,0,0,NA,NA,"Janis, Jeff",0,0,0,9,3
"WR","Adam Thielen (7451783)","Adam Thielen",7451783,3200,"Min@Car 01:00PM ET","Min","Adam","Thielen","Car",9.02,6,0,13.8812851006215,3,0.151515151515152,7.02625867265585,7.94693106990318,0,9.4,8.1,"Thielen, Adam",8,10,0,2,3
"WR","Darrius Heyward-Bey (7451828)","Darrius Heyward-Bey",7451828,3200,"Pit@Phi 04:25PM ET","Pit","Darrius","Heyward-Bey","Phi",3.25,2.2,5.32,6.74249019387163,7,0.028169014084507,2.55070038397847,2.8731652464118,0,NA,1.7,"Heyward-Bey, Darrius",1,2,0,7,6
"WR","Dorial Green-Beckham (7451835)","Dorial Green-Beckham",7451835,3200,"Pit@Phi 04:25PM ET","Phi","Dorial","Green-Beckham","Pit",6.94,5.9,5.69,5.9,6,0.0869565217391304,6.04772212684965,6.44432422338394,0,NA,3.8,"Green-Beckham, Dorial",4,6,0,5,4
"WR","Cole Beasley (7451843)","Cole Beasley",7451843,3200,"Chi@Dal 08:30PM ET","Dal","Cole","Beasley","Chi",11.24,10.1,10.5,9.30196910851887,1,0.25974025974026,10.0670232941978,10.5771371732265,1,14.5,12.5,"Beasley, Cole",13,20,0,1,2
"WR","Kamar Aiken (7451743)","Kamar Aiken",7451743,3100,"Bal@Jax 01:00PM ET","Bal","Kamar","Aiken","Jax",3.41,6.4,7.98,6.26672063056104,8,0.0555555555555556,4.72184325910463,4.06637510378606,0,3.4,NA,"Aiken, Kamar",2,4,0,8,2
"WR","Laquon Treadwell (7451784)","Laquon Treadwell",7451784,3100,"Min@Car 01:00PM ET","Min","Laquon","Treadwell","Car",0,1.8,0,1.8,9,0,0.899878486155985,0.462686575024275,0,NA,NA,"Treadwell, Laquon",0,0,0,9,3
"TE","Kyle Rudolph (7451902)","Kyle Rudolph",7451902,3100,"Min@Car 01:00PM ET","Min","Kyle","Rudolph","Car",9.47,10.3,9.77,11.2462201515792,2,0.257575757575758,9.37685516047773,9.37175996328503,1,10.5,12.1,"Rudolph, Kyle",7,17,1,3,1
"WR","Quinton Patton (7451803)","Quinton Patton",7451803,3100,"SF@Sea 04:05PM ET","SF","Quinton","Patton","Sea",7.22,6.5,6.22,5.28535789765436,3,0.150684931506849,6.4726778352355,6.79736681744786,0,11,5.5,"Patton, Quinton",8,11,0,2,3
"WR","Chris Conley (7451812)","Chris Conley",7451812,3100,"NYJ@KC 04:25PM ET","KC","Chris","Conley","NYJ",5.5,5.8,5.48,3.48098417865098,3,0.132530120481928,5.35489121075893,5.39614877280183,0,8.3,3.5,"Conley, Chris",6,11,0,5,3
"RB","Ka'Deem Carey (7451687)","Ka'Deem Carey",7451687,3100,"Chi@Dal 08:30PM ET","Chi","Ka'Deem","Carey","Dal",4.69,0,3.97,0,NA,NA,2.09368656775876,3.33013007335179,0,0.4,1.6,"Carey, Ka'Deem",NA,NA,NA,NA,NA
"RB","Jerome Felton (7451573)","Jerome Felton",7451573,3000,"Ari@Buf 01:00PM ET","Buf","Jerome","Felton","Ari",0,0,0,0,10,0,0,0,0,NA,NA,"Felton, Jerome",0,0,0,8,4
"RB","Stepfan Taylor (7451577)","Stepfan Taylor",7451577,3000,"Ari@Buf 01:00PM ET","Ari","Stepfan","Taylor","Buf",0,0,0,0,NA,NA,0,0,0,NA,NA,"Taylor, Stepfan",NA,NA,NA,NA,NA
"RB","Jonathan Williams (7451580)","Jonathan Williams",7451580,3000,"Ari@Buf 01:00PM ET","Buf","Jonathan","Williams","Ari",0,0,0,0,10,0,0,0,0,NA,NA,"Williams, Jonathan",0,0,0,8,4
"WR","Brandon Tate (7451693)","Brandon Tate",7451693,3000,"Ari@Buf 01:00PM ET","Buf","Brandon","Tate","Ari",0,0,0,0,10,0,0,0,0,NA,NA,"Tate, Brandon",0,0,0,8,4
"WR","Greg Salas (7451694)","Greg Salas",7451694,3000,"Ari@Buf 01:00PM ET","Buf","Greg","Salas","Ari",0,0,0,0,5,0.115384615384615,0,0,1,NA,18.9,"Salas, Greg",4,6,1,5,1
"WR","Marquise Goodwin (7451698)","Marquise Goodwin",7451698,3000,"Ari@Buf 01:00PM ET","Buf","Marquise","Goodwin","Ari",7.36,12.3,0,12.3,6,0.0961538461538462,9.43478439712727,8.38765264927622,1,NA,22.2,"Goodwin, Marquise",2,5,1,7,1
"WR","Walt Powell (7451699)","Walt Powell",7451699,3000,"Ari@Buf 01:00PM ET","Buf","Walt","Powell","Ari",0,5.2,0,5.2,10,0,2.59964896000618,1.33665010562568,0,NA,NA,"Powell, Walt",0,0,0,8,4
"WR","J.J. Nelson (7451701)","J.J. Nelson",7451701,3000,"Ari@Buf 01:00PM ET","Ari","J.J.","Nelson","Buf",0,4.4,0,4.4,9,0.027027027027027,2.19970296615907,1.13101162783712,0,2.1,NA,"Nelson, J.J.",1,2,0,9,4
"RB","Taiwan Jones (7451582)","Taiwan Jones",7451582,3000,"Oak@Ten 01:00PM ET","Oak","Taiwan","Jones","Ten",0,0,0,0,9,0.0229885057471264,0,0,0,2.9,NA,"Jones, Taiwan",2,2,0,8,5
"RB","Jalston Fowler (7451584)","Jalston Fowler",7451584,3000,"Oak@Ten 01:00PM ET","Ten","Jalston","Fowler","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,"Fowler, Jalston",NA,NA,NA,NA,NA
"RB","Jamize Olawale (7451585)","Jamize Olawale",7451585,3000,"Oak@Ten 01:00PM ET","Oak","Jamize","Olawale","Ten",0,0,0,0,NA,NA,0,0,0,6.2,5.9,"Olawale, Jamize",NA,NA,NA,NA,NA
"RB","Antonio Andrews (7451586)","Antonio Andrews",7451586,3000,"Oak@Ten 01:00PM ET","Ten","Antonio","Andrews","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,"Andrews, Antonio",NA,NA,NA,NA,NA
"WR","Harry Douglas (7451704)","Harry Douglas",7451704,3000,"Oak@Ten 01:00PM ET","Ten","Harry","Douglas","Oak",5.08,1.5,4.64,3.96691085305129,6,0.0533333333333333,3.01768717432995,3.99262135110454,0,4.1,NA,"Douglas, Harry",2,4,0,7,4
"WR","Marc Mariani (7451706)","Marc Mariani",7451706,3000,"Oak@Ten 01:00PM ET","Ten","Marc","Mariani","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,"Mariani, Marc",NA,NA,NA,NA,NA
"WR","Kendall Wright (7451707)","Kendall Wright",7451707,3000,"Oak@Ten 01:00PM ET","Ten","Kendall","Wright","Oak",0,5.8,0,7.11443111616943,10,0,2.89960845539151,1.49087896396711,0,NA,NA,"Wright, Kendall",0,0,0,10,4
"WR","Andre Holmes (7451709)","Andre Holmes",7451709,3000,"Oak@Ten 01:00PM ET","Oak","Andre","Holmes","Ten",4.08,2.4,0,2.66945399608504,6,0.0459770114942529,3.02121137097751,3.51391558246491,0,NA,7.6,"Holmes, Andre",1,4,1,11,1
"WR","Johnny Holton (7451713)","Johnny Holton",7451713,3000,"Oak@Ten 01:00PM ET","Oak","Johnny","Holton","Ten",0,1.4,0,1.4,12,0.0114942528735632,0.699905489232433,0.359867336129992,0,NA,2.8,"Holton, Johnny",1,1,0,11,5
"RB","Bobby Rainey (7451592)","Bobby Rainey",7451592,3000,"Was@NYG 01:00PM ET","NYG","Bobby","Rainey","Was",0,0,0,0,9,0,0,0,0,NA,NA,"Rainey, Bobby",0,0,0,9,4
"RB","Orleans Darkwa (7451594)","Orleans Darkwa",7451594,3000,"Was@NYG 01:00PM ET","NYG","Orleans","Darkwa","Was",6.98,5.8,4.83,6.89791453483676,8,0.0136986301369863,6.01558547947598,6.44702137590644,0,NA,1.2,"Darkwa, Orleans",1,1,0,8,4
"RB","Rob Kelley (7451595)","Rob Kelley",7451595,3000,"Was@NYG 01:00PM ET","Was","Rob","Kelley","NYG",0,1.9,0,1.9,11,0,0.949871735386873,0.488391384747846,0,NA,NA,"Kelley, Rob",0,0,0,11,2
"RB","Paul Perkins (7451596)","Paul Perkins",7451596,3000,"Was@NYG 01:00PM ET","NYG","Paul","Perkins","Was",0,4.2,0,4.2,9,0,2.0997164676973,1.07960200838998,0,NA,NA,"Perkins, Paul",0,0,0,9,4
"WR","Dwayne Harris (7451716)","Dwayne Harris",7451716,3000,"Was@NYG 01:00PM ET","NYG","Dwayne","Harris","Was",0,1.5,0,1.5,9,0,0.749898738463321,0.385572145853563,0,NA,NA,"Harris, Dwayne",0,0,0,9,4
"WR","Tavarres King (7451718)","Tavarres King",7451718,3000,"Was@NYG 01:00PM ET","NYG","Tavarres","King","Was",0,0,0,0,9,0,0,0,0,NA,NA,"King, Tavarres",0,0,0,9,4
"WR","Ryan Grant (7451719)","Ryan Grant",7451719,3000,"Was@NYG 01:00PM ET","Was","Ryan","Grant","NYG",0,0,0,0,8,0.0232558139534884,0,0,0,NA,1.5,"Grant, Ryan",1,2,0,9,2
"WR","Josh Doctson (7451721)","Josh Doctson",7451721,3000,"Was@NYG 01:00PM ET","Was","Josh","Doctson","NYG",0,7.7,7.15,7.7,5,0.0697674418604651,3.84948019077838,1.97927034871496,0,1.9,6.7,"Doctson, Josh",2,6,0,7,2
"WR","Rashad Ross (7451722)","Rashad Ross",7451722,3000,"Was@NYG 01:00PM ET","Was","Rashad","Ross","NYG",0,0,0,0,11,0,0,0,0,NA,NA,"Ross, Rashad",0,0,0,11,2
"WR","Roger Lewis (7451725)","Roger Lewis",7451725,3000,"Was@NYG 01:00PM ET","NYG","Roger","Lewis","Was",0,0,0,0,9,0,0,0,0,NA,NA,"Lewis, Roger",0,0,0,9,4
"RB","Isaiah Pead (7451599)","Isaiah Pead",7451599,3000,"Cle@Mia 01:00PM ET","Mia","Isaiah","Pead","Cle",0,0,0,0,11,0,0,0,0,NA,NA,"Pead, Isaiah",0,0,0,11,3
"RB","Malcolm Johnson (7451600)","Malcolm Johnson",7451600,3000,"Cle@Mia 01:00PM ET","Cle","Malcolm","Johnson","Mia",0,0,0,0,NA,NA,0,0,0,2.9,NA,"Johnson, Malcolm",NA,NA,NA,NA,NA
"RB","George Atkinson III (7451603)","George Atkinson III",7451603,3000,"Cle@Mia 01:00PM ET","Cle","George","Atkinson III","Mia",0,0,0,0,NA,NA,0,0,0,NA,NA,"Atkinson III, George",NA,NA,NA,NA,NA
"RB","Damien Williams (7451604)","Damien Williams",7451604,3000,"Cle@Mia 01:00PM ET","Mia","Damien","Williams","Cle",0,0,0,0,7,0.0277777777777778,0,0,0,4.8,NA,"Williams, Damien",1,2,0,9,3
"WR","Andrew Hawkins (7451726)","Andrew Hawkins",7451726,3000,"Cle@Mia 01:00PM ET","Cle","Andrew","Hawkins","Mia",6.21,9.2,0,12.009994463558,5,0.103448275862069,7.37161636757473,6.77424713327099,0,-0.1,5.8,"Hawkins, Andrew",3,6,0,6,2
"WR","Justin Hunter (7451728)","Justin Hunter",7451728,3000,"Cle@Mia 01:00PM ET","Mia","Justin","Hunter","Cle",0,0,0,0,10,0,0,0,0,NA,NA,"Hunter, Justin",0,0,0,8,4
"WR","Jakeem Grant (7451732)","Jakeem Grant",7451732,3000,"Cle@Mia 01:00PM ET","Mia","Jakeem","Grant","Cle",0,0,0,0,11,0,0,0,0,NA,NA,"Grant, Jakeem",0,0,0,11,3
"WR","Jordan Payton (7451733)","Jordan Payton",7451733,3000,"Cle@Mia 01:00PM ET","Cle","Jordan","Payton","Mia",0,0,0,0,8,0,0,0,0,NA,NA,"Payton, Jordan",0,0,0,8,2
"WR","Ricardo Louis (7451734)","Ricardo Louis",7451734,3000,"Cle@Mia 01:00PM ET","Cle","Ricardo","Louis","Mia",0,3.8,0,3.81668580813201,8,0,1.89974347077375,0.976782769495693,0,NA,NA,"Louis, Ricardo",0,0,0,8,2
"WR","Leonte Carroo (7451736)","Leonte Carroo",7451736,3000,"Cle@Mia 01:00PM ET","Mia","Leonte","Carroo","Cle",0,3.1,0,3.1,7,0.0277777777777778,1.54979072615753,0.796849101430697,0,3.4,NA,"Carroo, Leonte",2,2,0,7,3
"WR","Rashard Higgins (7451737)","Rashard Higgins",7451737,3000,"Cle@Mia 01:00PM ET","Cle","Rashard","Higgins","Mia",5.3,6.5,0,6.5,7,0.0172413793103448,5.61556094608905,5.43407262963647,0,NA,NA,"Higgins, Rashard",1,1,0,7,2
"RB","Kyle Juszczyk (7451609)","Kyle Juszczyk",7451609,3000,"Bal@Jax 01:00PM ET","Bal","Kyle","Juszczyk","Jax",0,2.6,3.25,2.6,NA,NA,1.29982448000309,0.668325052812842,0,4.3,1.8,"Juszczyk, Kyle",NA,NA,NA,NA,NA
"RB","Denard Robinson (7451610)","Denard Robinson",7451610,3000,"Bal@Jax 01:00PM ET","Jax","Denard","Robinson","Bal",0,2.4,0,2.4,8,0.0227272727272727,1.19983798154131,0.616915433365701,0,0.7,2.4,"Robinson, Denard",1,2,0,8,4
"RB","Corey Grant (7451611)","Corey Grant",7451611,3000,"Bal@Jax 01:00PM ET","Jax","Corey","Grant","Bal",0,0,0,0,10,0.0113636363636364,0,0,0,NA,8.5,"Grant, Corey",1,1,1,8,1
"RB","Javorius Allen (7451613)","Javorius Allen",7451613,3000,"Bal@Jax 01:00PM ET","Bal","Javorius","Allen","Jax",0,0,0,0,10,0,0,0,0,NA,NA,"Allen, Javorius",0,0,0,10,2
"RB","Kenneth Dixon (7451615)","Kenneth Dixon",7451615,3000,"Bal@Jax 01:00PM ET","Bal","Kenneth","Dixon","Jax",0,0,0,0,10,0,0,0,0,NA,NA,"Dixon, Kenneth",0,0,0,10,2
"WR","Devin Hester (7451739)","Devin Hester",7451739,3000,"Bal@Jax 01:00PM ET","Bal","Devin","Hester","Jax",0,0,0,0,NA,NA,0,0,0,NA,NA,"Hester, Devin",NA,NA,NA,NA,NA
"WR","Bryan Walters (7451740)","Bryan Walters",7451740,3000,"Bal@Jax 01:00PM ET","Jax","Bryan","Walters","Bal",0,0,0,0,11,0,0,0,0,NA,NA,"Walters, Bryan",0,0,0,11,4
"WR","Arrelious Benn (7451742)","Arrelious Benn",7451742,3000,"Bal@Jax 01:00PM ET","Jax","Arrelious","Benn","Bal",0,1,0,1,8,0.0227272727272727,0.49993249230888,0.257048097235709,0,NA,1.9,"Benn, Arrelious",1,2,0,8,4
"WR","Marqise Lee (7451745)","Marqise Lee",7451745,3000,"Bal@Jax 01:00PM ET","Jax","Marqise","Lee","Bal",7.78,5.3,0,5.00922742659581,5,0.102272727272727,6.12275127046589,6.88653657221,0,4.2,12.5,"Lee, Marqise",7,9,0,5,4
"WR","Rashad Greene (7451746)","Rashad Greene",7451746,3000,"Bal@Jax 01:00PM ET","Jax","Rashad","Greene","Bal",4.3,3,0,3,7,0.0454545454545455,3.41938217657753,3.82435523315972,0,1.9,1.7,"Greene, Rashad",2,4,0,7,4
"WR","Chris Moore (7451747)","Chris Moore",7451747,3000,"Bal@Jax 01:00PM ET","Bal","Chris","Moore","Jax",0,1.1,0,1.1,5,0.0694444444444444,0.549925741539768,0.282752906959279,0,2.3,1.9,"Moore, Chris",3,5,0,4,2
"WR","Breshad Perriman (7451749)","Breshad Perriman",7451749,3000,"Bal@Jax 01:00PM ET","Bal","Breshad","Perriman","Jax",4.92,8.3,7.61,7.61286646393189,4,0.0833333333333333,6.34580171460147,5.62694056332307,0,4.5,5.2,"Perriman, Breshad",3,6,0,4,2
"RB","Michael Burton (7451619)","Michael Burton",7451619,3000,"Det@GB 01:00PM ET","Det","Michael","Burton","GB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Burton, Michael",NA,NA,NA,NA,NA
"RB","Zach Zenner (7451620)","Zach Zenner",7451620,3000,"Det@GB 01:00PM ET","Det","Zach","Zenner","GB",4.18,2.4,3.51,1.77776125977252,NA,NA,3.06585287562055,3.58492048808008,0,NA,NA,"Zenner, Zach",NA,NA,NA,NA,NA
"RB","Aaron Ripkowski (7451622)","Aaron Ripkowski",7451622,3000,"Det@GB 01:00PM ET","GB","Aaron","Ripkowski","Det",0,0,0,0,NA,NA,0,0,0,NA,NA,"Ripkowski, Aaron",NA,NA,NA,NA,NA
"WR","Andre Roberts (7451752)","Andre Roberts",7451752,3000,"Det@GB 01:00PM ET","Det","Andre","Roberts","GB",2.51,1.1,0,1.1,7,0.0120481927710843,1.67042750808017,2.06497603790021,0,1.8,NA,"Roberts, Andre",1,1,0,7,5
"WR","Jared Abbrederis (7451756)","Jared Abbrederis",7451756,3000,"Det@GB 01:00PM ET","GB","Jared","Abbrederis","Det",2.42,1.8,4.88,1.8,8,0.012987012987013,1.98020289851765,2.18100529091155,0,1.8,NA,"Abbrederis, Jared",1,1,0,7,3
"WR","Ty Montgomery (7451757)","Ty Montgomery",7451757,3000,"Det@GB 01:00PM ET","GB","Ty","Montgomery","Det",0,0,0,0,8,0.012987012987013,0,0,0,NA,NA,"Montgomery, Ty",0,1,0,9,3
"WR","Trevor Davis (7451759)","Trevor Davis",7451759,3000,"Det@GB 01:00PM ET","GB","Trevor","Davis","Det",0,0,0,0,8,0.012987012987013,0,0,0,NA,NA,"Davis, Trevor",0,1,0,9,3
"RB","Rex Burkhead (7451624)","Rex Burkhead",7451624,3000,"Den@Cin 01:00PM ET","Cin","Rex","Burkhead","Den",0,0,0,0,10,0,0,0,0,NA,NA,"Burkhead, Rex",0,0,0,10,3
"RB","Kapri Bibbs (7451626)","Kapri Bibbs",7451626,3000,"Den@Cin 01:00PM ET","Den","Kapri","Bibbs","Cin",0,0,0,0,6,0.0333333333333333,0,0,0,1.6,0.7,"Bibbs, Kapri",1,2,0,7,2
"RB","Andy Janovich (7451629)","Andy Janovich",7451629,3000,"Den@Cin 01:00PM ET","Den","Andy","Janovich","Cin",0,0,0,0,NA,NA,0,0,0,8.8,2.1,"Janovich, Andy",NA,NA,NA,NA,NA
"RB","Devontae Booker (7451630)","Devontae Booker",7451630,3000,"Den@Cin 01:00PM ET","Den","Devontae","Booker","Cin",4.23,5,5.39,1.73710498054734,8,0.0166666666666667,4.38799810794516,4.28874799370052,0,-0.2,6.1,"Booker, Devontae",1,1,0,7,2
"WR","Jordan Norwood (7451761)","Jordan Norwood",7451761,3000,"Den@Cin 01:00PM ET","Den","Jordan","Norwood","Cin",4.7,2.1,0,2.13314437963523,5,0.0833333333333333,3.14800895207172,3.87703156810829,0,NA,5.4,"Norwood, Jordan",3,5,0,5,2
"WR","Bennie Fowler (7451766)","Bennie Fowler",7451766,3000,"Den@Cin 01:00PM ET","Den","Bennie","Fowler","Cin",2.76,1.5,0,1.3247597892049,11,0,1.98200426661133,2.34530754083244,0,NA,NA,"Fowler, Bennie",0,0,0,11,2
"WR","James Wright (7451767)","James Wright",7451767,3000,"Den@Cin 01:00PM ET","Cin","James","Wright","Den",2.32,0,0,0,8,0.0229885057471264,1.03568290771862,1.6473138102721,0,1.1,2,"Wright, James",2,2,0,8,3
"WR","Jordan Taylor (7451768)","Jordan Taylor",7451768,3000,"Den@Cin 01:00PM ET","Den","Jordan","Taylor","Cin",0,0,0,0,8,0.0166666666666667,0,0,0,NA,3,"Taylor, Jordan",1,1,0,7,2
"WR","Cody Latimer (7451769)","Cody Latimer",7451769,3000,"Den@Cin 01:00PM ET","Den","Cody","Latimer","Cin",0,1.9,0,1.89602718281171,6,0.0333333333333333,0.949871735386873,0.488391384747846,0,NA,3.2,"Latimer, Cody",2,2,0,6,2
"WR","Alex Erickson (7451770)","Alex Erickson",7451770,3000,"Den@Cin 01:00PM ET","Cin","Alex","Erickson","Den",0,0,0,0,9,0.0114942528735632,0,0,0,NA,3,"Erickson, Alex",1,1,0,9,3
"WR","Cody Core (7451771)","Cody Core",7451771,3000,"Den@Cin 01:00PM ET","Cin","Cody","Core","Den",0,0,0,0,10,0,0,0,0,NA,NA,"Core, Cody",0,0,0,10,3
"TE","Virgil Green (7451891)","Virgil Green",7451891,3000,"Den@Cin 01:00PM ET","Den","Virgil","Green","Cin",0,0,0,0,4,0.133333333333333,0,0,0,6.8,7.6,"Green, Virgil",7,8,0,3,2
"RB","Mike Tolbert (7451632)","Mike Tolbert",7451632,3000,"Min@Car 01:00PM ET","Car","Mike","Tolbert","Min",0,5,3.58,5,NA,NA,2.4996624615444,1.28524048617854,0,1.7,2.5,"Tolbert, Mike",NA,NA,NA,NA,NA
"RB","Matt Asiata (7451635)","Matt Asiata",7451635,3000,"Min@Car 01:00PM ET","Min","Matt","Asiata","Car",7.4,8,9.85,8.32524936731519,7,0.0151515151515152,7.3029312820563,7.31074779340874,0,1.3,3.5,"Asiata, Matt",1,1,0,7,3
"RB","Zach Line (7451636)","Zach Line",7451636,3000,"Min@Car 01:00PM ET","Min","Zach","Line","Car",0,0,0,0,NA,NA,0,0,0,NA,NA,"Line, Zach",NA,NA,NA,NA,NA
"RB","Cameron Artis-Payne (7451638)","Cameron Artis-Payne",7451638,3000,"Min@Car 01:00PM ET","Car","Cameron","Artis-Payne","Min",8.79,6.6,10.91,4.18376081595604,10,0,7.22354270736218,7.9378486453297,0,NA,NA,"Artis-Payne, Cameron",0,0,0,10,5
"WR","Charles Johnson (7451774)","Charles Johnson",7451774,3000,"Min@Car 01:00PM ET","Min","Charles","Johnson","Car",7.1,5.3,5.36,5.01103868261554,4,0.121212121212121,5.81918903889319,6.4037032140268,0,1.5,3.5,"Johnson, Charles",3,8,0,4,3
"WR","Brenton Bersin (7451775)","Brenton Bersin",7451775,3000,"Min@Car 01:00PM ET","Car","Brenton","Bersin","Min",0,0,0,0,10,0,0,0,0,NA,NA,"Bersin, Brenton",0,0,0,10,5
"WR","Jarius Wright (7451776)","Jarius Wright",7451776,3000,"Min@Car 01:00PM ET","Min","Jarius","Wright","Car",0,0,0,0,9,0,0,0,0,NA,NA,"Wright, Jarius",0,0,0,9,3
"WR","Corey Brown (7451777)","Corey Brown",7451777,3000,"Min@Car 01:00PM ET","Car","Corey","Brown","Min",0,3.7,0,3.7,3,0.108108108108108,1.84975022154286,0.951077959772122,0,2.1,4.5,"Brown, Corey",4,8,0,3,5
"WR","Damiere Byrd (7451778)","Damiere Byrd",7451778,3000,"Min@Car 01:00PM ET","Car","Damiere","Byrd","Min",0,0,0,0,NA,NA,0,0,0,NA,NA,"Byrd, Damiere",NA,NA,NA,NA,NA
"WR","Cordarrelle Patterson (7451780)","Cordarrelle Patterson",7451780,3000,"Min@Car 01:00PM ET","Min","Cordarrelle","Patterson","Car",0,1.2,0,0,7,0.0151515151515152,0.599918990770656,0.30845771668285,0,2.4,-0.2,"Patterson, Cordarrelle",1,1,0,7,3
"RB","Chase Reynolds (7451639)","Chase Reynolds",7451639,3000,"LA@TB 04:05PM ET","LA","Chase","Reynolds","TB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Reynolds, Chase",NA,NA,NA,NA,NA
"RB","Jacquizz Rodgers (7451641)","Jacquizz Rodgers",7451641,3000,"LA@TB 04:05PM ET","TB","Jacquizz","Rodgers","LA",4.71,5.7,0,5.7,9,0.0126582278481013,4.95223007484799,4.80950520871836,0,NA,NA,"Rodgers, Jacquizz",0,1,0,10,4
"RB","Malcolm Brown (7451644)","Malcolm Brown",7451644,3000,"LA@TB 04:05PM ET","LA","Malcolm","Brown","TB",0,1.4,0,1.4,8,0.015625,0.699905489232433,0.359867336129992,0,2.3,NA,"Brown, Malcolm",1,1,0,7,1
"RB","Peyton Barber (7451646)","Peyton Barber",7451646,3000,"LA@TB 04:05PM ET","TB","Peyton","Barber","LA",0,0,0,0,11,0,0,0,0,NA,NA,"Barber, Peyton",0,0,0,10,4
"WR","Brian Quick (7451787)","Brian Quick",7451787,3000,"LA@TB 04:05PM ET","LA","Brian","Quick","TB",3.18,4.1,5.62,0,4,0.09375,3.46932306611521,3.31185319722902,0,5.3,1.8,"Quick, Brian",4,6,0,4,1
"WR","Russell Shepard (7451788)","Russell Shepard",7451788,3000,"LA@TB 04:05PM ET","TB","Russell","Shepard","LA",0,0,0,0,7,0.0253164556962025,0,0,0,0.9,3.6,"Shepard, Russell",2,2,0,7,4
