"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","ValueWR","RankTargets","RollingTargetPctg"
"TE","Ryan Hewitt (7977220)","Ryan Hewitt",7977220,2500,"Cin@Hou 08:25PM ET","Cin","Ryan","Hewitt","Hou",0,0,0,13,0.00401606425702811
"TE","Tyler Ott (7977222)","Tyler Ott",7977222,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Ott","Hou",0,0,0,0,0
"TE","Tyler Kroft (7977224)","Tyler Kroft",7977224,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Kroft","Hou",0,0,0,10,0.0220883534136546
"TE","C.J. Uzomah (7977225)","C.J. Uzomah",7977225,2500,"Cin@Hou 08:25PM ET","Cin","C.J.","Uzomah","Hou",5.73,11.5,0,6,0.0582329317269076
"TE","Stephen Anderson (7977226)","Stephen Anderson",7977226,2500,"Cin@Hou 08:25PM ET","Hou","Stephen","Anderson","Cin",2.34,2,0,8,0.0330739299610895
"TE","David Johnson (7977228)","David Johnson",7977228,2500,"Bal@Pit 04:30PM ET","Pit","David","Johnson","Bal",0,0,0,11,0.0203327171903882
"TE","Crockett Gillmore (7977230)","Crockett Gillmore",7977230,2500,"Bal@Pit 04:30PM ET","Bal","Crockett","Gillmore","Pit",0,3.4,0,10,0.0242214532871972
"TE","Xavier Grimble (7977231)","Xavier Grimble",7977231,2500,"Bal@Pit 04:30PM ET","Pit","Xavier","Grimble","Bal",0,2.4,0,9,0.0369685767097967
"TE","Darren Waller (7977232)","Darren Waller",7977232,2500,"Bal@Pit 04:30PM ET","Bal","Darren","Waller","Pit",3.72,0,0,11,0.0224913494809689
"TE","Nick Boyle (7977233)","Nick Boyle",7977233,2500,"Bal@Pit 04:30PM ET","Bal","Nick","Boyle","Pit",0,0,0,13,0.00865051903114187
"TE","Jesse James (7977234)","Jesse James",7977234,2500,"Bal@Pit 04:30PM ET","Pit","Jesse","James","Bal",7.87,9.1,0,4,0.0979667282809612
"TE","Virgil Green (7977235)","Virgil Green",7977235,2500,"Den@KC 08:30PM ET","Den","Virgil","Green","KC",0,0,0,4,0.0658682634730539
"TE","James Winchester (7977237)","James Winchester",7977237,2500,"Den@KC 08:30PM ET","KC","James","Winchester","Den",0,0,0,0,0
"TE","A.J. Derby (7977238)","A.J. Derby",7977238,2500,"Den@KC 08:30PM ET","Den","A.J.","Derby","KC",0,0,0,8,0.0399201596806387
"TE","James O'Shaughnessy (7977239)","James O'Shaughnessy",7977239,2500,"Den@KC 08:30PM ET","KC","James","O'Shaughnessy","Den",0,0,0,12,0.0082815734989648
"TE","Jeff Heuerman (7977240)","Jeff Heuerman",7977240,2500,"Den@KC 08:30PM ET","Den","Jeff","Heuerman","KC",6.27,7.1,0,12,0.0139720558882236
"TE","Ross Travis (7977241)","Ross Travis",7977241,2500,"Den@KC 08:30PM ET","KC","Ross","Travis","Den",0,0,0,10,0.0124223602484472
"TE","Demetrius Harris (7977242)","Demetrius Harris",7977242,2500,"Den@KC 08:30PM ET","KC","Demetrius","Harris","Den",1.54,1.2,0,8,0.0434782608695652
"TE","Brandon Pettigrew (7977244)","Brandon Pettigrew",7977244,2500,"Det@Dal 08:30PM ET","Det","Brandon","Pettigrew","Dal",0,0,0,0,0
"TE","Clay Harbor (7977245)","Clay Harbor",7977245,2500,"Det@Dal 08:30PM ET","Det","Clay","Harbor","Dal",0,0,0,11,0.00579150579150579
"TE","Matthew Mulligan (7977246)","Matthew Mulligan",7977246,2500,"Det@Dal 08:30PM ET","Det","Matthew","Mulligan","Dal",0,0,0,0,0
"TE","Gavin Escobar (7977247)","Gavin Escobar",7977247,2500,"Det@Dal 08:30PM ET","Dal","Gavin","Escobar","Det",2.5,0,0,9,0.00900900900900901
