"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"RB","James Starks (7571952)","James Starks",7571952,3400,"Dal@GB 04:25PM ET","GB","James","Starks","Dal",3.75,0,0,0,6,0.0675675675675676,1.11647616571809,1.3433052278605,0,2.3,2.9,1.8,NA,8.2,6,10,0,4,5,0.8,6.8,0
"WR","Torrey Smith (7571971)","Torrey Smith",7571971,3300,"SF@Buf 01:00PM ET","SF","Torrey","Smith","Buf",7.55,10.1,8.38,11.1411942652087,2,0.147651006711409,8.76430144008775,8.52816830336829,0,3.3,14.5,6.5,1.3,NA,9,22,1,5,3,-0.7,10.9,16.6
"WR","Andre Johnson (7571992)","Andre Johnson",7571992,3300,"Cle@Ten 01:00PM ET","Ten","Andre","Johnson","Cle",7.52,6.5,7.64,5.47925834838227,3,0.152941176470588,6.43267003321833,6.4416664555461,0,6,7.9,NA,6.3,9.3,11,26,3,5,1,2.3,9.5,0
"TE","Gary Barnidge (7572131)","Gary Barnidge",7572131,3300,"Cle@Ten 01:00PM ET","Cle","Gary","Barnidge","Ten",10.97,8.3,10.51,7.44960384695722,2,0.174418604651163,8.62117790445081,8.71538496817741,1,NA,7.7,13.6,12.7,12.6,22,30,0,2,5,3.6,15,8.9
"RB","Bobby Rainey (7571883)","Bobby Rainey",7571883,3300,"Bal@NYG 01:00PM ET","NYG","Bobby","Rainey","Bal",9.28,6.2,6.06,3.94067905123032,5,0.0927835051546392,6.76311121386671,6.89914475865535,1,NA,NA,3.4,13.5,13.4,14,18,0,4,5,4.3,15.9,4.9
"RB","Paul Perkins (7571888)","Paul Perkins",7571888,3300,"Bal@NYG 01:00PM ET","NYG","Paul","Perkins","Bal",0,1.2,3.34,1.2,8,0.0257731958762887,0.774233199181226,0.691918468666434,0,NA,NA,NA,10,3.2,3,5,0,8,5,1.8,11.4,4.6
"RB","Kenneth Dixon (7571889)","Kenneth Dixon",7571889,3300,"Bal@NYG 01:00PM ET","Bal","Kenneth","Dixon","NYG",4.93,5,3.87,5,11,0.00476190476190476,4.6937656624525,4.64899222567074,0,NA,NA,NA,NA,1.5,1,1,0,11,5,1.5,1.5,2.2
"WR","Kenny Stills (7572052)","Kenny Stills",7572052,3300,"Pit@Mia 01:00PM ET","Mia","Kenny","Stills","Pit",8.44,8.7,9.55,12.8071647933156,3,0.139072847682119,8.12600638437341,8.03974119733634,1,2.6,11.9,12.6,14.4,NA,11,21,2,3,1,1.8,14.8,3.2
"RB","Alfred Morris (7571953)","Alfred Morris",7571953,3300,"Dal@GB 04:25PM ET","Dal","Alfred","Morris","GB",3.02,3.5,3.93,1.73204854651841,9,0.0186335403726708,3.15731563640355,3.09990401044742,0,3.5,6.7,9.1,3.4,3.3,1,3,0,10,5,2.6,7.8,0.2
"RB","Chris Thompson (7571870)","Chris Thompson",7571870,3200,"Phi@Was 01:00PM ET","Was","Chris","Thompson","Phi",7.93,6.3,5.83,5.31953690965039,5,0.0820512820512821,6.4256992274733,6.47321474901444,0,11.9,8.8,2.6,12,8.5,12,16,1,5,3,4.9,12.6,9.6
"RB","Wendell Smallwood (7571873)","Wendell Smallwood",7571873,3200,"Phi@Was 01:00PM ET","Phi","Wendell","Smallwood","Was",0,3.6,4.21,3.6,9,0.0078125,2.32269959754368,2.0757554059993,0,0.1,1.6,13.9,NA,NA,0,1,0,9,6,-2.4,12.8,9
"WR","Dorial Green-Beckham (7571989)","Dorial Green-Beckham",7571989,3200,"Phi@Was 01:00PM ET","Phi","Dorial","Green-Beckham","Was",6.02,5.1,6.79,5.1,4,0.1171875,5.08280750121966,5.09710615095773,0,NA,3.8,6.3,NA,7.3,10,15,0,5,6,3.3,7.1,3.3
"WR","Brian Quick (7572041)","Brian Quick",7572041,3200,"LA@Det 01:00PM ET","LA","Brian","Quick","Det",8.41,6.8,7.47,0,4,0.116883116883117,6.89120534301073,6.93345718012493,0,5.3,1.8,13.3,20.9,8.1,11,18,3,4,1,2.4,17.3,11.1
"WR","Brandon LaFell (7572061)","Brandon LaFell",7572061,3200,"Cin@NE 01:00PM ET","Cin","Brandon","LaFell","NE",10.49,9.5,8.53,9.64762890292208,2,0.178010471204188,9.25250215442012,9.2353603676777,0,13.1,6.9,5.2,8.4,26.8,21,34,2,3,1,3.3,20.8,9.3
"WR","Andrew Hawkins (7571994)","Andrew Hawkins",7571994,3100,"Cle@Ten 01:00PM ET","Cle","Andrew","Hawkins","Ten",7.79,8.1,7.64,7.27604281852605,4,0.116279069767442,7.54536724939166,7.46094239017397,0,-0.1,5.8,3.5,5.8,15.6,12,20,1,4,2,0.3,11.9,7.8
"RB","Tim Hightower (7571890)","Tim Hightower",7571890,3100,"Car@NO 01:00PM ET","NO","Tim","Hightower","Car",2.14,3.7,0,2.55940392891603,11,0.00578034682080925,3.02435476271191,2.89999479508723,0,2,0.9,1.9,1.1,NA,1,1,0,10,8,0.9,2,0
"RB","John Kuhn (7571892)","John Kuhn",7571892,3100,"Car@NO 01:00PM ET","NO","John","Kuhn","Car",0,1.9,3.15,1.9,NA,NA,1.22586923203694,1.09553757538852,0,NA,3,6.3,21.2,NA,NA,NA,NA,NA,NA,-1.6,17,0
"WR","Marqise Lee (7572035)","Marqise Lee",7572035,3100,"Jax@Chi 01:00PM ET","Jax","Marqise","Lee","Chi",8.08,7.8,7.77,4.97039841888486,4,0.134969325153374,7.43814977307856,7.39184504396191,0,4.2,12.5,9.4,6.8,NA,16,22,0,3,6,4.7,11.8,12.1
"WR","Chris Conley (7572074)","Chris Conley",7572074,3100,"KC@Oak 04:05PM ET","KC","Chris","Conley","Oak",8.45,6.8,6.6,5.04675224428355,3,0.149700598802395,6.90311442211172,6.94778576922211,0,8.3,3.5,7.4,13,NA,15,25,0,3,4,4.1,12,5.6
"WR","Seth Roberts (7572077)","Seth Roberts",7572077,3100,"KC@Oak 04:05PM ET","Oak","Seth","Roberts","KC",8.72,5.8,7.11,7.31339399540525,3,0.109452736318408,6.3383063733924,6.46790502173937,0,9.9,5.5,10.7,10.2,4.2,12,22,2,4,2,5.1,11.1,5.9
"WR","Jermaine Kearse (7572085)","Jermaine Kearse",7572085,3100,"Atl@Sea 04:25PM ET","Sea","Jermaine","Kearse","Atl",8.62,9.5,7.44,13.6774999507929,3,0.153225806451613,8.6957527064487,8.5654988273846,0,10.7,3.1,3.1,5.3,NA,13,19,0,3,4,2,9.1,6.5
"TE","Dwayne Allen (7572205)","Dwayne Allen",7572205,3100,"Ind@Hou 08:30PM ET","Ind","Dwayne","Allen","Hou",9.3,8.1,8.59,7.38706055619844,2,0.127962085308057,7.99493498545415,8.00184662859246,1,17.3,4.5,6.5,4,17,17,27,2,4,2,3.1,16.6,1.9
"RB","Reggie Bush (7571859)","Reggie Bush",7571859,3000,"SF@Buf 01:00PM ET","Buf","Reggie","Bush","SF",0,0,0,0,10,0.00714285714285714,0,0,0,-0.4,NA,NA,NA,0.3,0,1,0,12,6,-0.5,0.4,0.6
"RB","Jerome Felton (7571860)","Jerome Felton",7571860,3000,"SF@Buf 01:00PM ET","Buf","Jerome","Felton","SF",0,0,0,0,10,0.00714285714285714,0,0,0,NA,NA,NA,1.7,0.6,1,1,0,10,6,-0.1,1.6,0
"RB","Shaun Draughn (7571861)","Shaun Draughn",7571861,3000,"SF@Buf 01:00PM ET","SF","Shaun","Draughn","Buf",3.93,5.5,0,4.90147431725726,7,0.0402684563758389,4.71863585125318,4.57907686018562,0,10.6,2.1,2.2,1.8,-0.1,4,6,0,7,4,-0.9,7.5,0.2
"RB","Mike Gillislee (7571863)","Mike Gillislee",7571863,3000,"SF@Buf 01:00PM ET","Buf","Mike","Gillislee","SF",4.1,5.4,5.53,5.4,8,0.0357142857142857,4.7047300041673,4.58231349145976,0,0.6,8.8,2,5.3,6.6,4,5,1,7,2,1.3,8,12
"RB","Jonathan Williams (7571865)","Jonathan Williams",7571865,3000,"SF@Buf 01:00PM ET","Buf","Jonathan","Williams","SF",0,1.1,0,1.1,13,0,0.709713765916124,0.634258596277565,0,NA,NA,0.2,NA,NA,0,0,0,12,6,0.2,0.2,1.1
"RB","Mike Davis (7571866)","Mike Davis",7571866,3000,"SF@Buf 01:00PM ET","SF","Mike","Davis","Buf",0,1.1,0,1.1,11,0.00671140939597315,0.709713765916124,0.634258596277565,0,0.1,2,NA,NA,0.4,1,1,0,10,4,-0.3,1.6,2.9
"WR","Brandon Tate (7571970)","Brandon Tate",7571970,3000,"SF@Buf 01:00PM ET","Buf","Brandon","Tate","SF",0,0,0,0,13,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,6,-0.1,0.3,0
"WR","Keshawn Martin (7571973)","Keshawn Martin",7571973,3000,"SF@Buf 01:00PM ET","SF","Keshawn","Martin","Buf",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1
"WR","Marquise Goodwin (7571974)","Marquise Goodwin",7571974,3000,"SF@Buf 01:00PM ET","Buf","Marquise","Goodwin","SF",8.18,10.2,7.54,10.2,4,0.142857142857143,9.01638886919349,8.81150345403772,0,NA,22.2,1.6,2.2,9.3,6,20,2,5,1,-0.8,18.4,4.2
"WR","Justin Hunter (7571975)","Justin Hunter",7571975,3000,"SF@Buf 01:00PM ET","Buf","Justin","Hunter","SF",3.02,3.3,3.82,3.3,10,0.00714285714285714,3.02827676987334,2.98458426566968,0,NA,NA,NA,NA,NA,1,1,1,10,2,7.4,7.4,10
"WR","Rod Streater (7571976)","Rod Streater",7571976,3000,"SF@Buf 01:00PM ET","SF","Rod","Streater","Buf",2.09,3.7,0,3.7,8,0.0335570469798658,3.00946841383566,2.88208405871576,0,NA,NA,NA,NA,NA,2,5,0,8,4,0.2,3.3,2.6
"WR","Walt Powell (7571977)","Walt Powell",7571977,3000,"SF@Buf 01:00PM ET","Buf","Walt","Powell","SF",0,4.3,4.75,4.3,5,0.0857142857142857,2.77433563039939,2.47937451272139,0,NA,NA,5.8,6.2,NA,8,12,0,4,6,0.5,7.5,0
"WR","Quinton Patton (7571979)","Quinton Patton",7571979,3000,"SF@Buf 01:00PM ET","SF","Quinton","Patton","Buf",5.48,4.9,6.58,0.792622570858877,4,0.12751677852349,4.79299606682605,4.78835045336808,0,11,5.5,1.8,2.3,3.6,12,19,0,3,4,1.1,8.6,9.2
"WR","Aaron Burbridge (7571980)","Aaron Burbridge",7571980,3000,"SF@Buf 01:00PM ET","SF","Aaron","Burbridge","Buf",0,2.4,0,2.4,10,0.0201342281879195,1.54846639836245,1.38383693733287,0,NA,NA,NA,1.5,NA,1,3,0,10,4,-0.3,1.8,0
"RB","Kenjon Barner (7571869)","Kenjon Barner",7571869,3000,"Phi@Was 01:00PM ET","Phi","Kenjon","Barner","Was",0,1.5,0,1.5,10,0,0.967791498976532,0.864898085833043,0,4.2,0.2,10.2,NA,NA,0,0,0,9,6,-0.2,9.9,0.6
"RB","Rob Kelley (7571871)","Rob Kelley",7571871,3000,"Phi@Was 01:00PM ET","Was","Rob","Kelley","Phi",0,1.2,0,1.2,13,0,0.774233199181226,0.691918468666434,0,NA,NA,0.7,0.4,1.8,0,0,0,13,6,0.2,1.7,5.9
"WR","Ryan Grant (7571983)","Ryan Grant",7571983,3000,"Phi@Was 01:00PM ET","Was","Ryan","Grant","Phi",0,0,0,0,9,0.0153846153846154,0,0,0,NA,1.5,NA,NA,NA,1,3,0,9,6,-0.4,1.4,0
"WR","Josh Huff (7571985)","Josh Huff",7571985,3000,"Phi@Was 01:00PM ET","Phi","Josh","Huff","Was",4.94,2.4,0,2.4,NA,NA,3.01923766733509,3.15341769083443,0,NA,0.9,6,NA,10.5,NA,NA,NA,NA,NA,-0.5,9.2,0
"WR","Josh Doctson (7571986)","Josh Doctson",7571986,3000,"Phi@Was 01:00PM ET","Was","Josh","Doctson","Phi",0,0,0,0,8,0.0307692307692308,0,0,0,1.9,6.7,NA,NA,NA,2,6,0,8,6,0.9,7.7,0
"WR","Rashad Ross (7571987)","Rashad Ross",7571987,3000,"Phi@Was 01:00PM ET","Was","Rashad","Ross","Phi",0,1.2,0,1.2,10,0.0102564102564103,0.774233199181226,0.691918468666434,0,NA,NA,NA,NA,1.8,1,2,0,9,6,1.8,1.8,0
"WR","Bryce Treggs (7571990)","Bryce Treggs",7571990,3000,"Phi@Was 01:00PM ET","Phi","Bryce","Treggs","Was",0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,9,6,0,0,0
"RB","Jalston Fowler (7571875)","Jalston Fowler",7571875,3000,"Cle@Ten 01:00PM ET","Ten","Jalston","Fowler","Cle",0,0,0,0,NA,NA,0,0,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,0
"RB","Malcolm Johnson (7571876)","Malcolm Johnson",7571876,3000,"Cle@Ten 01:00PM ET","Cle","Malcolm","Johnson","Ten",0,0,0,0,NA,NA,0,0,0,2.9,NA,1.3,1.3,NA,NA,NA,NA,NA,NA,0.2,2.6,0
"RB","Antonio Andrews (7571877)","Antonio Andrews",7571877,3000,"Cle@Ten 01:00PM ET","Ten","Antonio","Andrews","Cle",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"RB","George Atkinson III (7571879)","George Atkinson III",7571879,3000,"Cle@Ten 01:00PM ET","Cle","George","Atkinson III","Ten",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Harry Douglas (7571993)","Harry Douglas",7571993,3000,"Cle@Ten 01:00PM ET","Ten","Harry","Douglas","Cle",0,0,0,0,6,0.0470588235294118,0,0,0,4.1,NA,4,NA,NA,4,8,0,6,5,4,4.1,0
"WR","Marc Mariani (7571995)","Marc Mariani",7571995,3000,"Cle@Ten 01:00PM ET","Ten","Marc","Mariani","Cle",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Kendall Wright (7571997)","Kendall Wright",7571997,3000,"Cle@Ten 01:00PM ET","Ten","Kendall","Wright","Cle",7.08,5.3,6.45,7.29091642893186,7,0.0294117647058824,5.52743696392618,5.5921335068107,0,NA,NA,NA,3.4,1.9,3,5,0,7,5,1.6,3.7,30.3
"WR","Jordan Payton (7571999)","Jordan Payton",7571999,3000,"Cle@Ten 01:00PM ET","Cle","Jordan","Payton","Ten",0,0,0,0,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,5,0,0,0
"WR","Ricardo Louis (7572000)","Ricardo Louis",7572000,3000,"Cle@Ten 01:00PM ET","Cle","Ricardo","Louis","Ten",5.54,6.2,5.82,4.83454903503904,5,0.0813953488372093,5.64961231792387,5.55942167806915,0,NA,NA,7,5.8,3.3,8,14,0,5,5,0.9,7.1,11.5
"WR","Rashard Higgins (7572003)","Rashard Higgins",7572003,3000,"Cle@Ten 01:00PM ET","Cle","Rashard","Higgins","Ten",1.6,3.8,0,3.8,8,0.0174418604651163,2.9281016281136,2.76421871466419,0,NA,NA,NA,NA,NA,1,3,0,8,5,0,0,2.4
"RB","Kyle Juszczyk (7571884)","Kyle Juszczyk",7571884,3000,"Bal@NYG 01:00PM ET","Bal","Kyle","Juszczyk","NYG",0,3.6,0,3.6,NA,NA,2.32269959754368,2.0757554059993,0,4.3,1.8,1.2,11.6,5,NA,NA,NA,NA,NA,0.6,8.9,6.5
"RB","Javorius Allen (7571887)","Javorius Allen",7571887,3000,"Bal@NYG 01:00PM ET","Bal","Javorius","Allen","NYG",4.82,2.5,0,3.64541593355703,10,0.0285714285714286,3.04802986329721,3.16809179593176,0,NA,NA,NA,4.8,2.8,4,6,0,10,5,2.4,5.2,0
"WR","Devin Hester (7572005)","Devin Hester",7572005,3000,"Bal@NYG 01:00PM ET","Bal","Devin","Hester","NYG",0,0,0,0,NA,NA,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-0.6,0.2,0
"WR","Dwayne Harris (7572007)","Dwayne Harris",7572007,3000,"Bal@NYG 01:00PM ET","NYG","Dwayne","Harris","Bal",1.57,1.2,0,1.2,13,0,1.2416645538952,1.2543155907307,0,NA,NA,NA,-1,NA,0,0,0,12,5,-0.6,0.2,0
"WR","Kamar Aiken (7572009)","Kamar Aiken",7572009,3000,"Bal@NYG 01:00PM ET","Bal","Kamar","Aiken","NYG",8.44,10.3,2.85,5.80105128683533,6,0.0619047619047619,9.15831731661505,8.96229915555825,0,3.4,NA,1.5,3.9,NA,7,13,0,7,5,-0.1,3.6,10.4
"WR","Tavarres King (7572010)","Tavarres King",7572010,3000,"Bal@NYG 01:00PM ET","NYG","Tavarres","King","Bal",0,0,0,0,12,0.00515463917525773,0,0,0,NA,NA,NA,NA,NA,0,1,0,12,5,0,0,0
"WR","Chris Moore (7572012)","Chris Moore",7572012,3000,"Bal@NYG 01:00PM ET","Bal","Chris","Moore","NYG",0,2.9,0,2.9,8,0.0476190476190476,1.87106356468796,1.67213629927722,0,2.3,1.9,1.2,1.6,NA,5,10,0,9,5,1.3,2.2,0
"WR","Breshad Perriman (7572013)","Breshad Perriman",7572013,3000,"Bal@NYG 01:00PM ET","Bal","Breshad","Perriman","NYG",8.63,10.2,6.18,9.41242220975378,4,0.1,9.15036600907966,8.97270008138098,0,4.5,5.2,4.4,5.4,3.1,10,21,1,5,2,3.6,5.4,7.8
"WR","Roger Lewis (7572015)","Roger Lewis",7572015,3000,"Bal@NYG 01:00PM ET","NYG","Roger","Lewis","Bal",0,0,0,0,13,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,5,0,0,9.4
"RB","Mike Tolbert (7571891)","Mike Tolbert",7571891,3000,"Car@NO 01:00PM ET","Car","Mike","Tolbert","NO",2.66,2.7,0,2.7,NA,NA,2.53397845837379,2.50966772946186,0,1.7,2.5,3.9,0.9,0.2,NA,NA,NA,NA,NA,0.4,3.3,1.2
"RB","Travaris Cadet (7571895)","Travaris Cadet",7571895,3000,"Car@NO 01:00PM ET","NO","Travaris","Cadet","Car",4.84,2.5,4.55,0.406554797280687,4,0.104046242774566,3.05398440284771,3.17525609048035,0,10.5,3.7,9.2,NA,NA,12,18,1,6,4,1,10.7,7
"RB","Marcus Murphy (7571897)","Marcus Murphy",7571897,3000,"Car@NO 01:00PM ET","NO","Marcus","Murphy","Car",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,8,0,0,0
"RB","Daniel Lasco (7571898)","Daniel Lasco",7571898,3000,"Car@NO 01:00PM ET","NO","Daniel","Lasco","Car",0,1.8,0,1.8,10,0.0115606936416185,1.16134979877184,1.03787770299965,0,NA,NA,NA,2.9,NA,1,2,0,10,8,2.9,2.9,1.9
"WR","Brenton Bersin (7572017)","Brenton Bersin",7572017,3000,"Car@NO 01:00PM ET","Car","Brenton","Bersin","NO",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,7,0,0,0
"WR","Brandon Coleman (7572018)","Brandon Coleman",7572018,3000,"Car@NO 01:00PM ET","NO","Brandon","Coleman","Car",5.48,1.3,3.54,1.27674775092978,7,0.0809248554913295,2.47029646928237,2.71259504736878,0,NA,3.5,14.8,3.7,NA,11,14,0,7,8,0.9,13.8,1.6
"WR","Damiere Byrd (7572021)","Damiere Byrd",7572021,3000,"Car@NO 01:00PM ET","Car","Damiere","Byrd","NO",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Tommylee Lewis (7572024)","Tommylee Lewis",7572024,3000,"Car@NO 01:00PM ET","NO","Tommylee","Lewis","Car",0,0,2,0,8,0.0346820809248555,0,0,0,NA,0.9,7.4,2.3,NA,5,6,0,8,8,0.1,7,4.4
"RB","Joique Bell (7571901)","Joique Bell",7571901,3000,"Jax@Chi 01:00PM ET","Chi","Joique","Bell","Jax",0,1.6,0,1.6,NA,NA,1.03231093224163,0.922557958221913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0
"RB","Denard Robinson (7571902)","Denard Robinson",7571902,3000,"Jax@Chi 01:00PM ET","Jax","Denard","Robinson","Chi",0,0,0,0,9,0.0122699386503067,0,0,0,0.7,2.4,NA,NA,NA,1,2,0,9,6,-0.2,2.3,0
"RB","Corey Grant (7571903)","Corey Grant",7571903,3000,"Jax@Chi 01:00PM ET","Jax","Corey","Grant","Chi",0,0,3.49,0,12,0.00613496932515337,0,0,0,NA,8.5,NA,NA,NA,1,1,1,9,2,-2.1,6.4,0
"RB","Ka'Deem Carey (7571905)","Ka'Deem Carey",7571905,3000,"Jax@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Jax",3.93,3.6,2.65,3.6,NA,NA,3.49276661921624,3.4835392847971,0,0.4,1.6,NA,NA,2.7,NA,NA,NA,NA,NA,0.4,2.7,5
"RB","Paul Lasike (7571907)","Paul Lasike",7571907,3000,"Jax@Chi 01:00PM ET","Chi","Paul","Lasike","Jax",0,0,0,0,NA,NA,0,0,0,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1
"WR","Bryan Walters (7572028)","Bryan Walters",7572028,3000,"Jax@Chi 01:00PM ET","Jax","Bryan","Walters","Chi",0,0,0,0,12,0.00613496932515337,0,0,0,NA,NA,NA,NA,NA,0,1,0,13,6,0,0,0
"WR","Arrelious Benn (7572029)","Arrelious Benn",7572029,3000,"Jax@Chi 01:00PM ET","Jax","Arrelious","Benn","Chi",0,0,0,0,8,0.0245398773006135,0,0,0,NA,1.9,NA,1.1,NA,2,4,0,8,6,0,2,12.1
"WR","Deonte Thompson (7572030)","Deonte Thompson",7572030,3000,"Jax@Chi 01:00PM ET","Chi","Deonte","Thompson","Jax",1.59,0,0,0,11,0,0.473385894264472,0.56956141661285,0,NA,NA,NA,NA,NA,0,0,0,11,5,0,0,0
"WR","Joshua Bellamy (7572033)","Joshua Bellamy",7572033,3000,"Jax@Chi 01:00PM ET","Chi","Joshua","Bellamy","Jax",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Rashad Greene (7572036)","Rashad Greene",7572036,3000,"Jax@Chi 01:00PM ET","Jax","Rashad","Greene","Chi",1.97,1.1,0,1.1,7,0.0306748466257669,1.29623591164003,1.33994160931361,0,1.9,1.7,NA,1.8,NA,3,5,0,7,6,0.4,2.3,0
"RB","Chase Reynolds (7571909)","Chase Reynolds",7571909,3000,"LA@Det 01:00PM ET","LA","Chase","Reynolds","Det",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"RB","Benny Cunningham (7571910)","Benny Cunningham",7571910,3000,"LA@Det 01:00PM ET","LA","Benny","Cunningham","Det",3.15,4.7,2.68,5.51343118556909,7,0.025974025974026,3.970253342663,3.83839039367968,0,1.8,1.9,4.9,NA,NA,3,4,0,6,3,0.1,4.2,4.3
"RB","Michael Burton (7571912)","Michael Burton",7571912,3000,"LA@Det 01:00PM ET","Det","Michael","Burton","LA",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Zach Zenner (7571913)","Zach Zenner",7571913,3000,"LA@Det 01:00PM ET","Det","Zach","Zenner","LA",8.35,8,4.88,10.387678609522,NA,NA,7.64757492354046,7.6038827651456,0,NA,NA,NA,4.4,5.2,NA,NA,NA,NA,NA,4.2,5.4,9.7
"RB","Malcolm Brown (7571914)","Malcolm Brown",7571914,3000,"LA@Det 01:00PM ET","LA","Malcolm","Brown","Det",0,1.2,0,1.2,8,0.012987012987013,0.774233199181226,0.691918468666434,0,2.3,NA,NA,NA,3.8,2,2,0,7,3,2,4.1,0
"WR","Andre Roberts (7572039)","Andre Roberts",7572039,3000,"LA@Det 01:00PM ET","Det","Andre","Roberts","LA",1.53,1.7,1.89,1.7,7,0.021505376344086,1.55235264111972,1.52828636357786,0,1.8,NA,NA,7.8,NA,2,4,0,8,6,-1.5,5.3,9.3
"WR","Bradley Marquez (7572045)","Bradley Marquez",7572045,3000,"LA@Det 01:00PM ET","LA","Bradley","Marquez","Det",0,0,0,0,8,0.012987012987013,0,0,0,NA,NA,2.2,NA,0.2,1,2,0,8,3,-0.2,2.6,2.3
"WR","Nelson Spruce (7572046)","Nelson Spruce",7572046,3000,"LA@Det 01:00PM ET","LA","Nelson","Spruce","Det",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Pharoh Cooper (7572047)","Pharoh Cooper",7572047,3000,"LA@Det 01:00PM ET","LA","Pharoh","Cooper","Det",0,4.5,4.7,4.5,11,0,2.9033744969296,2.59469425749913,0,NA,NA,NA,NA,NA,0,0,0,10,3,0,0,0
"WR","Mike Thomas (7572048)","Mike Thomas",7572048,3000,"LA@Det 01:00PM ET","LA","Mike","Thomas","Det",0,0,0,0,10,0.00649350649350649,0,0,0,NA,NA,NA,NA,NA,0,1,0,10,3,0,0,0
"RB","Isaiah Pead (7571919)","Isaiah Pead",7571919,3000,"Pit@Mia 01:00PM ET","Mia","Isaiah","Pead","Pit",0,0,0,0,12,0.00662251655629139,0,0,0,NA,NA,1.7,2.1,NA,1,1,0,12,7,1.6,2.2,0
"RB","Fitzgerald Toussaint (7571920)","Fitzgerald Toussaint",7571920,3000,"Pit@Mia 01:00PM ET","Pit","Fitzgerald","Toussaint","Mia",0,0,0,0,11,0.00512820512820513,0,0,0,0.6,2.3,NA,NA,NA,1,1,0,11,9,-0.2,2.2,0
"RB","Roosevelt Nix (7571922)","Roosevelt Nix",7571922,3000,"Pit@Mia 01:00PM ET","Pit","Roosevelt","Nix","Mia",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"RB","Damien Williams (7571924)","Damien Williams",7571924,3000,"Pit@Mia 01:00PM ET","Mia","Damien","Williams","Pit",3.82,0,2.44,0,5,0.0662251655629139,1.13731705414483,1.36838025878056,0,4.8,NA,11.5,2.5,9,8,10,1,4,2,2.9,11,9.7
"RB","Kenyan Drake (7571925)","Kenyan Drake",7571925,3000,"Pit@Mia 01:00PM ET","Mia","Kenyan","Drake","Pit",2.6,1.4,0,0,8,0.0463576158940397,1.67736220727598,1.73859650476078,0,NA,9.8,6.8,1.5,4,6,7,0,8,7,1.9,9.1,0
"WR","Darrius Heyward-Bey (7572049)","Darrius Heyward-Bey",7572049,3000,"Pit@Mia 01:00PM ET","Pit","Darrius","Heyward-Bey","Mia",4.74,2.1,2.27,0,9,0.0153846153846154,2.76613397203482,2.90879512818193,0,NA,1.7,NA,10.1,NA,2,3,1,9,4,-1.5,9.3,12
"WR","Jakeem Grant (7572056)","Jakeem Grant",7572056,3000,"Pit@Mia 01:00PM ET","Mia","Jakeem","Grant","Pit",0,0,0,0,14,0,0,0,0,NA,NA,NA,NA,6,0,0,0,13,7,-1.5,4.5,0
"WR","Eli Rogers (7572057)","Eli Rogers",7572057,3000,"Pit@Mia 01:00PM ET","Pit","Eli","Rogers","Mia",12.39,8.2,8.29,2.54810190008515,6,0.0717948717948718,8.97943077927096,9.16639000873838,0,17.9,1.9,5.2,NA,NA,9,14,1,6,4,-0.1,16.8,7.5
