QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Lucky Whitehead (7977141),Lucky Whitehead,7977141,3000,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,Vince Mayle (7977142),Vince Mayle,7977142,3000,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,DST,Jaguars  (7977670),Jaguars ,7977670,2900,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,DST,Vikings  (7977672),Vikings ,7977672,2900,Min@GB 01:00PM ET,Min,
,,,,,,,,,,TE,Lance Kendricks (7977212),Lance Kendricks,7977212,2900,SF@LA 04:25PM ET,LA,
,,,,,,,,,,TE,Garrett Celek (7977213),Garrett Celek,7977213,2900,SF@LA 04:25PM ET,SF,
,,,,,,,,,,DST,Ravens  (7977688),Ravens ,7977688,2900,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,TE,Will Tye (7975695),Will Tye,7975695,2800,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,DST,Eagles  (7975723),Eagles ,7975723,2800,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,TE,Gary Barnidge (7977178),Gary Barnidge,7977178,2800,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,TE,Jack Doyle (7977201),Jack Doyle,7977201,2800,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,DST,Raiders  (7977680),Raiders ,7977680,2800,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,DST,49ers  (7977684),49ers ,7977684,2800,SF@LA 04:25PM ET,SF,
,,,,,,,,,,DST,Cowboys  (7977691),Cowboys ,7977691,2800,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,DST,Falcons  (7977677),Falcons ,7977677,2700,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,TE,Erik Swoope (7977202),Erik Swoope,7977202,2700,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,DST,Lions  (7977692),Lions ,7977692,2700,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,TE,Dion Sims (7977146),Dion Sims,7977146,2600,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,DST,Buccaneers  (7977666),Buccaneers ,7977666,2600,TB@NO 04:25PM ET,TB,
,,,,,,,,,,TE,Dwayne Allen (7977200),Dwayne Allen,7977200,2600,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,DST,Cardinals  (7977681),Cardinals ,7977681,2600,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,TE,Brent Celek (7975691),Brent Celek,7975691,2500,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,TE,Larry Donnell (7975692),Larry Donnell,7975692,2500,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,TE,Trey Burton (7975694),Trey Burton,7975694,2500,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,TE,Jerell Adams (7975696),Jerell Adams,7975696,2500,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,TE,MarQueis Gray (7977144),MarQueis Gray,7977144,2500,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,TE,Logan Thomas (7977145),Logan Thomas,7977145,2500,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Gerald Christian (7977147),Gerald Christian,7977147,2500,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Nick O'Leary (7977148),Nick O'Leary,7977148,2500,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Dominique Jones (7977149),Dominique Jones,7977149,2500,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,TE,Thomas Duarte (7977150),Thomas Duarte,7977150,2500,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,TE,Brandon Myers (7977151),Brandon Myers,7977151,2500,TB@NO 04:25PM ET,TB,
,,,,,,,,,,TE,Andrew DePaola (7977152),Andrew DePaola,7977152,2500,TB@NO 04:25PM ET,TB,
,,,,,,,,,,TE,John Phillips (7977153),John Phillips,7977153,2500,TB@NO 04:25PM ET,NO,
,,,,,,,,,,TE,Luke Stocker (7977154),Luke Stocker,7977154,2500,TB@NO 04:25PM ET,TB,
,,,,,,,,,,TE,Alan Cross (7977157),Alan Cross,7977157,2500,TB@NO 04:25PM ET,TB,
,,,,,,,,,,TE,Matt Lengel (7977159),Matt Lengel,7977159,2500,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,TE,Brandon Bostick (7977160),Brandon Bostick,7977160,2500,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,TE,Eric Tomlinson (7977161),Eric Tomlinson,7977161,2500,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,TE,Austin Seferian-Jenkins (7977162),Austin Seferian-Jenkins,7977162,2500,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,TE,Anthony Fasano (7977163),Anthony Fasano,7977163,2500,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,TE,Beau Brinkley (7977165),Beau Brinkley,7977165,2500,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,TE,Neal Sterling (7977166),Neal Sterling,7977166,2500,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,TE,Jace Amaro (7977167),Jace Amaro,7977167,2500,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,TE,Alex Ellis (7977168),Alex Ellis,7977168,2500,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,TE,Ben Koyack (7977169),Ben Koyack,7977169,2500,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,TE,Phillip Supernaw (7977170),Phillip Supernaw,7977170,2500,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,TE,Rhett Ellison (7977172),Rhett Ellison,7977172,2500,Min@GB 01:00PM ET,Min,
,,,,,,,,,,TE,Kevin McDermott (7977173),Kevin McDermott,7977173,2500,Min@GB 01:00PM ET,Min,
,,,,,,,,,,TE,Richard Rodgers (7977175),Richard Rodgers,7977175,2500,Min@GB 01:00PM ET,GB,
,,,,,,,,,,TE,David Morgan (7977176),David Morgan,7977176,2500,Min@GB 01:00PM ET,Min,
,,,,,,,,,,TE,Sean McGrath (7977179),Sean McGrath,7977179,2500,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,TE,Randall Telfer (7977180),Randall Telfer,7977180,2500,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,TE,Asante Cleveland (7977181),Asante Cleveland,7977181,2500,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,TE,Seth DeValve (7977182),Seth DeValve,7977182,2500,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,TE,Danny Vitale (7977183),Danny Vitale,7977183,2500,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,TE,Logan Paulsen (7977186),Logan Paulsen,7977186,2500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Patrick Scales (7977187),Patrick Scales,7977187,2500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,MyCole Pruitt (7977189),MyCole Pruitt,7977189,2500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Daniel Brown (7977190),Daniel Brown,7977190,2500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Derek Carrier (7977191),Derek Carrier,7977191,2500,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,TE,Ben Braunecker (7977192),Ben Braunecker,7977192,2500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Ed Dickson (7977194),Ed Dickson,7977194,2500,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,TE,Levine Toilolo (7977195),Levine Toilolo,7977195,2500,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,TE,Chris Manhertz (7977196),Chris Manhertz,7977196,2500,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,TE,Joshua Perkins (7977197),Joshua Perkins,7977197,2500,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,TE,Austin Hooper (7977198),Austin Hooper,7977198,2500,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,DST,Panthers  (7977678),Panthers ,7977678,2500,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,TE,Mychal Rivera (7977199),Mychal Rivera,7977199,2500,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,Clive Walford (7977203),Clive Walford,7977203,2500,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,DST,Colts  (7977679),Colts ,7977679,2500,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,TE,Darren Fells (7977204),Darren Fells,7977204,2500,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,TE,Jermaine Gresham (7977206),Jermaine Gresham,7977206,2500,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,TE,Luke Willson (7977207),Luke Willson,7977207,2500,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Brandon Williams (7977208),Brandon Williams,7977208,2500,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Nick Vannett (7977209),Nick Vannett,7977209,2500,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Hakeem Valles (7977210),Hakeem Valles,7977210,2500,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,TE,Kyle Nelson (7977211),Kyle Nelson,7977211,2500,SF@LA 04:25PM ET,SF,
,,,,,,,,,,TE,Blake Bell (7977214),Blake Bell,7977214,2500,SF@LA 04:25PM ET,SF,
,,,,,,,,,,TE,Je'Ron Hamm (7977215),Je'Ron Hamm,7977215,2500,SF@LA 04:25PM ET,SF,
,,,,,,,,,,TE,Tyler Higbee (7977216),Tyler Higbee,7977216,2500,SF@LA 04:25PM ET,LA,
,,,,,,,,,,TE,Temarrick Hemingway (7977217),Temarrick Hemingway,7977217,2500,SF@LA 04:25PM ET,LA,
,,,,,,,,,,TE,Clark Harris (7977218),Clark Harris,7977218,2500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,TE,Ryan Hewitt (7977220),Ryan Hewitt,7977220,2500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,TE,Tyler Ott (7977222),Tyler Ott,7977222,2500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,TE,Tyler Kroft (7977224),Tyler Kroft,7977224,2500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,TE,C.J. Uzomah (7977225),C.J. Uzomah,7977225,2500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,TE,Stephen Anderson (7977226),Stephen Anderson,7977226,2500,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,TE,David Johnson (7977228),David Johnson,7977228,2500,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,TE,Crockett Gillmore (7977230),Crockett Gillmore,7977230,2500,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,TE,Xavier Grimble (7977231),Xavier Grimble,7977231,2500,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,TE,Darren Waller (7977232),Darren Waller,7977232,2500,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,TE,Nick Boyle (7977233),Nick Boyle,7977233,2500,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,TE,Jesse James (7977234),Jesse James,7977234,2500,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,TE,Virgil Green (7977235),Virgil Green,7977235,2500,Den@KC 08:30PM ET,Den,
,,,,,,,,,,TE,James Winchester (7977237),James Winchester,7977237,2500,Den@KC 08:30PM ET,KC,
,,,,,,,,,,TE,A.J. Derby (7977238),A.J. Derby,7977238,2500,Den@KC 08:30PM ET,Den,
,,,,,,,,,,TE,James O'Shaughnessy (7977239),James O'Shaughnessy,7977239,2500,Den@KC 08:30PM ET,KC,
,,,,,,,,,,TE,Jeff Heuerman (7977240),Jeff Heuerman,7977240,2500,Den@KC 08:30PM ET,Den,
,,,,,,,,,,TE,Ross Travis (7977241),Ross Travis,7977241,2500,Den@KC 08:30PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (7977242),Demetrius Harris,7977242,2500,Den@KC 08:30PM ET,KC,
,,,,,,,,,,TE,Brandon Pettigrew (7977244),Brandon Pettigrew,7977244,2500,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,TE,Clay Harbor (7977245),Clay Harbor,7977245,2500,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,TE,Matthew Mulligan (7977246),Matthew Mulligan,7977246,2500,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,TE,Gavin Escobar (7977247),Gavin Escobar,7977247,2500,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,DST,Saints  (7977665),Saints ,7977665,2400,TB@NO 04:25PM ET,NO,
,,,,,,,,,,DST,Jets  (7977668),Jets ,7977668,2300,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,DST,Bears  (7977675),Bears ,7977675,2300,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,DST,Browns  (7977673),Browns ,7977673,2200,SD@Cle 01:00PM ET,Cle,
