"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"WR","De'Anthony Thomas (7608961)","De'Anthony Thomas",7608961,3000,"NO@KC 01:00PM ET","KC","De'Anthony","Thomas","NO",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,3.4,"Thomas, De'Anthony",NA,NA,NA,NA,NA
"WR","Tommylee Lewis (7608963)","Tommylee Lewis",7608963,3000,"NO@KC 01:00PM ET","NO","Tommylee","Lewis","KC",0,0,8,0.0407239819004525,0,0,0,NA,0.9,7.4,2.3,NA,4.4,"Lewis, Tommylee",7,9,0,8,9
"WR","Demarcus Robinson (7608965)","Demarcus Robinson",7608965,3000,"NO@KC 01:00PM ET","KC","Demarcus","Robinson","NO",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Robinson, Demarcus",NA,NA,NA,NA,NA
"WR","Jake Lampman (7608966)","Jake Lampman",7608966,3000,"NO@KC 01:00PM ET","NO","Jake","Lampman","KC",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Lampman, Jake",NA,NA,NA,NA,NA
"WR","Tyreek Hill (7608967)","Tyreek Hill",7608967,3000,"NO@KC 01:00PM ET","KC","Tyreek","Hill","NO",7.27,3.5,6,0.0846560846560847,4.50409614032169,4.78699386902659,0,7.9,2.7,5.3,13.2,NA,4,"Hill, Tyreek",13,16,2,5,1
"RB","Robert Turbin (7608869)","Robert Turbin",7608869,3000,"Ind@Ten 01:00PM ET","Ind","Robert","Turbin","Ten",0,2,8,0.040983606557377,1.20238870434693,1.04933699731468,0,3.9,7,6.9,2.5,NA,6.4,"Turbin, Robert",8,10,0,8,7
"RB","Jordan Todman (7608870)","Jordan Todman",7608870,3000,"Ind@Ten 01:00PM ET","Ind","Jordan","Todman","Ten",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,"Todman, Jordan",0,0,0,12,7
"RB","Jalston Fowler (7608871)","Jalston Fowler",7608871,3000,"Ind@Ten 01:00PM ET","Ten","Jalston","Fowler","Ind",0,0,NA,NA,0,0,0,NA,NA,2.4,NA,NA,NA,"Fowler, Jalston",NA,NA,NA,NA,NA
"RB","Antonio Andrews (7608872)","Antonio Andrews",7608872,3000,"Ind@Ten 01:00PM ET","Ten","Antonio","Andrews","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Andrews, Antonio",NA,NA,NA,NA,NA
"RB","Josh Ferguson (7608873)","Josh Ferguson",7608873,3000,"Ind@Ten 01:00PM ET","Ind","Josh","Ferguson","Ten",4.38,4.5,5,0.102459016393443,4.15126614953847,4.138706326753,0,4.4,8.6,6.1,10.1,3.3,NA,"Ferguson, Josh",19,25,0,3,7
"WR","Harry Douglas (7608969)","Harry Douglas",7608969,3000,"Ind@Ten 01:00PM ET","Ten","Harry","Douglas","Ind",0,0,7,0.0408163265306122,0,0,0,4.1,NA,4,NA,NA,NA,"Douglas, Harry",4,8,0,8,7
"WR","Marc Mariani (7608970)","Marc Mariani",7608970,3000,"Ind@Ten 01:00PM ET","Ten","Marc","Mariani","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Mariani, Marc",NA,NA,NA,NA,NA
"WR","Devin Street (7608973)","Devin Street",7608973,3000,"Ind@Ten 01:00PM ET","Ind","Devin","Street","Ten",0,5.1,NA,NA,3.06609119608466,2.67580934315244,0,NA,NA,NA,NA,NA,NA,"Street, Devin",NA,NA,NA,NA,NA
"WR","Quan Bray (7608975)","Quan Bray",7608975,3000,"Ind@Ten 01:00PM ET","Ind","Quan","Bray","Ten",0,0,10,0.0204918032786885,0,0,0,NA,1.7,NA,NA,5.6,NA,"Bray, Quan",3,5,0,10,7
"WR","Chester Rogers (7608978)","Chester Rogers",7608978,3000,"Ind@Ten 01:00PM ET","Ind","Chester","Rogers","Ten",11,11.6,7,0.0737704918032787,10.6050890085767,10.5506931485221,0,NA,NA,NA,5.9,5.4,10.3,"Rogers, Chester",10,18,0,7,7
"RB","Kenjon Barner (7608878)","Kenjon Barner",7608878,3000,"Min@Phi 01:00PM ET","Phi","Kenjon","Barner","Min",0,1.1,10,0,0.66131378739081,0.577135348523075,0,4.2,0.2,10.2,NA,NA,0.6,"Barner, Kenjon",0,0,0,10,6
"RB","Zach Line (7608879)","Zach Line",7608879,3000,"Min@Phi 01:00PM ET","Min","Zach","Line","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,0.6,NA,NA,"Line, Zach",NA,NA,NA,NA,NA
"RB","Ronnie Hillman (7608880)","Ronnie Hillman",7608880,3000,"Min@Phi 01:00PM ET","Min","Ronnie","Hillman","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Hillman, Ronnie",NA,NA,NA,NA,NA
"RB","Wendell Smallwood (7608882)","Wendell Smallwood",7608882,3000,"Min@Phi 01:00PM ET","Phi","Wendell","Smallwood","Min",0,2.4,9,0.0197368421052632,1.44286644521631,1.25920439677762,0,0.1,1.6,13.9,NA,NA,9,"Smallwood, Wendell",1,3,0,9,6
"WR","Charles Johnson (7608980)","Charles Johnson",7608980,3000,"Min@Phi 01:00PM ET","Min","Charles","Johnson","Phi",4.09,3.3,4,0.0914634146341463,3.33410038040524,3.39140265712891,0,1.5,3.5,NA,9,1.2,NA,"Johnson, Charles",6,15,0,7,5
"WR","Jarius Wright (7608981)","Jarius Wright",7608981,3000,"Min@Phi 01:00PM ET","Min","Jarius","Wright","Phi",0,0,8,0.0304878048780488,0,0,0,NA,NA,NA,NA,7.2,NA,"Wright, Jarius",5,5,0,8,5
"WR","Josh Huff (7608983)","Josh Huff",7608983,3000,"Min@Phi 01:00PM ET","Phi","Josh","Huff","Min",3.66,2.3,NA,NA,2.59095776959117,2.6922112873296,0,NA,0.9,6,NA,10.5,NA,"Huff, Josh",NA,NA,NA,NA,NA
"WR","Dorial Green-Beckham (7608984)","Dorial Green-Beckham",7608984,3000,"Min@Phi 01:00PM ET","Phi","Dorial","Green-Beckham","Min",4,4.9,3,0.131578947368421,4.26630124323708,4.1943442121835,0,NA,3.8,6.3,NA,7.3,3.3,"Green-Beckham, Dorial",12,20,0,4,6
"WR","Bryce Treggs (7608986)","Bryce Treggs",7608986,3000,"Min@Phi 01:00PM ET","Phi","Bryce","Treggs","Min",0,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,"Treggs, Bryce",0,0,0,10,6
"WR","Laquon Treadwell (7608990)","Laquon Treadwell",7608990,3000,"Min@Phi 01:00PM ET","Min","Laquon","Treadwell","Phi",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,"Treadwell, Laquon",0,0,0,12,5
"RB","Rex Burkhead (7608883)","Rex Burkhead",7608883,3000,"Cle@Cin 01:00PM ET","Cin","Rex","Burkhead","Cle",0,0,9,0.00444444444444444,0,0,0,NA,NA,NA,NA,NA,1.6,"Burkhead, Rex",0,1,0,10,4
"RB","Malcolm Johnson (7608885)","Malcolm Johnson",7608885,3000,"Cle@Cin 01:00PM ET","Cle","Malcolm","Johnson","Cin",0,0,NA,NA,0,0,0,2.9,NA,1.3,1.3,NA,NA,"Johnson, Malcolm",NA,NA,NA,NA,NA
"RB","George Atkinson III (7608887)","George Atkinson III",7608887,3000,"Cle@Cin 01:00PM ET","Cle","George","Atkinson III","Cin",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Atkinson III, George",NA,NA,NA,NA,NA
"WR","Andrew Hawkins (7608991)","Andrew Hawkins",7608991,3000,"Cle@Cin 01:00PM ET","Cle","Andrew","Hawkins","Cin",7.32,6.1,4,0.111627906976744,6.08370706744253,6.17142532264521,0,-0.1,5.8,3.5,5.8,15.6,7.8,"Hawkins, Andrew",15,24,1,4,3
"WR","James Wright (7608995)","James Wright",7608995,3000,"Cle@Cin 01:00PM ET","Cin","James","Wright","Cle",1.49,0,8,0.0177777777777778,0.491867221801197,0.604742041864042,0,1.1,2,2,NA,NA,1.1,"Wright, James",4,4,0,8,4
"WR","Alex Erickson (7608996)","Alex Erickson",7608996,3000,"Cle@Cin 01:00PM ET","Cin","Alex","Erickson","Cle",0,0,9,0.00444444444444444,0,0,0,NA,3,NA,NA,NA,NA,"Erickson, Alex",1,1,0,9,4
"WR","Jordan Payton (7608997)","Jordan Payton",7608997,3000,"Cle@Cin 01:00PM ET","Cle","Jordan","Payton","Cin",0,0,9,0.00930232558139535,0,0,0,NA,NA,NA,NA,NA,NA,"Payton, Jordan",0,2,0,10,5
"WR","Ricardo Louis (7608998)","Ricardo Louis",7608998,3000,"Cle@Cin 01:00PM ET","Cle","Ricardo","Louis","Cin",6.51,6.4,5,0.106976744186047,5.99667446728318,6.000073487068,0,NA,NA,7,5.8,3.3,11.5,"Louis, Ricardo",13,23,0,5,5
"WR","Cody Core (7608999)","Cody Core",7608999,3000,"Cle@Cin 01:00PM ET","Cin","Cody","Core","Cle",0,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,"Core, Cody",0,0,0,10,4
"WR","Rashard Higgins (7609001)","Rashard Higgins",7609001,3000,"Cle@Cin 01:00PM ET","Cle","Rashard","Higgins","Cin",1.72,5.1,8,0.0186046511627907,3.63388423064712,3.37390082772033,0,NA,NA,NA,NA,NA,2.4,"Higgins, Rashard",2,4,0,8,5
"WR","Tyler Boyd (7609002)","Tyler Boyd",7609002,3000,"Cle@Cin 01:00PM ET","Cin","Tyler","Boyd","Cle",8.55,7.8,5,0.124444444444444,7.51177550829545,7.56257835525717,0,4.4,12.8,4.8,2,6.3,11.9,"Boyd, Tyler",19,28,0,4,4
"RB","Michael Burton (7608893)","Michael Burton",7608893,3000,"Was@Det 01:00PM ET","Det","Michael","Burton","Was",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Burton, Michael",NA,NA,NA,NA,NA
"RB","Rob Kelley (7608895)","Rob Kelley",7608895,3000,"Was@Det 01:00PM ET","Was","Rob","Kelley","Det",0,1.7,13,0,1.02203039869489,0.891936447717479,0,NA,NA,0.7,0.4,1.8,5.9,"Kelley, Rob",0,0,0,13,7
"WR","Andre Roberts (7609005)","Andre Roberts",7609005,3000,"Was@Det 01:00PM ET","Det","Andre","Roberts","Was",0,1.6,6,0.0273972602739726,0.961910963477542,0.839469597851745,0,1.8,NA,NA,7.8,NA,9.3,"Roberts, Andre",4,6,1,8,6
"WR","Ryan Grant (7609009)","Ryan Grant",7609009,3000,"Was@Det 01:00PM ET","Was","Ryan","Grant","Det",1.74,2.5,9,0.0172413793103448,2.07738115958405,2.01788007405505,0,NA,1.5,NA,NA,NA,NA,"Grant, Ryan",1,4,0,9,7
"WR","Josh Doctson (7609010)","Josh Doctson",7609010,3000,"Was@Det 01:00PM ET","Was","Josh","Doctson","Det",0,0,8,0.0258620689655172,0,0,0,1.9,6.7,NA,NA,NA,NA,"Doctson, Josh",2,6,0,8,7
"WR","Rashad Ross (7609011)","Rashad Ross",7609011,3000,"Was@Det 01:00PM ET","Was","Rashad","Ross","Det",0,1.2,10,0.00862068965517241,0.721433222608156,0.629602198388809,0,NA,NA,NA,NA,1.8,NA,"Ross, Rashad",1,2,0,9,7
"TE","Eric Ebron (7609126)","Eric Ebron",7609126,3000,"Was@Det 01:00PM ET","Det","Eric","Ebron","Was",0,0,5,0.114155251141553,0,0,1,15.6,9.3,11.9,8.2,NA,NA,"Ebron, Eric",20,25,2,5,4
"RB","Taiwan Jones (7608899)","Taiwan Jones",7608899,3000,"Oak@Jax 01:00PM ET","Oak","Taiwan","Jones","Jax",0,0,12,0.00854700854700855,0,0,0,2.9,NA,NA,NA,NA,NA,"Jones, Taiwan",2,2,0,11,6
"RB","Denard Robinson (7608901)","Denard Robinson",7608901,3000,"Oak@Jax 01:00PM ET","Jax","Denard","Robinson","Oak",0,0,10,0.0100502512562814,0,0,0,0.7,2.4,NA,NA,NA,NA,"Robinson, Denard",1,2,0,10,7
"RB","Corey Grant (7608902)","Corey Grant",7608902,3000,"Oak@Jax 01:00PM ET","Jax","Corey","Grant","Oak",0,0,12,0.0050251256281407,0,0,0,NA,8.5,NA,NA,NA,NA,"Grant, Corey",1,1,1,10,2
"RB","Jamize Olawale (7608903)","Jamize Olawale",7608903,3000,"Oak@Jax 01:00PM ET","Oak","Jamize","Olawale","Jax",0,1.9,NA,NA,1.14226926912958,0.996870147448948,0,6.2,5.9,NA,NA,9.4,NA,"Olawale, Jamize",NA,NA,NA,NA,NA
"WR","Bryan Walters (7609014)","Bryan Walters",7609014,3000,"Oak@Jax 01:00PM ET","Jax","Bryan","Walters","Oak",0,0,12,0.0050251256281407,0,0,0,NA,NA,NA,NA,NA,NA,"Walters, Bryan",0,1,0,13,7
"WR","Arrelious Benn (7609015)","Arrelious Benn",7609015,3000,"Oak@Jax 01:00PM ET","Jax","Arrelious","Benn","Oak",0,0,7,0.0251256281407035,0,0,0,NA,1.9,NA,1.1,NA,12.1,"Benn, Arrelious",3,5,1,7,2
"WR","Andre Holmes (7609017)","Andre Holmes",7609017,3000,"Oak@Jax 01:00PM ET","Oak","Andre","Holmes","Jax",2.89,3.4,8,0.0427350427350427,2.99808514034646,2.95682893636589,0,NA,7.6,1.8,NA,3.3,9.1,"Holmes, Andre",6,10,2,8,2
"WR","Rashad Greene (7609019)","Rashad Greene",7609019,3000,"Oak@Jax 01:00PM ET","Jax","Rashad","Greene","Oak",0,0,7,0.0251256281407035,0,0,0,1.9,1.7,NA,1.8,NA,NA,"Greene, Rashad",3,5,0,7,7
"WR","Seth Roberts (7609022)","Seth Roberts",7609022,3000,"Oak@Jax 01:00PM ET","Oak","Seth","Roberts","Jax",7.29,8.3,3,0.11965811965812,7.39643127534225,7.31352000542564,0,9.9,5.5,10.7,10.2,4.2,5.9,"Roberts, Seth",15,28,2,4,2
"WR","Johnny Holton (7609023)","Johnny Holton",7609023,3000,"Oak@Jax 01:00PM ET","Oak","Johnny","Holton","Jax",0,1.2,13,0.00427350427350427,0.721433222608156,0.629602198388809,0,NA,2.8,0.2,NA,NA,NA,"Holton, Johnny",1,1,0,13,6
"RB","Reggie Bush (7608907)","Reggie Bush",7608907,3000,"Buf@Mia 01:00PM ET","Buf","Reggie","Bush","Mia",0,0,12,0.00591715976331361,0,0,0,-0.4,NA,NA,NA,0.3,0.6,"Bush, Reggie",0,1,0,12,7
"RB","Jerome Felton (7608908)","Jerome Felton",7608908,3000,"Buf@Mia 01:00PM ET","Buf","Jerome","Felton","Mia",0,0,11,0.0118343195266272,0,0,0,NA,NA,NA,1.7,0.6,NA,"Felton, Jerome",1,2,0,11,7
"RB","Mike Gillislee (7608911)","Mike Gillislee",7608911,3000,"Buf@Mia 01:00PM ET","Buf","Mike","Gillislee","Mia",13.44,8.6,9,0.029585798816568,9.60697979178446,9.96700347949523,0,0.6,8.8,2,5.3,6.6,12,"Gillislee, Mike",4,5,1,8,3
"RB","Damien Williams (7608913)","Damien Williams",7608913,3000,"Buf@Mia 01:00PM ET","Mia","Damien","Williams","Buf",0,2.7,4,0.0652173913043478,1.62322475086835,1.41660494637482,0,4.8,NA,11.5,2.5,9,9.7,"Williams, Damien",10,12,1,4,2
"RB","Jonathan Williams (7608914)","Jonathan Williams",7608914,3000,"Buf@Mia 01:00PM ET","Buf","Jonathan","Williams","Mia",0,2.7,13,0,1.62322475086835,1.41660494637482,0,NA,NA,0.2,NA,NA,1.1,"Williams, Jonathan",0,0,0,12,7
"RB","Kenyan Drake (7608915)","Kenyan Drake",7608915,3000,"Buf@Mia 01:00PM ET","Mia","Kenyan","Drake","Buf",0,0,8,0.0380434782608696,0,0,0,NA,9.8,6.8,1.5,4,NA,"Drake, Kenyan",6,7,0,8,8
"WR","Brandon Tate (7609024)","Brandon Tate",7609024,3000,"Buf@Mia 01:00PM ET","Buf","Brandon","Tate","Mia",0,3.4,13,0,2.04406079738978,1.78387289543496,0,NA,NA,NA,NA,NA,NA,"Tate, Brandon",0,0,0,12,7
"WR","Marquise Goodwin (7609025)","Marquise Goodwin",7609025,3000,"Buf@Mia 01:00PM ET","Buf","Marquise","Goodwin","Mia",9.84,11.9,3,0.153846153846154,10.4025171281285,10.2372878131782,0,NA,22.2,1.6,2.2,9.3,4.2,"Goodwin, Marquise",9,26,2,4,1
"WR","Justin Hunter (7609026)","Justin Hunter",7609026,3000,"Buf@Mia 01:00PM ET","Buf","Justin","Hunter","Mia",9.4,6.6,10,0.0177514792899408,7.07093768067456,7.2779632277304,0,NA,NA,NA,NA,NA,NA,"Hunter, Justin",2,3,2,10,1
"WR","Walt Powell (7609028)","Walt Powell",7609028,3000,"Buf@Mia 01:00PM ET","Buf","Walt","Powell","Mia",0,5.5,5,0.0710059171597633,3.30656893695405,2.88567674261537,0,NA,NA,5.8,6.2,NA,NA,"Powell, Walt",8,12,0,5,7
"WR","Jakeem Grant (7609032)","Jakeem Grant",7609032,3000,"Buf@Mia 01:00PM ET","Mia","Jakeem","Grant","Buf",0,0,14,0,0,0,0,NA,NA,NA,NA,6,NA,"Grant, Jakeem",0,0,0,14,8
"WR","Leonte Carroo (7609033)","Leonte Carroo",7609033,3000,"Buf@Mia 01:00PM ET","Mia","Leonte","Carroo","Buf",2.28,2.7,12,0.0108695652173913,2.375880633893,2.34198203056946,0,3.4,NA,NA,NA,NA,NA,"Carroo, Leonte",2,2,0,12,8
"TE","Charles Clay (7609137)","Charles Clay",7609137,3000,"Buf@Mia 01:00PM ET","Buf","Charles","Clay","Mia",11.46,8.8,2,0.201183431952663,9.07359644801354,9.26832023768925,1,6,7.7,NA,9.7,12.3,10.2,"Clay, Charles",23,34,0,2,7
"RB","Kyle Juszczyk (7608918)","Kyle Juszczyk",7608918,3000,"Bal@NYJ 01:00PM ET","Bal","Kyle","Juszczyk","NYJ",0,3.8,NA,NA,2.28453853825916,1.9937402948979,0,4.3,1.8,1.2,11.6,5,6.5,"Juszczyk, Kyle",NA,NA,NA,NA,NA
"RB","Javorius Allen (7608920)","Javorius Allen",7608920,3000,"Bal@NYJ 01:00PM ET","Bal","Javorius","Allen","NYJ",0,2.5,10,0.0227272727272727,1.50298588043366,1.31167124664335,0,NA,NA,NA,4.8,2.8,NA,"Allen, Javorius",4,6,0,10,5
"RB","Kenneth Dixon (7608921)","Kenneth Dixon",7608921,3000,"Bal@NYJ 01:00PM ET","Bal","Kenneth","Dixon","NYJ",2.51,3.6,11,0.0113636363636364,2.99288136361038,2.90753312206491,0,NA,NA,NA,NA,1.5,2.2,"Dixon, Kenneth",2,3,0,11,5
"RB","Troymaine Pope (7608922)","Troymaine Pope",7608922,3000,"Bal@NYJ 01:00PM ET","NYJ","Troymaine","Pope","Bal",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Pope, Troymaine",NA,NA,NA,NA,NA
"WR","Devin Hester (7609036)","Devin Hester",7609036,3000,"Bal@NYJ 01:00PM ET","Bal","Devin","Hester","NYJ",0,0,NA,NA,0,0,0,NA,NA,-1,NA,NA,NA,"Hester, Devin",NA,NA,NA,NA,NA
"WR","Charone Peake (7609040)","Charone Peake",7609040,3000,"Bal@NYJ 01:00PM ET","NYJ","Charone","Peake","Bal",7.91,2.9,7,0.0572687224669604,4.35465135583155,4.73194774083419,0,NA,NA,NA,12,1.6,9.3,"Peake, Charone",9,13,0,6,5
"WR","Chris Moore (7609041)","Chris Moore",7609041,3000,"Bal@NYJ 01:00PM ET","Bal","Chris","Moore","NYJ",0,2.6,9,0.0378787878787879,1.56310531565101,1.36413809650909,0,2.3,1.9,1.2,1.6,NA,NA,"Moore, Chris",5,10,0,9,5
"WR","Jeremy Butler (7609042)","Jeremy Butler",7609042,3000,"Bal@NYJ 01:00PM ET","NYJ","Jeremy","Butler","Bal",0,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,"Butler, Jeremy",0,0,0,12,8
"WR","Robby Anderson (7609043)","Robby Anderson",7609043,3000,"Bal@NYJ 01:00PM ET","NYJ","Robby","Anderson","Bal",3.58,6.3,6,0.0704845814977974,4.96932619993328,4.75841591058371,0,NA,NA,5.4,3.2,2,6.4,"Anderson, Robby",9,16,0,6,5
"WR","Jalin Marshall (7609045)","Jalin Marshall",7609045,3000,"Bal@NYJ 01:00PM ET","NYJ","Jalin","Marshall","Bal",4.26,3.6,7,0.0572687224669604,3.57057776505474,3.61780062089852,0,NA,6.5,2.9,NA,NA,2.1,"Marshall, Jalin",6,13,1,8,3
"RB","Shaun Draughn (7608923)","Shaun Draughn",7608923,3000,"TB@SF 04:05PM ET","SF","Shaun","Draughn","TB",6.58,7,7,0.0395480225988701,6.38049893464503,6.34328528621575,0,10.6,2.1,2.2,1.8,-0.1,0.2,"Draughn, Shaun",4,7,0,7,4
"RB","Russell Hansbrough (7608927)","Russell Hansbrough",7608927,3000,"TB@SF 04:05PM ET","TB","Russell","Hansbrough","SF",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Hansbrough, Russell",NA,NA,NA,NA,NA
"RB","Mike Davis (7608928)","Mike Davis",7608928,3000,"TB@SF 04:05PM ET","SF","Mike","Davis","TB",7.27,12.6,10,0.0225988700564972,9.97496474510021,9.56147720680839,0,0.1,2,NA,NA,0.4,2.9,"Davis, Mike",2,4,0,9,4
"RB","Peyton Barber (7608929)","Peyton Barber",7608929,3000,"TB@SF 04:05PM ET","TB","Peyton","Barber","SF",0,5.2,13,0,3.12621063130201,2.72827619301817,0,NA,NA,NA,NA,0.6,NA,"Barber, Peyton",0,0,0,12,5
"WR","Keshawn Martin (7609049)","Keshawn Martin",7609049,3000,"TB@SF 04:05PM ET","SF","Keshawn","Martin","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Martin, Keshawn",NA,NA,NA,NA,NA
"WR","Russell Shepard (7609050)","Russell Shepard",7609050,3000,"TB@SF 04:05PM ET","TB","Russell","Shepard","SF",0,3.1,9,0.0192307692307692,1.86370249173774,1.62647234583776,0,0.9,3.6,1.6,NA,NA,NA,"Shepard, Russell",3,4,0,9,5
"WR","Rod Streater (7609051)","Rod Streater",7609051,3000,"TB@SF 04:05PM ET","SF","Rod","Streater","TB",0,3.6,8,0.0338983050847458,2.16429966782447,1.88880659516643,0,NA,NA,NA,NA,NA,NA,"Streater, Rod",3,6,0,8,4
"WR","Cecil Shorts III (7609052)","Cecil Shorts III",7609052,3000,"TB@SF 04:05PM ET","TB","Cecil","Shorts III","SF",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Shorts III, Cecil",NA,NA,NA,NA,NA
"WR","Quinton Patton (7609053)","Quinton Patton",7609053,3000,"TB@SF 04:05PM ET","SF","Quinton","Patton","TB",6.68,4.6,3,0.146892655367232,4.9706437123684,5.12466760365719,0,11,5.5,1.8,2.3,3.6,9.2,"Patton, Quinton",16,26,0,2,4
"WR","Adam Humphries (7609055)","Adam Humphries",7609055,3000,"TB@SF 04:05PM ET","TB","Adam","Humphries","SF",9.12,10.5,3,0.153846153846154,9.32316422991997,9.21052757268065,0,7.1,12.7,22,1.4,4.1,NA,"Humphries, Adam",22,32,0,2,5
"WR","Aaron Burbridge (7609056)","Aaron Burbridge",7609056,3000,"TB@SF 04:05PM ET","SF","Aaron","Burbridge","TB",0,1.4,11,0.0169491525423729,0.841672093042849,0.734535898120277,0,NA,NA,NA,1.5,NA,NA,"Burbridge, Aaron",1,3,0,11,4
"RB","Patrick DiMarco (7608931)","Patrick DiMarco",7608931,3000,"SD@Atl 04:05PM ET","Atl","Patrick","DiMarco","SD",0,0,NA,NA,0,0,0,1.8,NA,NA,2.8,2.3,1.3,"DiMarco, Patrick",NA,NA,NA,NA,NA
"RB","Derek Watt (7608934)","Derek Watt",7608934,3000,"SD@Atl 04:05PM ET","SD","Derek","Watt","Atl",0,0,NA,NA,0,0,0,NA,NA,1.6,NA,0.2,1.8,"Watt, Derek",NA,NA,NA,NA,NA
"RB","Kenneth Farrow (7608935)","Kenneth Farrow",7608935,3000,"SD@Atl 04:05PM ET","SD","Kenneth","Farrow","Atl",0,3,11,0.00483091787439614,1.80358305652039,1.57400549597202,0,NA,1.3,NA,NA,NA,0.5,"Farrow, Kenneth",0,1,0,12,8
"WR","Eric Weems (7609057)","Eric Weems",7609057,3000,"SD@Atl 04:05PM ET","Atl","Eric","Weems","SD",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Weems, Eric",NA,NA,NA,NA,NA
"WR","Aldrick Robinson (7609059)","Aldrick Robinson",7609059,3000,"SD@Atl 04:05PM ET","Atl","Aldrick","Robinson","SD",0,2.6,6,0.0616113744075829,1.56310531565101,1.36413809650909,0,NA,6.9,1.4,12.8,NA,1.8,"Robinson, Aldrick",8,13,1,6,5
"WR","Griff Whalen (7609061)","Griff Whalen",7609061,3000,"SD@Atl 04:05PM ET","SD","Griff","Whalen","Atl",1.81,3.8,11,0.00483091787439614,2.88204167346733,2.72835982226294,0,NA,NA,NA,NA,NA,NA,"Whalen, Griff",0,1,0,12,8
"WR","Justin Hardy (7609064)","Justin Hardy",7609064,3000,"SD@Atl 04:05PM ET","Atl","Justin","Hardy","SD",4.41,3,8,0.0473933649289099,3.25937798816017,3.36387959303271,0,1,7.8,10.6,NA,NA,6,"Hardy, Justin",7,10,2,8,2
"WR","Taylor Gabriel (7609066)","Taylor Gabriel",7609066,3000,"SD@Atl 04:05PM ET","Atl","Taylor","Gabriel","SD",3.33,0,7,0.0521327014218009,1.09927372389127,1.35153758349481,0,NA,NA,NA,NA,NA,NA,"Gabriel, Taylor",8,11,0,6,10
"RB","James Develin (7608938)","James Develin",7608938,3000,"NE@Pit 04:25PM ET","NE","James","Develin","Pit",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Develin, James",NA,NA,NA,NA,NA
"RB","Brandon Bolden (7608940)","Brandon Bolden",7608940,3000,"NE@Pit 04:25PM ET","NE","Brandon","Bolden","Pit",0,0,9,0.0146341463414634,0,0,0,0.4,NA,NA,3.5,NA,NA,"Bolden, Brandon",2,3,0,9,6
"RB","Dion Lewis (7608941)","Dion Lewis",7608941,3000,"NE@Pit 04:25PM ET","NE","Dion","Lewis","Pit",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,"Lewis, Dion",0,0,0,12,6
"RB","Fitzgerald Toussaint (7608942)","Fitzgerald Toussaint",7608942,3000,"NE@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","NE",1.56,3.3,12,0.0043859649122807,2.4989164400314,2.36455878738661,0,0.6,2.3,NA,NA,NA,NA,"Toussaint, Fitzgerald",1,1,0,12,10
"RB","Roosevelt Nix (7608944)","Roosevelt Nix",7608944,3000,"NE@Pit 04:25PM ET","Pit","Roosevelt","Nix","NE",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Nix, Roosevelt",NA,NA,NA,NA,NA
"RB","D.J. Foster (7608946)","D.J. Foster",7608946,3000,"NE@Pit 04:25PM ET","NE","D.J.","Foster","Pit",0,2.4,10,0.00975609756097561,1.44286644521631,1.25920439677762,0,NA,1.9,NA,NA,1.7,NA,"Foster, D.J.",1,2,0,10,6
"WR","Matthew Slater (7609067)","Matthew Slater",7609067,3000,"NE@Pit 04:25PM ET","NE","Matthew","Slater","Pit",0,0,11,0.0048780487804878,0,0,0,NA,NA,NA,NA,NA,NA,"Slater, Matthew",0,1,0,12,6
